	SP90989	SP117290	SP116797	SP84743	SP84982	SP9816	SP124439	SP107363	SP97194	SP5559	SP28659	SP107439	SP102581	SP23925	SP2293	SP53810	SP52667	SP79243	SP116578	SP121761	SP80754	SP96116	SP102133	SP30113	SP67609	SP116276	SP50097	SP116919	SP114898	SP81312	SP92364	SP125584	SP22031	SP26649	SP84384	SP112907	SP102045	SP85818	SP80615	SP79427	SP111031	SP112290	SP54113	SP29559	SP103894	SP93227	SP77956	SP21400	SP116520	SP112985	SP82103	SP49229	SP114980	SP96118	SP110847	SP16886	SP19295	SP105018	SP99013	SP112947	SP80217	SP116545	SP23502	SP25350	SP125778	SP99325	SP94741	SP49114	SP1305	SP2155	SP90125	SP56553	SP94933	SP62616	SP90629	SP18787	SP116365	SP107784	SP48189	SP102973	SP57189	SP27825	SP17905	SP55235	SP123975	SP111119	SP25494	SP21017	SP98953	SP33688	SP107012	SP5052	SP23775	SP56704	SP59448	SP116676	SP111170	SP63546	SP116819	SP116589	SP93540	SP101670	SP94348	SP103080	SP107076	SP110242	SP125752	SP84392	SP96126	SP95126	SP24135	SP90209	SP59803	SP92659	SP1365	SP57735	SP125746	SP102957	SP3631	SP18310	SP112817	SP112777	DRUP01010025T	CPCT02050439T	CPCT02340026T	CPCT02340014T	DRUP01330020T	CPCT02070336T	CPCT02050424T	CPCT02340081T	CPCT02020865T	DRUP01030028T	CPCT02020597TII	DRUP01340014T	WIDE01010510T	CPCT02100089T	CPCT02080153T	CPCT02020815T	CPCT02120078T	CPCT02450014T	CPCT02020413T	CPCT02070357T	CPCT02070053T	CPCT02010605T	CPCT02100101T	CPCT02040317T	CPCT02030278T	CPCT02250003T	DRUP01030015T	CPCT02050117T	CPCT02070466TII	WIDE01010470T	CPCT02210064T	CPCT02010648T	DRUP01050003T	CPCT02100090T	CPCT02050149T	WIDE01010075T	CPCT02030532T	CPCT02050104T	CPCT02150052T	CPCT02100092T	CPCT02340022T	DRUP01070080T	CPCT02340010T	CPCT02100141T	CPCT02060054T	CPCT02050370T	CPCT02010373T	WIDE01010071T	CPCT02130184T	CPCT02070373T	CPCT02140057T	CPCT02070069TII	DRUP01070015T	CPCT02100044T	CPCT02010408T	CPCT02060291T	DRUP01230001T	WIDE01010539T	CPCT02010486T	CPCT02160034T	WIDE01010016T	CPCT02080120T	CPCT02220045T	CPCT02310006T	CPCT02010786T	CPCT02050170T	CPCT02010530T	DRUP01050017T	CPCT02140107T	CPCT02220047T	CPCT02020476T	CPCT02050385T	CPCT02040113T	CPCT02080273T	CPCT02080045T	CPCT02070436T	CPCT02130170T	DRUP01010022T	CPCT02240008T	CPCT02020436T	CPCT02010523T	CPCT02060033T	CPCT02060246T	CPCT02010772T	CPCT02040329T	CPCT02030430T	CPCT02010715T	CPCT02080110T	CPCT02010662T	CPCT02140012T	CPCT02090019T	CPCT02220023T	CPCT02080294T	CPCT02060224T	DRUP01070038T	WIDE01010565T	WIDE01010404T	CPCT02010579T	DRUP01020002T	CPCT02050390T	CPCT02050349T	CPCT02130140T	CPCT02380029T	DRUP01010078T	DRUP01070009T	CPCT02080157T	CPCT02050192T	WIDE01010208T	CPCT02360007T	CPCT02060265T	CPCT02070192T	CPCT02070058T	CPCT02010505T	CPCT02050211T	CPCT02030451T	CPCT02050089T	CPCT02120032T	WIDE01010228T	CPCT02040299T	CPCT02080078T	CPCT02160058T	CPCT02180009T	CPCT02190055T	CPCT02040280TII	CPCT02130146T	DRUP01010106T	CPCT02020789T	CPCT02020599T	CPCT02060225T	CPCT02010635T	WIDE01010028T	CPCT02110059T	CPCT02180068T	CPCT02020428T	CPCT02390002T	DRUP01340015T	CPCT02010794T	CPCT02090032T	CPCT02370012T	CPCT02070353T
G[Del(T):R1]A	2	0	0	4	2	2	2	0	9	2	4	3	0	2	0	30	3	0	0	1	0	1	2	8	2	0	2	0	3	0	2	0	0	1	0	0	7	0	2	0	6	2	11	1	4	2	1	13	0	0	0	2	2	2	2	1	0	10	0	0	0	0	4	0	2	9	2	3	2	0	3	13	1	1	4	2	2	1	1	17	10	3	1	7	1	1	7	17	2	1	3	3	5	6	4	1	7	4	0	1	1	5	2	4	2	12	0	4	1	2	6	1	2	2	5	2	0	38	1	3	6	2	28	3	3	2	12	10	7	0	2	1	1	0	28	1	1	24	3	2	13	2	0	1	0	13	2	10	2	2	1	3	2	1	1	1	0	0	2	5	7	0	1	54	0	5	7	8	14	1	3	1	13	1	4	3	0	1	11	1	2	2	1	1	12	0	5	0	16	1	3	3	2	3	12	8	7	3	1	2	3	0	1	1	2	21	7	3	1	2	29	3	0	33	2	0	3	4	0	2	3	5	11	6	8	33	1	4	1	1	8	2	4	4	0	4	2	3	1	1	4	3	3	1	6	8	2	9	0	1	4	2	3	3	2	1	9	1	8	4	6	2
G[Del(T):R1]C	1	0	0	7	9	2	1	1	14	0	4	0	0	3	0	11	0	0	1	1	0	0	4	3	4	0	1	0	2	3	3	0	0	1	5	0	4	0	8	0	4	2	6	3	3	2	0	1	2	0	0	2	1	0	2	2	1	5	2	1	0	0	13	1	4	3	0	1	1	0	2	3	1	3	4	2	1	1	0	4	6	1	4	8	1	5	4	4	1	1	0	3	3	4	2	1	5	2	0	0	0	5	0	7	6	4	0	6	0	3	3	2	1	0	2	4	1	5	1	2	0	0	11	1	2	2	33	9	9	0	7	1	0	0	2	0	1	10	1	2	12	15	2	0	5	2	1	3	0	0	0	6	3	1	0	0	1	0	5	19	5	0	1	6	0	4	1	2	4	0	2	4	4	0	5	0	1	4	9	4	0	1	5	0	10	0	4	3	6	3	3	1	1	4	5	5	7	3	0	5	4	0	2	0	1	0	4	1	0	1	5	2	1	9	1	0	4	6	0	2	0	7	3	11	11	9	1	3	1	0	4	3	2	3	0	6	2	2	7	1	3	0	3	2	4	8	10	6	0	2	3	0	2	0	2	1	3	0	0	7	7	0
G[Del(T):R1]G	4	0	0	6	5	4	5	0	9	0	4	0	2	2	2	17	7	0	5	1	2	1	1	8	2	0	5	0	1	3	6	0	0	1	18	1	4	0	5	0	11	3	12	6	5	10	1	37	1	0	4	0	2	1	3	1	1	6	2	0	0	2	8	1	4	29	3	3	5	0	2	8	3	4	4	3	3	2	0	8	11	3	0	14	1	4	15	52	0	3	0	2	7	2	1	3	13	3	0	1	5	5	6	9	4	38	0	11	1	2	5	5	2	1	3	5	9	20	2	10	0	0	111	2	0	7	66	8	9	0	11	0	4	1	84	1	1	10	4	14	16	5	0	3	4	6	4	6	1	3	0	6	3	1	8	3	0	9	2	7	15	3	3	106	0	6	0	0	8	2	1	12	7	0	15	0	1	3	31	11	0	5	4	2	6	0	29	6	12	29	4	4	3	1	8	48	4	5	4	12	5	1	2	4	6	1	3	6	0	3	3	1	2	13	1	1	9	7	0	5	2	7	6	30	19	18	0	14	0	0	20	3	10	1	1	29	2	2	8	3	2	1	3	4	9	7	13	6	2	1	0	1	2	1	4	3	9	2	5	2	3	0
G[Del(T):R2]A	0	1	0	23	18	1	99	0	7	2	2	0	0	0	0	11	3	0	3	2	3	1	1	6	0	0	4	0	0	3	2	0	0	0	11	2	2	0	28	0	13	2	5	3	57	21	0	0	1	0	1	1	0	0	5	1	2	1	3	1	0	0	39	0	1	16	6	5	4	0	3	6	1	2	2	1	0	1	1	21	6	2	4	5	1	19	5	7	0	1	4	1	2	2	3	1	7	0	0	0	0	1	4	3	5	13	0	12	1	3	4	12	1	1	1	0	3	17	0	8	4	2	9	1	0	3	68	7	407	1	7	3	1	0	1	4	3	8	3	5	7	9	6	0	1	4	0	8	1	0	3	4	4	1	0	1	1	0	3	39	7	3	0	6	1	16	5	87	5	15	0	2	8	0	8	2	0	95	113	21	0	1	36	1	4	1	6	3	3	10	1	1	1	3	6	4	5	2	0	2	2	1	4	0	3	11	3	2	0	2	27	3	3	13	1	1	2	3	1	1	0	4	7	18	8	9	3	2	0	0	3	6	10	1	0	7	2	5	15	2	5	0	1	2	1	7	3	1	52	0	1	1	3	3	5	0	5	0	54	7	1	0
G[Del(T):R2]C	2	0	0	9	7	1	0	1	11	1	2	2	0	1	0	4	1	0	2	0	2	0	4	2	1	0	3	0	1	1	4	0	0	1	11	1	1	0	10	0	1	1	2	3	4	7	0	0	1	0	2	0	1	1	0	0	5	5	0	1	0	0	6	0	1	10	2	3	2	0	0	5	2	1	0	0	0	0	0	2	1	0	3	1	0	1	5	3	1	3	8	1	1	0	3	0	2	2	0	0	4	0	4	2	10	11	0	11	0	0	5	7	0	0	0	1	1	3	0	6	0	0	8	2	0	1	71	8	7	0	8	0	2	0	2	1	0	1	0	4	7	6	1	0	2	3	0	0	2	1	2	4	4	1	1	1	2	3	0	5	9	1	1	9	1	3	2	6	2	0	0	2	4	5	5	1	0	5	18	7	1	1	14	0	5	0	9	1	5	9	1	1	2	2	2	9	3	3	1	2	3	0	1	0	7	0	0	1	0	2	3	2	2	4	1	1	2	3	0	2	1	2	4	11	7	1	0	3	1	1	5	1	7	0	0	5	0	4	4	0	4	0	1	3	3	0	5	4	1	2	3	1	2	1	0	0	0	0	2	0	3	0
G[Del(T):R2]G	2	1	0	10	14	3	1	0	8	1	3	0	0	0	1	19	6	0	2	2	0	0	1	15	0	0	2	0	2	1	2	0	0	0	10	2	2	0	9	0	1	5	11	0	2	6	0	0	1	0	0	0	2	2	3	2	0	10	1	1	1	0	16	1	1	15	5	2	2	1	1	9	1	1	1	1	1	0	0	9	15	0	0	7	0	7	9	8	0	1	3	1	3	7	0	1	3	1	0	1	2	2	1	2	2	7	1	11	1	1	5	3	1	1	2	7	4	13	0	6	3	1	16	2	2	2	68	5	12	0	6	0	1	0	4	0	1	36	0	3	11	7	2	1	0	5	0	3	2	0	2	3	0	0	1	0	0	5	2	16	9	0	4	23	1	4	4	3	12	1	3	2	5	4	12	1	0	1	15	10	1	1	14	0	1	2	10	7	6	7	0	1	1	4	4	12	8	2	0	5	1	2	1	0	3	2	5	0	0	2	6	4	0	24	0	0	2	1	1	1	2	3	4	15	5	31	1	2	1	0	6	3	6	1	0	15	2	5	8	2	3	1	1	2	3	12	6	6	2	1	5	0	1	1	4	0	6	1	10	2	5	0
G[Del(T):R3]A	6	0	0	2	22	0	4	0	16	1	5	0	0	2	0	8	3	0	1	2	0	0	3	4	3	0	6	0	4	12	20	0	2	2	37	0	4	0	27	0	4	0	4	3	7	347	0	7	1	0	1	0	1	4	0	9	1	14	1	0	0	0	2	0	4	43	9	4	4	4	0	3	6	3	4	1	0	0	1	8	7	4	91	5	1	3	8	33	2	2	14	2	3	1	3	2	1	2	0	0	11	4	5	4	5	32	2	31	2	1	3	137	1	6	0	4	12	5	0	20	3	2	31	2	2	1	201	16	12	1	8	1	0	0	0	0	1	4	2	12	10	11	3	0	2	3	5	0	1	1	1	68	1	1	5	2	3	8	24	6	15	1	8	25	0	5	2	4	4	1	3	3	4	0	19	0	2	9	15	3	1	1	2	1	3	0	32	4	2	17	1	1	2	2	3	20	3	12	1	7	1	0	1	0	1	4	3	3	0	2	12	1	1	11	0	1	6	3	0	2	1	2	4	40	11	11	0	12	0	0	9	4	10	2	1	26	1	2	13	3	2	0	2	3	5	5	16	5	1	3	5	1	0	0	3	0	8	0	6	3	3	0
G[Del(T):R3]C	13	0	0	2	41	1	2	0	13	2	4	1	1	0	0	6	2	0	1	1	2	2	2	1	2	0	4	0	1	27	23	0	3	1	71	2	4	0	25	0	3	3	2	5	3	448	0	15	3	0	1	1	1	5	1	3	2	6	0	2	0	0	8	0	2	65	20	4	1	1	0	7	3	1	0	1	1	2	0	4	3	1	75	1	3	5	9	47	4	0	11	1	4	3	2	3	4	0	0	2	6	2	6	5	4	39	0	28	2	2	1	228	1	0	2	1	12	7	0	29	5	0	27	0	0	1	1332	16	6	0	12	0	0	0	1	1	0	2	0	15	9	8	4	0	1	0	2	1	0	1	0	46	2	1	10	3	0	10	13	1	3	1	17	39	1	4	5	0	5	1	3	4	4	1	28	1	0	4	24	4	0	0	3	2	5	0	39	4	1	7	2	1	2	2	1	35	7	2	0	16	1	1	2	0	1	1	3	2	0	3	2	1	1	10	0	0	5	3	0	1	2	7	2	43	22	12	1	14	0	0	11	2	23	0	0	40	2	3	28	1	6	0	2	3	7	1	24	4	3	1	4	2	3	1	5	0	0	1	3	0	0	0
G[Del(T):R3]G	4	0	0	2	28	1	0	0	8	0	2	0	0	0	1	8	3	0	2	1	1	1	5	9	1	0	5	0	1	8	15	0	2	2	49	0	3	0	12	0	2	3	6	4	3	259	0	6	0	0	2	0	2	7	2	3	1	11	1	1	0	0	4	0	2	41	7	7	1	1	3	6	4	3	2	2	0	0	0	6	7	2	51	4	1	4	5	40	3	0	12	4	4	4	2	1	0	2	0	1	13	2	13	4	6	49	0	31	2	2	2	71	1	1	3	0	8	4	2	29	4	1	35	0	1	3	318	14	7	0	7	1	1	0	3	0	0	14	0	7	10	8	0	0	0	3	2	0	0	1	1	25	1	0	7	0	0	9	8	5	11	2	5	35	0	2	3	1	12	1	2	5	5	0	19	2	0	4	15	2	0	8	3	0	8	1	32	8	7	26	3	1	1	3	5	27	3	6	0	19	0	1	2	0	1	0	5	4	0	1	0	1	5	12	0	0	9	4	2	1	1	5	3	32	21	22	2	12	1	0	18	7	14	0	0	31	0	2	12	1	1	2	3	4	5	11	18	9	2	2	1	0	3	2	3	0	3	2	2	7	0	1
G[Del(T):R4]A	65	1	0	5	146	2	7	1	10	0	3	0	0	3	0	5	1	0	3	3	2	3	11	5	4	0	3	0	4	26	68	0	1	1	273	2	6	0	45	0	9	3	8	1	10	1303	0	19	0	0	1	3	0	32	4	11	7	6	0	0	0	2	8	3	1	203	54	4	6	2	1	8	23	3	4	3	1	4	1	4	13	1	122	4	2	7	7	207	1	1	63	7	4	6	8	2	4	3	0	1	93	2	39	10	6	172	0	184	0	2	2	1035	2	8	1	5	52	1	0	190	13	0	183	4	0	4	1903	8	30	0	9	0	2	0	3	2	2	8	1	48	3	11	1	0	3	6	1	0	1	1	1	94	3	3	30	0	0	46	36	6	9	1	12	248	1	5	2	8	13	1	2	0	6	1	118	4	1	9	46	3	1	6	6	2	8	0	153	26	4	82	0	3	6	2	6	150	4	7	3	63	3	0	1	3	2	3	5	12	0	0	0	2	1	13	1	1	22	1	0	1	5	3	1	135	107	13	0	33	0	1	39	4	92	1	1	172	0	7	49	2	6	0	4	9	4	8	31	3	7	0	2	1	3	0	12	0	3	1	8	5	6	4
G[Del(T):R4]C	65	0	0	5	121	1	2	0	11	0	2	1	1	1	0	3	0	0	2	3	1	1	6	3	0	0	1	0	3	31	54	0	1	1	219	1	0	0	22	0	6	1	5	2	6	671	0	17	2	0	0	0	2	19	1	6	3	19	1	2	0	0	8	1	1	176	49	1	2	4	1	6	22	1	1	0	0	4	0	5	6	3	71	3	1	7	4	200	4	2	39	2	2	4	1	0	3	1	0	1	72	1	45	4	7	157	0	171	1	2	1	535	0	0	3	0	45	4	1	150	5	1	171	2	1	3	1305	5	6	0	5	1	1	0	0	1	1	6	2	28	5	10	0	0	2	2	4	0	0	0	1	68	2	0	17	0	0	41	25	4	9	3	11	225	0	8	3	4	1	0	2	1	9	4	99	1	0	3	35	4	0	5	7	0	2	0	144	12	6	48	2	0	4	1	3	117	5	8	2	65	1	0	3	0	2	3	2	4	0	4	3	3	1	5	0	1	30	1	0	1	2	3	1	128	94	9	2	42	0	1	41	3	72	0	0	152	1	6	39	3	3	1	4	6	5	1	39	2	2	3	3	0	4	0	2	0	1	0	2	3	5	1
G[Del(T):R4]G	73	1	0	6	117	2	0	1	11	1	1	1	0	2	0	10	4	0	3	1	2	2	5	8	2	0	0	0	2	10	63	0	2	1	206	0	3	0	24	0	5	4	12	0	3	633	0	11	0	0	3	2	2	19	5	4	1	12	2	0	0	0	11	3	1	181	64	3	4	2	0	6	37	5	2	1	0	2	0	4	14	2	47	11	1	4	6	200	2	2	40	4	5	7	5	2	6	2	0	5	80	2	51	5	2	169	1	154	2	2	2	458	3	2	2	3	40	3	1	142	3	2	148	5	3	5	2077	7	7	0	2	2	2	1	0	0	2	14	1	33	4	18	0	3	6	5	6	0	2	0	0	41	4	1	8	1	0	34	16	11	19	3	5	240	1	6	1	4	6	0	2	3	12	0	87	4	0	3	30	6	1	2	6	1	8	0	142	22	6	71	0	3	2	1	4	112	5	9	6	53	2	0	1	2	2	1	4	6	1	0	5	3	4	14	0	0	19	2	1	3	3	7	3	114	90	28	1	36	0	1	34	5	72	0	0	165	1	6	37	4	5	0	3	3	4	14	30	1	1	1	3	0	3	2	15	0	6	1	3	2	3	4
G[Del(T):R5]A	142	1	0	7	320	1	5	0	3	2	1	0	0	4	0	3	0	0	1	2	4	1	9	4	1	0	2	0	0	37	209	0	2	0	652	2	1	0	50	0	10	0	7	3	4	2005	2	35	3	0	2	0	1	95	8	17	11	16	2	1	0	0	6	1	6	545	157	4	1	1	2	6	82	2	8	5	1	5	1	2	10	0	147	2	6	15	6	552	3	0	113	2	1	2	13	4	4	3	0	1	231	3	130	8	4	489	3	513	7	0	3	1810	0	7	2	1	174	2	1	410	11	0	505	3	1	6	3833	11	14	0	5	0	2	1	2	0	0	7	1	104	4	14	2	3	8	3	2	1	1	0	3	137	7	2	40	0	3	102	45	8	11	0	16	774	2	6	2	5	6	0	4	5	3	3	360	1	0	2	91	8	0	12	5	2	2	0	460	62	0	176	2	3	5	4	6	488	3	6	4	207	1	1	0	1	2	0	2	27	0	4	5	2	3	7	0	1	55	1	0	4	3	6	3	369	242	5	2	95	0	4	95	3	222	0	0	386	1	10	74	5	6	0	2	8	5	6	65	1	6	1	3	1	4	5	22	1	1	1	2	1	3	3
G[Del(T):R5]C	132	0	0	5	278	0	1	0	3	0	1	0	0	2	0	3	1	0	1	0	1	2	15	4	1	0	3	0	1	30	117	0	0	1	439	0	1	0	33	0	9	1	7	2	3	619	2	20	2	0	2	0	1	50	5	8	6	9	2	0	0	0	3	1	5	344	82	3	2	0	1	5	70	0	2	4	2	2	1	5	3	0	61	4	4	14	6	409	0	0	91	3	1	7	6	6	5	0	0	3	152	2	75	5	2	305	1	342	2	1	3	518	1	3	0	2	101	1	0	279	13	0	357	3	0	0	2109	0	3	0	5	1	0	0	1	1	0	5	1	106	5	4	1	2	6	2	1	0	0	0	4	59	5	3	10	3	0	84	26	4	5	0	13	465	0	6	2	3	6	0	3	1	6	1	216	5	1	1	54	3	0	13	2	0	3	1	287	54	4	145	0	2	2	3	2	282	3	7	4	141	1	0	3	2	4	2	1	18	0	1	3	0	2	7	0	1	40	3	1	2	2	1	1	238	191	1	0	72	0	2	64	2	160	1	1	305	0	12	83	2	3	2	0	5	1	1	71	1	2	3	3	0	2	0	16	0	1	1	2	0	2	0
G[Del(T):R5]G	148	1	0	4	207	1	1	0	3	0	4	0	0	4	0	6	0	0	0	1	3	3	16	8	4	0	4	0	1	24	169	0	2	0	408	5	5	0	28	0	9	2	6	1	4	811	2	10	2	0	1	1	1	75	4	4	2	17	2	0	0	0	6	2	3	404	139	1	2	9	3	4	106	0	5	5	1	2	0	1	16	0	54	7	5	15	3	472	1	5	88	7	0	3	7	5	7	3	0	2	280	0	120	5	5	448	1	462	3	3	1	724	0	1	1	1	153	0	1	453	7	1	462	1	1	3	1363	4	5	0	1	1	0	0	0	1	0	10	1	127	0	8	0	1	7	8	2	2	0	1	4	60	9	1	4	0	0	91	11	9	14	3	7	620	2	6	0	1	9	2	3	1	10	0	224	2	0	0	53	7	0	4	4	1	9	0	311	34	4	218	1	0	3	0	7	227	1	12	2	155	1	2	1	1	1	1	6	20	1	5	4	2	1	10	1	1	66	2	1	3	1	3	4	273	212	16	1	65	0	1	105	3	177	1	0	297	2	13	41	7	5	1	5	7	3	7	47	3	1	3	2	1	3	6	13	0	5	0	4	1	6	1
G[Del(T):R6]A	268	2	0	9	509	1	1	0	4	0	0	0	0	0	0	5	1	0	2	1	4	3	10	4	3	0	0	0	2	38	277	0	3	0	906	0	2	0	44	0	5	3	4	1	6	1382	1	20	2	0	2	0	1	132	6	7	11	8	1	0	0	0	7	0	0	716	234	0	3	3	2	3	114	1	3	4	0	1	0	0	4	1	80	1	11	24	4	794	0	1	169	0	3	0	10	3	3	0	1	0	432	3	250	1	2	715	0	788	7	3	2	1424	2	3	1	1	251	0	0	743	7	1	830	6	0	4	3675	4	6	0	0	5	0	0	1	0	0	9	2	261	1	6	0	1	11	1	0	0	1	0	1	133	9	0	28	2	0	139	51	2	5	0	12	1023	2	3	0	2	6	2	0	1	3	0	535	5	1	0	140	11	0	20	1	0	0	0	702	91	0	301	1	1	9	0	0	695	1	4	6	342	2	0	1	0	1	1	0	42	0	2	4	0	0	1	0	0	112	2	3	1	1	2	3	513	396	9	1	146	1	1	162	2	317	4	0	637	0	14	82	2	3	0	1	1	1	3	79	0	3	3	1	1	1	3	15	0	3	0	3	1	9	0
G[Del(T):R6]C	140	1	0	3	259	0	0	2	1	1	0	0	0	1	1	2	1	0	0	0	1	2	18	2	0	0	3	0	1	31	141	0	0	0	563	0	0	0	27	0	5	2	1	0	1	542	0	17	2	0	2	0	1	52	12	10	5	7	0	1	0	0	10	1	0	391	122	1	0	1	1	6	98	2	5	1	0	1	0	0	4	0	60	2	7	23	1	376	0	0	98	1	1	1	9	1	3	3	0	1	215	1	109	3	3	384	1	388	2	2	2	579	1	4	1	2	121	0	0	365	6	0	419	2	2	0	1946	2	3	0	2	0	2	0	2	0	0	4	0	247	1	3	0	2	8	7	1	1	2	0	1	55	11	1	9	0	1	66	25	4	9	0	10	476	1	9	2	3	7	0	0	4	3	1	200	5	0	0	76	4	0	8	3	0	3	1	303	64	2	247	0	0	2	0	4	301	1	1	3	120	0	1	1	1	1	4	2	28	0	2	3	2	0	3	0	1	61	1	0	2	1	1	0	229	219	7	0	99	0	4	86	0	145	0	2	282	1	12	52	3	2	1	1	3	0	4	112	0	0	2	0	1	2	6	13	0	2	0	0	1	5	0
G[Del(T):R6]G	134	0	1	7	238	1	1	2	3	1	2	0	0	2	0	1	1	0	0	1	3	2	10	4	3	0	0	0	1	27	155	0	3	2	549	2	1	0	31	0	10	1	4	0	3	953	0	20	0	0	4	0	0	60	9	12	6	5	1	0	0	0	6	2	2	410	104	0	2	1	0	6	66	0	1	3	0	2	1	0	5	1	56	1	10	9	3	414	0	1	97	1	0	0	8	6	2	0	0	3	201	0	123	3	0	386	1	375	6	4	0	921	1	3	0	1	144	0	1	372	5	0	445	1	1	4	2700	6	4	1	0	1	3	0	1	0	0	6	1	184	1	12	1	6	6	4	1	1	0	0	1	85	7	0	12	1	0	58	29	6	9	1	9	538	2	6	3	1	5	0	0	0	3	2	241	6	1	0	68	7	0	8	4	1	3	1	339	57	3	198	0	0	4	3	3	313	1	3	0	164	0	2	0	1	0	1	1	24	0	0	6	3	3	4	0	1	68	1	0	5	2	2	2	252	222	2	1	84	0	1	94	0	151	1	0	315	2	9	57	2	2	2	2	2	2	6	99	3	1	0	2	0	1	1	14	0	2	0	0	2	10	2
G[Del(T):R7]A	438	2	0	13	805	1	0	1	0	0	0	0	0	5	0	0	0	0	0	0	2	3	31	1	0	0	0	0	2	64	410	0	10	4	1611	0	0	0	49	0	11	0	1	0	1	1014	0	32	0	0	3	0	3	127	17	11	12	3	0	1	0	0	10	0	1	1297	368	1	0	0	0	4	224	1	1	10	0	0	0	0	2	2	79	5	19	25	5	1225	1	3	262	1	0	0	10	5	6	0	1	0	789	1	383	1	2	1169	1	1233	8	2	2	1030	1	7	2	2	435	0	0	1309	13	0	1442	4	0	2	4419	3	3	0	1	1	2	1	3	1	1	0	1	682	1	5	1	0	24	4	0	0	0	1	1	152	23	1	42	0	0	214	50	4	9	1	26	1468	3	13	1	3	0	1	0	2	1	1	691	9	2	1	251	17	0	20	2	0	2	0	1058	158	1	582	3	0	4	2	2	965	1	6	1	498	0	2	0	1	4	1	3	71	0	1	3	4	2	4	0	1	162	0	0	4	2	0	2	771	796	6	0	250	0	2	278	1	501	0	0	933	0	20	133	3	3	1	1	2	1	5	131	1	4	1	0	1	4	8	18	0	3	1	3	1	11	0
G[Del(T):R7]C	420	1	0	17	719	1	1	1	2	2	3	0	0	2	1	2	0	0	0	1	5	3	46	1	0	0	1	0	2	52	427	0	8	0	1573	0	0	0	32	0	20	1	4	0	2	796	0	19	0	0	1	0	3	113	11	12	6	7	1	0	0	1	16	0	0	1250	368	1	3	0	0	3	289	1	2	4	0	2	3	0	7	3	66	1	19	28	5	1032	2	5	305	0	2	3	18	5	8	1	0	0	698	0	407	0	3	925	4	1058	8	2	2	807	2	5	0	3	349	0	0	1157	8	0	1298	1	0	1	4425	0	3	0	1	0	0	0	1	0	1	2	3	960	1	6	1	1	18	1	1	0	3	0	0	120	27	1	21	3	1	183	32	3	6	2	16	1278	1	12	1	2	4	0	0	3	5	1	564	5	1	1	219	18	0	29	5	0	3	0	821	140	1	568	1	0	7	2	4	787	2	8	2	346	0	2	0	2	4	1	3	90	0	1	6	7	1	2	1	0	168	1	2	6	1	2	2	661	810	7	1	212	0	4	256	2	393	2	0	814	1	14	181	3	1	2	1	3	1	4	186	0	2	3	2	0	0	3	35	0	0	2	0	0	12	3
G[Del(T):R7]G	505	0	0	5	666	0	0	1	0	1	1	0	0	3	0	1	0	0	0	2	3	4	25	3	2	0	1	0	0	23	410	0	6	1	1449	1	1	0	28	0	11	0	3	0	0	1216	2	25	0	0	1	0	2	123	5	11	12	5	0	0	0	0	8	1	0	1176	401	0	4	0	1	3	228	3	0	7	0	0	1	0	3	2	58	2	17	30	1	1134	1	1	265	3	4	0	9	4	2	1	0	1	852	0	420	3	0	1098	1	1172	10	3	1	1122	2	7	1	1	450	0	0	1349	3	0	1433	2	3	2	4562	2	0	0	0	0	1	0	2	1	0	3	2	844	0	4	0	6	16	2	1	1	0	1	1	82	16	1	26	1	2	220	24	5	6	0	13	1265	3	16	0	0	5	0	1	2	6	0	593	6	0	0	210	6	0	28	2	0	1	0	919	130	1	633	2	0	6	1	0	772	1	2	2	427	0	1	0	0	5	1	0	61	0	4	6	5	0	4	0	0	170	1	2	7	0	0	1	680	730	2	1	248	2	1	292	5	411	1	0	871	0	16	82	3	4	1	0	3	3	3	205	0	1	1	1	1	2	7	16	0	1	0	3	0	6	1
G[Del(T):R8]A	849	0	0	15	1110	0	2	0	1	1	0	0	0	5	0	1	1	0	0	0	2	6	71	2	1	0	0	0	1	116	670	0	12	2	1771	0	1	0	55	0	33	0	2	0	4	1069	3	54	0	0	6	1	3	46	13	17	26	1	0	0	0	0	14	0	3	1860	653	0	1	0	0	2	404	1	6	10	0	3	1	0	1	1	60	0	32	30	3	1917	0	2	462	0	3	2	17	1	8	1	0	0	1341	2	665	0	0	1625	1	1715	11	3	1	1034	0	5	1	0	701	0	0	1919	0	1	2390	3	0	3	5316	1	4	0	0	0	0	0	3	3	1	0	2	1052	1	6	0	3	54	0	1	0	0	0	0	296	30	1	35	2	0	360	57	6	13	2	34	2074	5	25	0	1	2	1	1	5	3	1	987	10	0	0	405	25	0	39	5	0	0	0	1712	274	1	1030	4	1	13	3	1	1610	0	3	1	892	0	0	0	2	7	0	1	126	0	4	4	15	1	5	0	0	281	0	3	10	0	4	0	1364	1399	2	0	484	1	5	465	0	793	0	0	1675	1	37	199	2	2	1	0	0	1	4	193	0	1	4	4	2	2	12	45	0	3	0	1	1	9	5
