MutationType	CPCT02060042T	CPCT02130027T	CPCT02290024T	CPCT02230080T	CPCT02070282T	CPCT02060201T	CPCT02010752T	CPCT02130046T	CPCT02190033T	WIDE01010213T	CPCT02440010T	WIDE01010272T	DRUP01070085T	CPCT02380045T	CPCT02150013T	CPCT02010769T	CPCT02450014T	CPCT02130122T	CPCT02230107T	DRUP01090017T	CPCT02020781T	CPCT02310016T	CPCT02300050T	CPCT02020808T	CPCT02050414T	CPCT02230042T	CPCT02040170T	CPCT02330059T	CPCT02330063T	CPCT02020512T	CPCT02110031T	CPCT02030347T	CPCT02050179T	CPCT02010591T	CPCT02170007T	CPCT02210025T	CPCT02030376T	CPCT02050110T	CPCT02030318T	CPCT02100056T	CPCT02030326T	CPCT02120007T	WIDE01010573T	WIDE01010693T
Ins(5,):R0	8	25	31	25	14	26	40	21	30	15	49	2	32	27	26	19	180	17	7	14	28	16	24	10	16	26	7	47	18	4	13	17	13	10	49	60	20	12	10	8	11	7	5	3
Ins2:U1:R1	0	1	1	0	2	2	1	3	1	4	4	2	15	2	1	0	55	1	1	4	2	1	4	1	3	0	0	3	1	2	2	9	3	1	2	2	1	3	1	1	0	2	5	0
Ins2:U1:R2	0	1	1	0	1	0	0	1	2	2	2	0	5	1	0	1	49	2	1	3	2	1	1	0	0	1	2	4	3	1	1	5	2	0	1	1	0	0	0	0	0	0	1	1
Ins2:U1:R3	1	0	1	1	1	0	0	1	1	0	3	1	5	1	1	2	38	0	2	5	1	1	0	3	1	1	0	2	1	0	1	3	3	0	1	1	0	5	1	1	2	1	2	0
Ins2:U1:R4	0	0	0	1	0	0	1	0	0	1	0	2	5	0	1	1	102	0	1	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	1	1	2	2	0	1	1	1	0	0
Ins2:U1:R(5,9)	0	0	2	1	0	1	0	2	6	4	6	1	285	2	0	2	7627	4	2	9	1	0	3	0	2	0	0	2	5	0	0	267	5	0	6	1	0	2	1	0	2	0	2	1
Ins2:U2:R1	1	1	5	5	3	2	3	3	10	4	11	2	22	5	3	4	245	5	1	12	6	2	5	1	6	2	5	7	5	1	5	16	7	2	6	7	4	2	5	0	2	1	4	1
Ins2:U2:R2	0	0	1	6	4	6	0	0	4	2	2	3	30	4	2	1	160	1	2	2	3	0	2	1	1	0	0	4	5	2	3	48	2	3	0	1	2	2	3	0	1	2	3	1
Ins2:U2:R3	1	3	0	2	0	1	1	2	2	0	5	2	32	3	1	1	333	2	3	5	1	3	4	2	1	0	0	1	1	2	0	67	2	0	2	0	0	1	2	0	1	2	1	0
Ins2:U2:R4	1	1	6	5	6	2	3	2	10	6	8	2	220	6	0	2	3593	6	5	9	3	1	6	4	14	0	1	9	4	3	1	285	15	2	2	7	3	1	3	1	3	9	7	1
Ins2:U2:R(5,9)	3	17	44	29	38	35	7	24	80	30	50	22	1732	65	17	24	21850	39	41	67	38	14	37	48	66	5	14	76	42	28	17	2284	78	22	16	31	9	41	60	5	25	39	26	18
Ins3:U1:R1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
Ins3:U1:R3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	9	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0
Ins3:U1:R4	1	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	7	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ins3:U1:R(5,9)	0	0	0	0	1	1	0	0	0	0	2	0	12	0	0	0	1109	2	0	2	2	0	2	1	0	0	0	2	0	0	0	8	2	0	0	0	0	2	1	1	0	0	0	0
Ins3:U3:R1	0	3	4	2	4	2	3	1	7	8	7	3	7	3	1	0	38	3	4	10	2	1	3	4	2	0	5	6	5	1	2	3	2	1	2	2	2	10	1	0	3	2	3	2
Ins3:U3:R2	0	1	0	0	0	1	0	2	2	0	1	0	4	0	1	0	12	1	1	1	0	1	0	1	0	0	1	0	0	1	2	1	2	2	0	1	0	1	0	0	1	1	1	2
Ins3:U3:R3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	92	0	0	0	1	1	0	0	0	0	0	0	0	0	0	11	1	0	0	1	0	0	2	0	0	0	0	0
Ins3:U3:R4	0	0	2	0	0	0	1	1	0	1	1	0	19	0	1	0	340	2	4	1	1	0	3	0	0	1	0	0	0	0	0	26	2	1	2	0	0	0	3	0	0	1	0	0
Ins3:U3:R(5,9)	0	0	2	1	1	1	0	1	7	3	3	2	129	2	0	1	1087	6	1	6	3	4	1	4	4	0	1	7	1	0	2	171	8	1	0	4	0	2	4	1	2	7	4	2
Ins4:U1:R1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Ins4:U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
Ins4:U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ins4:U1:R(5,9)	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	193	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R2	1	0	0	1	1	1	0	0	1	1	0	1	3	0	0	0	12	1	2	1	0	0	0	0	0	0	1	0	0	0	0	5	1	0	0	1	0	3	0	0	0	2	0	1
Ins4:U2:R3	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	16	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
Ins4:U2:R4	0	0	0	0	0	0	0	0	1	0	1	0	9	0	0	0	134	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R(5,9)	0	0	2	1	1	0	0	0	0	0	4	0	69	0	0	0	3711	2	0	4	0	0	1	1	1	0	0	0	1	1	1	113	1	0	2	1	0	0	2	0	0	1	2	0
Ins4:U4:R1	0	2	9	4	3	4	1	4	8	6	5	2	17	5	3	5	25	0	5	11	4	0	3	8	3	0	2	7	12	2	4	7	6	8	4	3	3	10	4	1	4	6	4	2
Ins4:U4:R2	0	0	1	1	0	0	0	1	0	0	1	0	8	0	0	1	15	0	0	2	0	1	2	1	1	0	0	0	0	0	0	3	2	1	1	0	1	0	2	0	1	0	0	2
Ins4:U4:R3	0	0	1	0	2	0	0	0	3	0	1	0	7	0	0	0	67	1	0	2	2	0	0	0	3	0	0	1	1	0	2	6	0	1	0	0	0	0	0	1	0	0	0	0
Ins4:U4:R4	0	1	0	2	1	1	0	0	3	2	1	2	16	1	0	6	148	1	1	2	2	0	1	1	2	0	0	1	2	2	0	18	1	2	1	1	0	0	2	0	0	3	1	0
Ins4:U4:R(5,9)	0	2	2	5	4	2	0	3	5	7	6	1	46	1	1	2	214	5	5	7	4	3	4	3	5	0	1	5	4	3	0	37	9	2	2	3	2	2	5	0	6	6	2	1
Ins(5,):U1:R1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Ins(5,):U1:R2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Ins(5,):U1:R3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R4	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ins(5,):U1:R(5,9)	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	38	0	0	0	0	0	0	0	0	0	1	0	1	0	1	4	1	0	1	0	0	1	1	0	0	0	0	0
Ins(5,):U2:R1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Ins(5,):U2:R3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	23	0	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
Ins(5,):U2:R(5,9)	1	0	0	0	0	1	0	0	2	1	1	0	19	1	1	0	1327	0	1	4	0	0	0	0	0	0	0	0	0	0	2	21	4	1	0	0	0	1	1	0	0	0	0	0
Ins(5,):U(3,):R1	3	8	25	10	19	19	12	14	19	20	23	8	20	14	11	7	47	8	5	32	18	19	12	10	17	6	20	24	33	8	9	18	17	10	10	20	8	30	17	7	24	12	16	12
Ins(5,):U(3,):R2	0	1	2	2	2	0	0	0	1	1	0	0	3	0	0	1	20	1	1	2	3	0	1	1	1	0	1	1	4	1	0	2	0	1	1	1	0	0	3	0	2	0	2	1
Ins(5,):U(3,):R3	0	1	1	0	0	0	0	0	0	0	0	0	7	1	1	0	18	0	0	0	1	0	3	0	2	1	1	0	0	0	0	4	0	0	1	3	0	1	0	0	0	0	2	0
Ins(5,):U(3,):R4	0	1	2	0	0	1	0	0	1	1	1	0	5	0	1	0	19	2	1	2	2	0	1	2	2	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	2	0
Ins(5,):U(3,):R(5,9)	0	0	1	1	0	0	0	0	2	2	1	1	11	0	2	0	114	2	2	2	1	0	0	0	0	0	1	3	0	0	0	9	4	1	0	2	0	1	0	0	0	1	3	0
Del2:M1	1	5	6	5	22	8	6	10	11	11	15	5	248	10	5	6	152	13	11	17	11	8	16	15	17	2	8	16	27	6	7	306	19	14	18	8	11	23	21	3	10	7	36	8
Del3:M1	0	0	4	0	4	0	0	1	3	4	2	2	34	1	3	5	23	2	2	5	9	2	2	1	2	1	2	5	6	5	2	55	4	3	3	2	4	5	4	1	2	5	7	2
Del3:M2	0	9	11	6	18	8	6	16	6	8	13	4	221	8	11	9	73	11	6	17	17	6	15	18	29	2	6	15	17	7	11	227	16	8	24	11	9	12	11	3	4	6	22	3
Del4:M1	2	2	3	3	6	4	3	2	4	8	2	1	89	5	1	7	33	6	1	2	6	4	8	7	6	1	4	7	9	1	4	118	5	2	6	6	3	6	1	2	1	4	10	2
Del4:M2	0	4	3	7	5	2	3	7	8	12	6	4	68	5	2	8	26	1	4	6	16	1	5	5	12	2	5	15	8	5	8	97	11	9	19	3	7	9	9	3	5	8	22	2
Del4:M3	1	10	7	4	12	3	7	4	3	6	11	1	64	4	2	5	27	4	4	14	7	3	7	13	13	3	4	19	15	7	8	84	8	10	10	11	7	7	5	0	1	4	45	2
Del5:M1	1	0	2	1	4	0	4	1	3	5	2	1	9	4	3	2	10	3	1	1	2	1	1	4	3	1	4	1	2	1	1	14	4	1	3	2	1	1	5	2	4	5	3	2
Del5:M2	1	0	1	1	1	0	1	2	2	9	3	1	7	3	1	1	3	2	1	4	7	1	4	4	5	0	2	6	3	1	1	11	1	0	5	1	2	3	4	2	1	2	8	3
Del5:M3	1	0	1	0	2	0	0	3	0	10	2	0	13	0	3	1	9	3	0	1	9	0	2	3	2	0	0	3	1	1	3	34	0	3	5	0	0	5	4	0	0	1	3	2
Del5:M4	0	2	4	0	2	1	1	0	1	0	3	1	5	0	1	3	9	2	2	3	7	1	2	0	3	0	2	5	5	0	0	20	2	0	4	1	4	2	4	2	3	3	6	0
Del6:M1	0	2	3	1	1	3	2	3	3	9	4	2	56	3	0	6	12	1	1	6	8	1	3	3	6	4	2	5	7	1	1	71	4	1	3	5	3	3	5	2	5	4	6	0
Del6:M2	1	1	1	1	1	1	2	1	0	7	2	0	7	1	1	3	2	1	0	2	9	0	2	2	3	1	4	4	5	1	0	6	4	3	2	0	3	3	2	2	3	1	2	1
Del6:M3	0	1	0	0	1	0	1	0	2	3	0	0	11	0	0	1	0	1	1	0	11	0	4	2	1	0	0	1	0	1	3	16	0	2	1	0	3	4	1	1	0	1	4	2
Del6:M4	0	1	1	1	0	1	0	1	1	1	0	1	12	1	1	0	19	0	1	1	5	0	0	1	2	0	0	0	1	1	0	14	1	0	3	3	1	2	1	0	1	0	1	0
Del6:M5	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0
Del(7,):M1	7	13	18	17	7	16	18	9	18	60	23	9	72	11	15	23	39	13	3	21	77	5	20	44	18	5	7	22	28	4	13	92	29	13	25	18	21	22	24	9	13	16	37	7
Del(7,):M2	0	10	13	10	11	19	15	10	23	112	15	3	19	11	9	12	17	15	3	23	91	7	29	66	20	3	8	24	16	2	21	22	19	6	25	20	22	23	24	12	19	16	53	7
Del(7,):M3	1	1	9	7	4	11	3	5	6	63	12	5	27	6	3	23	16	7	5	17	70	1	22	76	11	1	2	17	8	5	11	29	14	7	11	13	8	11	8	8	13	8	19	4
Del(7,):M4	0	1	2	3	3	6	4	3	8	38	7	2	7	7	5	6	6	7	5	7	46	1	17	27	9	1	2	3	2	1	6	8	10	5	11	12	8	7	5	2	7	2	9	1
Del(7,):M5	1	1	2	1	1	6	2	1	1	21	0	1	5	1	2	4	5	0	3	1	18	1	8	18	4	1	0	3	4	3	1	6	6	1	3	4	3	4	1	1	5	2	6	3
Del(7,):M(6,)	1	4	13	4	4	7	5	5	12	21	16	4	23	4	5	7	35	9	6	22	39	7	13	25	8	0	5	11	10	3	11	26	18	5	7	7	9	16	9	3	5	4	18	1
Complex(0,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(2,5)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(6,10)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(11,20)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(21,)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
