MutationType	CPCT02020389T	CPCT02080033T	CPCT02060156T	DRUP01340014T	DRUP01010121T	CPCT02130034T	CPCT02260015T	CPCT02220071T	CPCT02010710T	CPCT02340068T	CPCT02130050T	DRUP01060016T	CPCT02260017T	CPCT02020682T	DRUP01030013T	CPCT02130059T	WIDE01010296T	CPCT02380044T	CPCT02060117T	CPCT02080220T	CPCT02210056T	CPCT02020734T	CPCT02020716T	CPCT02080226T	DRUP01080014T	DRUP01270003T	CPCT02190044T	CPCT02130131T	CPCT02220054T	CPCT02330075T	CPCT02130134T	CPCT02130148T	CPCT02070381T	DRUP01070053T	DRUP01060025T	DRUP01100007T	CPCT02380019T	CPCT02020598T	DRUP01070059T	CPCT02080152T	CPCT02070406T	CPCT02450002T	DRUP01070024T	DRUP01060027T	CPCT02030381T	DRUP01220005T	CPCT02370010T	CPCT02020623T	CPCT02290023T	DRUP01010022T	CPCT02070159T	CPCT02030354T	CPCT02020565T	CPCT02060114T	CPCT02060118T	CPCT02220002T	DRUP01030002T	CPCT02070060T	CPCT02030320T	CPCT02060035T	CPCT02070110T	CPCT02020492T	CPCT02030327T	CPCT02020503T	CPCT02380029T	CPCT02020636T	CPCT02130013T	DRUP01110002T	WIDE01010639T	DRUP01010167T	WIDE01010570T
A[Ins(T):R0]C	0	0	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	1	1	0	1	1	0	1	0	0	2	0	0	2	0	0	0	1	0	0	1	0	1	0	0	2	2	2	3	0	0	1
A[Ins(T):R0]G	0	0	0	3	2	2	2	3	1	0	1	1	0	0	14	0	3	3	0	0	0	0	0	2	5	0	0	0	0	1	0	0	0	3	4	1	0	0	1	8	0	1	0	0	0	7	3	1	0	13	1	0	0	0	0	1	0	1	1	0	0	0	0	1	23	1	2	28	1	22	3
A[Ins(T):R1]A	1	5	1	1	0	0	4	5	2	2	1	0	1	6	9	0	9	0	2	4	2	3	1	3	3	1	1	0	1	4	2	1	0	3	5	3	4	4	1	3	2	4	2	0	2	0	5	0	3	10	3	0	0	0	0	2	0	6	4	2	2	0	2	1	13	2	3	17	2	2	2
A[Ins(T):R1]C	0	1	0	2	0	0	0	1	0	0	0	1	0	2	5	0	0	2	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	4	0	0	0	1	0	2	0	1	0	0	2	5	1	0	0	1	0	0	1	1	0	0	2	0	0	1	1	0	0	2	2	1	1	1	0	1
A[Ins(T):R1]G	0	0	0	0	0	1	0	2	2	1	2	0	1	2	6	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	2	0	0	0	0	3	0	10	1	1	0	0	2	1	1	5	0	0	2	0	1	0	1	1	1	0	1	0	0	1	10	1	2	10	1	10	2
A[Ins(T):R2]A	2	1	1	1	3	1	1	5	2	0	1	1	1	1	9	2	0	0	2	2	4	1	1	3	7	0	1	0	1	5	1	1	0	0	4	2	1	0	0	5	1	4	0	1	0	0	4	1	4	15	0	0	1	1	2	0	2	1	2	2	0	0	3	1	22	0	3	20	2	11	1
A[Ins(T):R2]C	0	1	0	0	1	2	1	2	0	0	0	0	0	1	12	1	1	1	0	1	1	0	1	0	3	1	0	1	0	0	1	1	0	1	4	1	0	0	0	2	0	5	0	0	1	0	4	1	1	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	2	11	0	6	1
A[Ins(T):R2]G	1	1	0	1	1	0	1	6	2	1	1	1	1	3	31	0	0	0	0	0	1	0	0	0	5	0	0	0	0	2	0	0	0	1	2	1	2	0	0	9	0	1	0	0	0	0	1	1	1	20	0	1	1	1	0	0	1	0	1	0	0	1	1	2	26	2	1	46	0	25	0
A[Ins(T):R3]A	0	0	1	1	3	2	3	3	1	0	0	1	3	2	26	2	1	0	2	0	0	0	0	2	5	2	0	0	1	0	3	5	0	0	1	0	0	0	0	8	2	0	3	0	1	0	1	3	0	7	0	1	0	2	0	0	0	3	4	4	2	0	0	2	8	1	2	15	0	6	0
A[Ins(T):R3]C	0	0	1	0	2	0	0	1	0	0	0	1	0	0	7	0	2	0	1	1	0	0	1	0	6	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	1	3	0	0	1	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	9	1	2	19	0	12	0
A[Ins(T):R3]G	2	1	0	0	0	0	1	3	1	0	1	0	2	5	17	0	2	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	2	1	0	1	0	4	1	0	1	2	0	1	2	0	1	14	1	1	0	0	0	0	0	0	1	0	2	1	1	1	13	1	1	18	0	18	1
A[Ins(T):R4]A	3	0	0	0	0	1	1	9	1	0	0	2	1	1	48	2	0	0	3	0	0	3	0	2	6	0	0	0	1	1	0	1	0	0	0	2	0	0	0	11	0	4	0	0	2	2	0	0	0	24	1	0	1	1	0	1	0	0	0	0	0	3	0	0	25	0	2	44	1	34	3
A[Ins(T):R4]C	0	2	0	0	1	0	0	6	1	0	0	0	2	0	38	0	0	0	0	2	2	0	0	1	8	0	0	0	2	2	0	1	0	0	3	0	0	0	0	8	0	3	2	0	0	1	2	0	0	18	2	1	0	0	0	0	0	1	1	0	2	0	3	0	24	1	1	47	1	30	0
A[Ins(T):R4]G	0	1	2	0	2	1	2	4	1	0	0	1	2	3	41	1	0	0	1	0	0	0	1	1	11	0	0	1	2	2	0	0	0	1	1	0	1	0	0	10	0	2	0	0	0	2	2	0	0	20	5	0	0	0	0	1	1	1	1	0	0	0	0	1	30	0	1	50	0	28	2
A[Ins(T):R5]A	0	3	5	0	2	0	3	10	3	1	5	2	9	2	121	2	4	2	5	2	0	2	1	1	31	0	0	1	1	4	1	3	0	1	1	5	5	0	0	28	0	2	1	0	2	1	2	0	2	80	2	1	2	1	1	2	2	4	5	0	1	1	4	0	62	3	2	148	2	52	6
A[Ins(T):R5]C	1	10	2	0	0	2	2	15	2	1	2	1	4	3	118	3	9	2	5	3	3	3	0	1	13	2	1	1	2	3	1	2	0	0	4	2	0	1	0	14	1	8	1	1	1	4	4	2	1	75	2	0	1	1	0	0	3	2	9	4	1	1	1	2	66	1	1	95	4	55	2
A[Ins(T):R5]G	3	2	2	1	1	3	1	14	3	2	6	0	5	9	128	2	8	2	2	8	4	3	1	1	21	2	1	0	2	3	2	0	2	1	3	3	3	1	2	27	1	3	1	1	0	3	3	4	7	70	2	0	3	1	2	2	0	1	6	4	1	0	2	0	55	1	0	122	6	50	1
A[Ins(T):R6]A	6	9	7	0	6	3	2	46	3	1	8	2	11	11	221	7	8	5	4	8	3	3	2	3	69	3	0	5	2	12	2	3	0	1	7	9	2	4	0	69	0	8	4	1	1	4	7	10	8	168	7	1	3	2	0	2	5	5	6	7	4	2	2	3	140	3	5	300	9	151	2
A[Ins(T):R6]C	2	7	4	1	6	4	4	34	3	3	9	0	9	15	213	7	11	4	7	9	7	3	4	3	58	5	0	0	2	10	1	2	0	5	6	11	10	4	0	51	0	9	4	3	0	3	8	10	2	138	9	0	1	1	4	2	3	6	19	10	5	3	3	4	103	3	1	232	7	105	11
A[Ins(T):R6]G	2	12	3	2	3	4	5	40	8	4	7	1	18	14	324	7	11	9	7	7	6	6	2	0	65	7	1	3	1	18	3	4	1	4	6	8	10	1	1	99	1	15	3	3	4	1	6	6	10	234	10	1	4	1	2	1	6	4	21	5	3	6	2	6	162	4	1	377	7	158	5
A[Ins(T):R7]A	8	13	13	2	3	11	7	75	10	3	12	0	13	14	304	9	22	11	11	9	6	4	3	4	121	7	4	7	8	18	4	5	3	3	18	18	4	1	3	135	4	22	7	3	7	6	16	9	14	259	8	2	7	0	2	3	7	8	22	6	7	2	2	5	243	4	3	525	9	244	3
A[Ins(T):R7]C	11	10	5	2	7	5	5	43	9	3	6	5	9	16	263	6	12	6	8	21	5	11	9	6	87	3	3	4	6	15	2	7	1	2	10	11	8	6	1	69	3	18	7	4	2	5	11	5	14	182	12	2	5	4	3	2	4	12	26	6	6	2	5	3	148	7	4	327	3	143	7
A[Ins(T):R7]G	6	13	15	2	8	5	10	66	4	3	8	1	21	22	324	5	10	5	10	21	10	9	4	7	100	4	0	5	3	12	6	6	1	4	10	14	2	0	1	122	0	13	3	3	4	4	10	10	9	236	4	2	5	2	5	3	7	6	12	4	3	6	3	4	215	3	3	510	9	220	3
A[Ins(T):R8]A	4	17	9	2	7	5	12	77	3	3	4	7	13	22	324	11	22	5	15	22	16	5	9	10	119	7	1	5	8	22	4	8	3	3	10	25	8	3	2	132	1	25	11	5	7	10	12	10	13	303	11	1	4	3	7	2	6	10	23	9	11	2	3	8	248	6	4	591	12	217	10
A[Ins(T):R8]C	2	16	9	2	8	8	7	46	5	3	11	2	12	23	247	7	12	3	4	7	6	6	4	2	103	5	0	4	14	18	4	8	2	6	11	10	6	3	3	91	0	15	3	4	1	14	11	7	15	232	16	2	5	0	1	4	5	5	15	11	4	1	3	4	203	4	7	427	14	181	7
A[Ins(T):R8]G	5	18	14	0	8	6	12	78	11	2	12	1	18	30	286	8	17	5	6	20	11	13	6	3	98	4	0	5	7	21	7	8	2	4	7	14	11	1	3	122	0	21	6	4	7	7	7	7	17	299	11	1	4	0	5	3	10	6	24	6	6	5	4	3	242	2	1	588	10	277	7
A[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]A	0	1	2	0	1	0	0	1	0	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	2	1	0	0	5	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	1	4	1	2	0
C[Ins(T):R0]C	1	1	0	0	1	0	0	3	2	0	1	0	1	1	5	0	3	0	1	0	0	0	0	0	2	1	1	1	1	1	1	2	2	0	4	1	0	0	2	2	2	0	1	1	0	1	3	0	0	4	0	0	0	0	0	0	0	2	0	0	1	2	1	1	8	1	0	17	2	3	2
C[Ins(T):R0]G	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	3	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	2	0	0	2	0	2	0
C[Ins(T):R1]A	0	2	1	0	0	2	1	0	1	0	1	0	5	0	3	0	1	0	0	2	0	0	1	1	6	0	1	0	1	2	1	0	1	1	4	2	1	0	1	4	3	0	0	0	3	0	4	2	1	1	1	2	0	0	0	0	3	1	0	2	0	1	0	2	3	0	3	1	0	1	1
C[Ins(T):R1]C	0	0	0	4	1	1	0	0	0	0	1	2	0	0	4	2	3	2	1	0	1	0	0	0	0	2	0	0	1	1	2	1	0	0	3	0	0	0	1	0	2	1	0	0	2	5	2	4	0	1	1	0	1	1	1	2	1	1	0	0	0	0	0	1	7	0	1	9	2	5	0
C[Ins(T):R1]G	1	1	1	0	1	3	0	2	1	1	0	3	1	2	0	0	5	2	0	1	0	0	0	2	7	0	1	1	2	1	1	0	0	0	4	0	4	1	0	3	3	3	1	0	1	1	3	0	0	3	1	0	1	2	0	1	0	3	0	0	0	1	1	2	3	1	2	9	0	3	2
C[Ins(T):R2]A	0	0	1	1	1	1	0	0	0	1	0	0	0	1	8	0	1	1	0	2	0	1	2	1	2	0	1	0	0	1	1	1	0	0	0	1	0	1	0	2	2	1	0	0	1	0	0	1	0	14	1	0	0	0	0	1	1	0	1	0	0	0	0	0	11	3	1	15	0	7	0
C[Ins(T):R2]C	2	0	1	6	0	2	1	2	1	0	1	0	0	0	29	1	4	0	0	0	0	2	0	1	6	1	0	3	3	1	0	3	1	0	2	1	1	0	1	7	0	1	1	0	0	7	2	0	0	11	0	0	0	1	1	0	0	2	1	1	0	1	0	0	13	0	0	34	0	20	2
C[Ins(T):R2]G	0	0	0	2	2	0	1	9	0	1	0	0	0	1	72	0	0	2	1	0	0	0	0	2	9	0	0	2	0	2	1	1	0	1	2	0	1	0	0	5	1	0	0	0	0	0	2	1	1	34	0	0	1	0	1	0	0	1	0	0	1	0	1	2	31	0	3	74	0	57	2
C[Ins(T):R3]A	0	1	0	0	0	0	0	1	0	0	0	0	1	0	15	0	2	0	2	1	1	0	0	0	3	0	0	0	2	1	0	0	0	2	1	0	0	0	1	3	0	1	1	0	0	3	1	0	2	5	0	0	0	0	0	0	0	0	1	0	1	3	0	1	9	0	2	19	1	7	0
C[Ins(T):R3]C	0	1	2	1	0	0	0	3	2	0	2	1	1	1	21	1	2	0	1	2	0	1	0	2	1	0	0	0	1	0	0	1	1	2	1	2	1	0	2	5	0	3	2	0	1	3	1	0	2	14	3	0	0	0	2	0	0	1	1	1	1	0	1	1	9	0	1	17	0	10	0
C[Ins(T):R3]G	0	0	0	1	1	1	0	2	2	1	1	1	0	0	15	0	0	3	0	0	0	1	0	0	3	0	0	1	1	2	1	0	1	0	0	0	1	0	1	4	1	0	0	0	0	1	0	0	1	18	1	0	0	1	0	0	2	0	0	1	0	1	0	1	20	0	3	35	0	29	0
C[Ins(T):R4]A	0	0	0	0	0	1	0	6	0	1	2	1	2	1	20	0	0	1	0	1	0	1	1	1	7	0	0	0	3	1	0	2	0	0	1	2	0	0	0	6	0	2	1	0	0	3	1	0	2	17	0	1	0	0	0	1	2	0	0	0	1	0	0	0	8	0	1	18	0	11	0
C[Ins(T):R4]C	0	1	0	0	1	0	0	8	0	0	0	1	0	3	11	3	1	1	1	2	0	2	0	0	8	1	0	3	0	0	0	0	0	0	0	1	1	0	0	7	0	5	0	0	0	1	0	0	0	24	1	0	1	3	0	0	1	1	1	0	0	0	0	0	16	0	0	30	0	12	0
C[Ins(T):R4]G	0	0	2	0	0	2	1	2	0	0	0	0	0	2	26	0	2	3	1	2	1	1	0	0	6	0	0	0	2	0	0	0	0	0	0	2	0	1	0	7	0	2	0	0	0	1	0	0	1	21	1	0	1	0	0	0	0	0	0	0	0	0	1	0	8	0	1	24	0	18	2
C[Ins(T):R5]A	0	2	1	1	1	0	0	4	1	1	2	1	5	1	42	2	4	1	1	0	0	2	4	0	5	1	1	0	0	2	0	1	0	0	3	0	0	1	0	11	1	2	0	0	1	0	3	2	0	32	1	0	0	1	1	0	4	1	3	2	1	0	1	3	21	2	2	40	1	15	2
C[Ins(T):R5]C	0	4	3	0	2	3	0	7	1	0	2	0	3	2	52	0	1	1	1	1	2	0	0	0	9	0	0	2	1	1	1	0	0	1	0	1	1	0	0	9	0	4	1	1	1	1	0	0	0	27	2	1	0	0	1	0	3	3	2	1	1	0	0	4	17	0	0	39	0	18	1
C[Ins(T):R5]G	1	6	0	0	0	1	2	8	1	0	1	0	4	2	40	0	2	1	1	1	0	0	2	1	8	0	0	2	0	1	0	3	1	0	1	2	0	1	1	7	0	3	1	1	0	0	1	1	1	36	0	0	2	0	0	0	1	1	3	0	1	0	1	0	19	0	0	40	2	22	1
C[Ins(T):R6]A	2	2	1	1	1	0	1	13	1	3	4	1	5	3	99	2	4	6	4	2	0	2	4	0	25	1	1	4	2	5	2	3	0	1	3	3	3	1	0	28	1	5	5	1	0	1	3	3	1	61	3	0	4	0	0	3	2	4	2	1	5	0	2	5	56	0	3	118	6	61	4
C[Ins(T):R6]C	0	9	3	2	3	4	4	10	1	4	2	0	7	11	144	6	8	4	3	2	7	3	3	1	46	6	0	2	2	5	2	3	1	2	3	7	2	2	0	41	0	5	2	3	3	2	3	6	8	84	3	2	3	0	2	0	3	3	7	1	2	4	3	3	63	8	3	131	0	69	6
C[Ins(T):R6]G	1	7	1	0	2	3	7	18	2	1	3	3	7	5	163	5	7	6	4	8	3	8	1	4	36	3	1	3	8	6	2	2	0	1	3	4	3	3	0	37	1	5	2	0	1	7	3	2	4	83	5	1	4	2	1	1	4	5	13	2	2	2	2	2	88	0	1	152	0	66	6
C[Ins(T):R7]A	4	5	4	1	1	4	1	30	2	2	2	3	11	9	129	0	6	2	3	9	3	4	3	4	60	1	2	2	4	5	0	1	1	4	1	9	4	1	1	74	2	6	1	2	3	3	2	2	6	131	6	1	2	2	1	1	4	3	8	3	1	2	1	0	99	0	2	237	2	120	3
C[Ins(T):R7]C	1	4	5	0	3	3	0	14	2	0	3	1	7	9	107	5	8	3	2	8	2	1	2	4	46	3	1	5	3	8	1	5	1	2	5	4	0	3	1	41	1	7	3	0	4	4	4	4	5	94	6	1	0	1	2	2	1	5	6	1	4	0	2	3	88	4	2	166	1	86	5
C[Ins(T):R7]G	2	8	2	4	0	2	4	29	1	4	1	2	9	12	184	3	5	5	3	12	4	6	2	4	56	0	2	2	9	12	3	1	0	2	8	5	5	1	0	77	2	15	3	3	4	6	6	7	5	140	5	1	1	1	2	0	1	2	13	4	3	1	2	3	128	4	1	297	4	129	6
C[Ins(T):R8]A	5	14	4	1	5	4	6	47	1	1	8	1	10	12	172	8	12	2	4	12	1	8	4	4	73	5	3	4	5	12	6	4	0	1	4	16	4	4	0	86	2	13	3	1	2	6	6	4	7	156	5	2	1	1	4	0	4	4	16	3	3	1	1	4	133	3	3	336	7	156	2
C[Ins(T):R8]C	4	8	5	2	4	5	5	38	4	4	8	2	7	13	177	3	8	2	1	15	5	6	3	2	86	2	2	1	2	9	5	6	0	3	3	7	2	1	0	90	2	2	2	2	2	2	4	6	10	135	5	2	1	1	2	1	2	8	8	4	2	2	1	4	149	1	4	322	5	181	6
C[Ins(T):R8]G	4	14	10	3	8	4	0	81	5	3	8	1	18	10	202	2	16	3	6	12	2	8	7	11	124	0	2	6	5	16	4	8	2	3	11	10	1	2	2	137	2	12	4	3	4	7	12	9	12	191	7	1	7	1	4	0	5	4	22	7	4	0	2	1	190	1	3	494	3	231	6
C[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]A	0	0	1	22	2	2	1	1	0	1	0	0	1	1	0	1	2	2	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	4	0	1	1	0	0	2	0	1	2	1	29	3	1	0	1	0	0	1	0	2	0	1	1	0	1	1	0	0	1	1	3	2	5	2	1	0
G[Ins(T):R0]C	0	0	0	0	1	0	1	0	1	0	2	1	0	0	2	0	1	8	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	1	0	2	1	0	0	4	2	1	0	0	0	0	2	2	0	0	1	1	0	2	0	1	14	1	0	0	6
G[Ins(T):R0]G	0	1	0	1	1	0	1	6	1	1	3	2	3	3	14	3	0	3	0	0	1	0	2	2	7	3	0	0	0	5	0	0	0	0	1	0	3	0	0	5	1	2	1	0	0	0	2	1	1	11	2	1	0	0	0	0	3	4	1	0	3	0	1	4	16	2	0	28	2	19	6
G[Ins(T):R1]A	2	5	1	2	4	4	2	3	2	4	3	3	6	2	1	3	10	7	0	1	3	0	1	6	8	4	2	0	7	3	4	5	2	2	2	3	6	3	2	6	2	1	5	1	1	4	2	2	1	7	0	3	1	3	3	1	4	2	3	2	5	2	1	3	4	4	14	8	2	2	16
G[Ins(T):R1]C	0	0	0	0	0	1	0	0	0	0	2	0	1	0	2	0	3	3	0	0	1	1	0	3	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	2	2	1	0	0	3	0	0	0	0	0	0	2	0	2	1	1	0	0	0	2	13	4	0	2	1
G[Ins(T):R1]G	0	1	1	0	2	4	2	1	0	0	5	3	2	3	2	5	15	31	0	0	0	2	1	3	8	4	0	0	0	4	0	2	0	1	1	1	2	1	0	5	1	2	5	2	1	2	1	0	0	16	5	2	2	1	0	2	10	2	2	1	5	1	0	15	11	3	39	14	0	11	23
G[Ins(T):R2]A	0	0	0	1	2	0	1	0	1	0	0	1	0	0	4	2	7	7	0	0	0	0	0	1	2	1	1	0	0	2	0	2	0	1	1	0	2	0	0	0	1	0	0	0	1	0	1	0	2	2	1	2	0	0	0	0	2	1	0	0	0	0	0	2	0	0	12	6	0	4	4
G[Ins(T):R2]C	0	1	0	0	4	2	0	0	0	0	3	1	1	0	8	1	5	17	1	1	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	2	1	0	1	0	0	0	1	2	0	0	1	0	0	6	1	0	0	2	0	0	4	5	1	11	8	0	8	6
G[Ins(T):R2]G	1	0	2	0	1	2	0	4	1	0	4	5	1	2	27	1	11	21	0	0	0	1	0	3	5	1	2	0	0	1	0	0	0	0	0	1	1	0	0	6	1	1	3	3	1	0	0	0	2	22	4	0	0	3	0	0	4	3	0	0	3	2	2	10	17	8	24	34	0	32	8
G[Ins(T):R3]A	0	0	0	1	1	1	0	0	0	0	1	1	0	0	4	1	2	6	1	1	0	0	0	0	0	1	0	1	1	0	1	2	0	1	0	2	1	0	0	1	1	1	1	0	0	1	0	0	0	2	3	0	0	1	1	0	1	0	0	1	1	0	0	2	5	0	3	6	0	2	5
G[Ins(T):R3]C	0	0	0	1	0	3	0	2	0	0	0	0	0	0	3	1	1	2	0	1	0	0	0	2	1	2	0	1	0	1	0	0	1	0	1	0	1	0	1	3	0	0	1	1	0	0	1	2	0	4	0	0	0	0	0	0	0	0	1	0	1	1	1	3	8	0	7	12	0	5	2
G[Ins(T):R3]G	0	0	0	0	1	1	0	0	0	0	2	2	3	3	8	0	5	8	0	0	0	0	0	2	6	0	0	0	1	0	0	0	0	0	0	2	0	0	0	4	1	1	3	1	0	0	0	0	2	14	3	0	0	1	0	1	4	1	0	0	3	1	0	4	9	2	11	22	1	19	3
G[Ins(T):R4]A	1	0	0	0	0	0	1	5	1	2	0	1	1	1	6	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	1	2	0	1	1	0	0	0	1	0	0	11	0	0	0	1	0	0	1	0	0	0	1	1	1	2	5	0	2	9	1	10	0
G[Ins(T):R4]C	0	0	0	0	1	1	0	0	0	0	0	1	0	0	4	1	2	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	3	0	2	3	1	1	0	0	0	0	0	1	2	4	0	0	0	0	0	0	2	0	0	1	0	0	1	1	7	0	2	7	0	5	0
G[Ins(T):R4]G	0	2	0	0	1	0	1	4	0	0	3	0	0	2	25	1	2	5	0	2	0	0	0	1	7	1	1	1	0	0	0	0	0	0	1	0	0	2	0	13	1	1	0	1	0	0	1	1	0	12	2	0	1	0	0	1	3	0	1	0	0	0	0	2	22	4	4	41	0	30	1
G[Ins(T):R5]A	1	1	0	0	1	0	1	7	0	0	1	0	3	2	23	0	2	0	1	1	1	1	0	1	7	1	0	0	1	3	1	1	0	0	0	1	1	0	0	12	0	1	0	0	0	1	0	0	0	24	3	0	1	0	0	0	1	2	2	0	0	1	0	1	14	2	3	40	4	26	3
G[Ins(T):R5]C	0	0	1	0	0	0	0	4	1	0	2	0	1	0	27	0	1	2	0	0	1	0	0	0	7	0	0	0	1	0	1	0	0	1	0	1	1	0	0	5	0	0	0	0	0	1	0	0	1	22	1	0	2	0	1	0	1	1	3	0	0	0	0	0	15	0	2	33	0	15	2
G[Ins(T):R5]G	0	0	3	0	0	1	3	7	0	1	0	0	1	0	30	0	4	5	0	2	1	1	1	2	6	0	0	0	1	5	1	1	1	0	1	1	1	0	0	4	1	3	0	0	0	1	2	1	0	31	1	0	0	0	2	1	2	1	0	3	0	0	0	2	26	1	2	55	0	26	0
G[Ins(T):R6]A	2	5	1	0	4	1	1	15	3	0	2	1	5	4	95	0	4	3	3	7	0	2	1	3	35	1	0	0	0	2	1	0	0	0	3	3	0	0	0	38	0	8	3	2	1	0	3	1	3	96	5	1	2	1	1	0	1	2	3	2	3	0	1	1	83	0	2	127	2	88	4
G[Ins(T):R6]C	1	8	2	1	1	5	3	11	0	3	10	2	5	5	140	3	9	2	2	2	4	4	2	0	36	4	0	1	2	6	1	4	0	2	7	8	4	0	0	35	0	7	5	2	5	3	6	3	3	107	7	1	4	2	0	1	3	3	13	4	5	2	1	5	74	1	3	163	4	67	2
G[Ins(T):R6]G	4	6	3	0	3	2	3	28	1	2	3	1	3	5	210	4	11	10	6	8	5	5	3	1	71	2	0	6	3	8	4	2	1	2	4	5	6	1	1	64	0	7	4	4	3	4	3	6	4	183	10	0	1	2	1	1	5	3	8	1	4	2	0	5	156	1	8	307	9	150	6
G[Ins(T):R7]A	3	6	6	2	4	4	2	42	2	3	2	0	4	12	154	3	12	5	5	10	4	2	1	1	59	1	0	3	3	10	5	2	1	3	8	9	1	0	0	59	0	7	3	3	2	4	8	4	4	143	4	0	0	0	1	1	4	1	8	3	3	0	3	0	140	8	5	292	2	137	7
G[Ins(T):R7]C	2	9	4	0	3	4	0	30	2	1	1	1	8	6	180	1	5	2	4	9	4	5	0	2	57	0	0	4	3	7	0	3	1	3	3	11	1	2	0	56	0	7	5	0	1	3	4	11	12	152	7	0	2	1	2	0	2	5	9	2	5	2	2	2	116	1	1	223	5	128	5
G[Ins(T):R7]G	2	6	5	1	6	5	4	53	2	1	2	3	9	12	241	5	17	2	4	12	3	6	2	1	109	3	2	5	10	9	1	3	0	1	8	10	5	2	0	124	2	14	2	2	5	8	5	6	9	209	8	2	0	2	1	3	5	8	10	8	3	1	2	1	207	1	4	407	1	231	4
G[Ins(T):R8]A	1	8	5	2	2	5	1	33	0	2	4	0	2	8	174	2	8	4	5	11	5	7	2	2	91	2	0	7	5	14	2	4	1	2	3	11	7	0	0	86	0	7	2	2	7	7	3	7	4	175	5	2	4	0	2	2	5	5	12	10	2	1	2	5	178	1	5	346	6	167	4
G[Ins(T):R8]C	1	3	2	1	2	5	5	54	1	1	9	0	4	14	159	9	9	5	9	10	4	3	3	3	86	9	3	3	7	13	3	9	1	3	6	8	1	1	1	96	2	6	0	1	3	6	5	5	8	171	3	2	4	0	3	2	6	3	10	6	0	0	0	2	178	3	5	331	6	143	2
G[Ins(T):R8]G	1	15	8	4	7	5	5	71	3	5	6	1	3	18	254	4	15	5	9	13	4	6	2	2	126	4	0	4	9	19	5	6	2	2	7	15	5	5	2	145	0	16	4	2	6	10	7	4	13	218	5	3	5	0	5	4	5	10	16	6	5	2	2	2	282	3	2	656	5	247	7
