MutationType	SP95454	SP94741	SP90209	SP90989	SP93540	SP93227	SP94348	SP94588	SP90725	SP94236	SP93772	SP92195	SP89957	SP92268	SP92707	SP89687	SP90269	SP94933	SP95126	SP95646	SP89443	SP89651	SP94060	SP92787	SP92723	SP92364	SP95406	SP91746	SP92332	SP91730	SP92947	SP91666	SP90245	SP90893	SP89519	SP94917	SP92659	SP94332	SP94661	SP93652	SP90125	SP94540	SP95222	SP89389	SP90503	SP92460	SP92931	SP91265	SP89909	SP90629	SP95550
Del6:U(2,):R1	1	3	1	0	1	1	1	0	0	1	0	2	0	2	0	0	0	1	1	1	1	0	1	1	0	2	0	0	0	2	0	0	2	0	0	1	0	2	0	2	0	1	0	4	2	0	0	1	1	2	1
Del7:U(2,):R1	0	1	2	2	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	2	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	2	2	0	1	1	0	0	0	0	0	1	2	2	0	0
Del8:U(2,):R1	1	1	2	1	1	2	0	1	2	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	2	1	0	1	3	0	0	1	0	0	0	0	3	1	2	1	0	1	2	0	0	0	0	0	1	0
Del9:U(2,):R1	0	0	0	2	0	0	0	0	0	1	3	1	0	0	0	0	0	3	1	0	2	0	0	0	1	0	0	0	1	5	0	0	0	0	0	0	1	2	0	0	2	1	0	0	1	0	1	0	1	1	2
Del(10,):U(2,):R1	3	3	2	9	6	6	5	8	6	8	4	6	4	7	3	6	4	12	4	6	8	1	1	5	5	8	3	4	8	21	3	4	5	2	1	3	7	53	5	12	8	3	10	10	4	11	9	7	5	10	11
Del2:U1:R3	30	42	37	27	98	31	40	2	4	2	2	4	0	3	3	6	3	16	1	1	2	0	3	4	0	24	3	4	3	2	3	1	3	0	1	29	10	1	1	3	6	4	2	5	5	17	2	2	14	6	5
Del2:U1:R4	12	13	21	24	75	19	29	2	1	4	1	1	0	1	1	1	0	15	1	1	1	2	1	2	1	19	1	1	2	1	3	0	0	2	1	16	2	2	1	3	1	0	4	3	0	10	2	4	14	3	2
Del2:U1:R(5,9)	75	240	339	272	903	422	236	1	1	0	1	1	1	1	2	0	0	158	1	3	0	0	1	0	1	228	2	2	3	2	0	1	4	4	2	37	3	2	1	0	2	0	3	1	1	30	4	3	26	4	3
Del2:U2:R2	70	126	118	113	296	96	149	17	6	10	9	7	10	9	6	9	6	58	17	11	1	5	5	4	5	118	3	7	9	15	9	6	11	7	11	96	19	7	5	5	6	5	10	16	10	65	18	14	55	14	15
Del2:U2:R3	37	76	64	62	167	73	83	3	3	1	4	2	4	2	4	3	2	30	5	1	2	2	1	0	1	87	0	4	5	4	3	3	3	2	1	39	3	2	1	2	1	1	5	4	3	24	4	4	25	1	2
Del2:U2:R4	82	159	181	138	371	210	135	2	0	2	1	1	0	0	1	0	0	47	2	1	1	1	1	0	2	139	0	0	0	1	0	1	1	0	1	62	2	1	2	0	1	0	1	3	0	45	0	0	53	0	1
Del2:U2:R(5,9)	459	925	974	775	1991	775	783	2	2	5	0	1	3	1	1	0	3	276	1	3	7	1	0	2	3	624	1	0	1	1	2	9	3	1	2	368	2	1	1	2	2	4	4	2	3	241	2	0	181	4	2
Del3:U1:R4	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Del3:U1:R(5,9)	2	7	5	2	10	6	7	2	0	0	0	0	0	1	1	1	0	3	0	0	0	0	1	0	0	2	0	1	0	0	0	1	1	0	0	5	0	0	0	0	0	1	1	0	0	1	0	2	0	0	1
Del3:U3:R2	86	143	122	126	374	104	149	6	8	16	6	7	2	7	10	6	6	45	27	7	4	4	8	3	10	121	12	9	18	19	8	8	3	2	14	99	9	12	15	5	9	5	5	17	7	63	9	19	73	23	16
Del3:U3:R3	25	40	42	52	141	48	50	2	2	1	1	2	1	3	2	1	2	16	4	2	2	0	1	2	0	52	6	1	4	0	1	4	2	3	2	33	2	4	0	0	0	1	3	7	0	33	2	1	32	2	7
Del3:U3:R4	16	22	16	15	43	19	14	0	0	1	0	0	1	0	1	1	1	8	1	0	2	0	0	1	0	29	0	0	0	0	2	1	1	0	1	5	1	0	0	0	0	1	0	0	2	12	0	4	6	1	0
Del3:U3:R(5,9)	23	53	50	41	107	30	59	3	1	4	2	0	0	2	0	1	1	10	3	8	2	1	0	1	1	42	1	2	1	0	1	2	14	1	0	20	1	0	0	0	2	2	1	1	5	10	0	1	11	8	4
Del4:U1:R(5,9)	1	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0
Del4:U2:R3	1	1	1	1	3	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1
Del4:U2:R4	3	5	4	4	13	0	4	1	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	2	1	1	1	1	2
Del4:U2:R(5,9)	4	12	16	10	22	10	4	0	0	0	2	0	1	0	0	1	0	2	2	1	0	0	0	0	0	13	0	1	0	1	0	0	2	0	0	6	2	0	0	0	0	1	2	0	0	5	0	0	3	0	1
Del4:U4:R2	27	56	53	47	145	39	66	11	6	7	5	4	4	4	5	6	4	26	21	4	7	4	3	4	6	58	6	2	19	7	4	5	4	2	4	42	11	2	11	8	0	7	10	11	5	30	8	5	25	12	12
Del4:U4:R3	9	15	15	13	36	12	17	1	2	4	4	2	1	1	2	3	1	5	3	0	2	3	2	1	3	19	1	1	0	2	0	2	2	1	0	7	1	0	1	2	0	1	2	1	2	4	1	4	6	5	1
Del4:U4:R4	9	11	10	12	26	11	11	4	1	3	0	0	0	1	1	1	0	1	4	2	1	1	1	1	0	13	0	2	1	0	0	0	7	1	0	10	0	0	2	0	0	0	1	0	1	4	1	3	6	3	2
Del4:U4:R(5,9)	12	31	28	33	53	13	21	1	0	5	2	0	1	1	0	0	0	6	0	5	0	1	0	0	0	29	0	0	1	0	2	3	2	0	0	5	0	1	0	0	1	0	1	1	2	9	0	0	4	4	0
Del5:U1:R(5,9)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Del5:U5:R2	5	7	4	2	12	8	5	0	2	2	2	4	3	0	3	1	0	2	6	1	0	1	1	3	2	5	0	1	3	3	0	2	1	2	1	5	3	2	0	0	2	2	4	3	1	2	1	0	4	4	3
Del5:U5:R3	2	3	2	0	6	5	6	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1
Del5:U5:R4	0	9	2	5	9	3	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	1	0	2	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0
Del5:U5:R(5,9)	3	5	5	8	12	1	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Del(6,):U1:R(7,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U2:R(4,9)	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Del(6,):U3:R(3,9)	0	0	1	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Del(6,):U(4,):R(2,9)	1	11	7	3	15	7	12	1	3	0	0	0	0	1	0	1	2	9	2	0	0	1	0	1	0	9	1	1	1	2	0	0	0	0	1	6	3	3	1	1	2	0	1	2	0	4	2	1	3	3	1
Ins(2,4):M	12	44	56	23	44	43	37	4	3	2	2	4	0	1	0	2	12	128	3	0	2	0	2	2	1	49	1	1	0	1	1	1	2	3	0	9	32	3	1	0	3	3	3	0	1	7	2	1	5	3	3
Ins(5,):M	4	7	13	12	14	9	8	2	0	1	3	2	3	2	3	0	2	34	1	3	1	1	2	0	1	14	0	0	1	0	0	0	2	2	0	6	16	5	1	3	6	3	2	2	0	1	2	2	4	5	1
Ins2:U1:R0	2	5	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	4	0	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Ins3:U1:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ins2:U2:R0	1	1	4	4	4	12	2	1	0	0	1	0	0	0	0	0	3	21	0	0	0	0	0	3	0	10	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	1	1	0	0	3	1	0	0	0
Ins3:U3:R0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ins4:U2:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U4:R0	0	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ins(5,):R0	0	0	1	1	2	2	1	0	0	2	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	3	0	0	0	2	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	1	0
Ins2:U1:R1	0	4	2	0	1	1	3	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1	0	0	5	0	1	0	0	1	0	0	0	0	2	1	0	0	0	2	1	0	0	1	0	0	0	0	1	0
Ins2:U1:R2	1	1	2	0	1	2	1	1	0	1	0	0	0	0	0	0	1	6	0	0	0	1	0	0	0	3	1	0	1	0	0	1	0	0	0	1	2	0	1	0	1	1	1	0	0	0	0	0	0	1	1
Ins2:U1:R3	2	5	3	1	4	3	0	0	1	1	0	0	0	0	0	1	1	10	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0
Ins2:U1:R4	2	2	1	4	2	1	0	1	0	1	0	0	0	0	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	1	1	0	0	0	1	0	1	2	1	0	0	0	1	0
Ins2:U1:R(5,9)	63	77	512	54	185	397	70	0	1	0	0	1	0	0	0	2	1	705	0	0	0	1	0	0	1	161	0	0	1	0	1	0	0	0	1	11	3	0	1	1	0	0	0	1	0	11	1	1	5	1	0
Ins2:U2:R1	3	17	8	5	5	6	5	2	2	2	0	0	0	0	1	0	0	31	1	1	1	3	1	1	1	8	2	1	3	2	2	0	1	0	1	1	2	2	2	0	2	3	1	0	0	4	0	0	4	3	2
Ins2:U2:R2	3	13	12	10	13	4	12	1	3	1	1	0	1	2	1	1	2	50	0	0	0	0	0	2	1	18	0	1	0	2	5	1	0	2	5	4	2	0	0	1	2	2	0	2	0	1	0	3	3	3	3
Ins2:U2:R3	5	23	25	10	31	47	18	1	0	1	0	0	0	0	0	1	0	47	0	0	0	0	0	0	0	21	1	0	0	2	1	0	1	0	1	2	5	0	0	0	0	1	1	0	0	4	0	1	2	1	0
Ins2:U2:R4	80	133	212	93	168	198	97	0	0	1	0	2	1	1	1	0	1	347	0	2	1	1	0	1	0	188	0	2	0	1	3	2	0	0	0	28	19	0	0	0	0	1	0	1	0	35	0	2	34	1	1
Ins2:U2:R(5,9)	521	926	1010	588	1230	904	776	6	11	4	2	6	7	9	2	5	3	2442	3	4	3	1	3	1	4	1257	5	6	4	6	14	2	3	4	5	173	54	0	9	11	3	5	6	4	1	280	5	6	162	7	8
Ins3:U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ins3:U1:R3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R4	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ins3:U1:R(5,9)	0	3	11	0	8	16	2	1	0	1	0	0	0	0	0	1	0	46	0	0	0	0	0	0	0	6	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Ins3:U3:R1	3	6	9	0	6	4	5	0	2	4	1	0	0	1	1	1	3	8	2	1	0	1	2	1	2	5	1	2	1	2	1	0	3	2	5	1	0	1	1	4	2	1	0	1	0	1	2	4	2	2	0
Ins3:U3:R2	0	1	2	3	5	2	1	1	0	1	0	0	0	0	0	0	0	6	0	0	0	1	1	0	1	2	0	0	1	0	0	0	1	3	5	1	0	0	1	0	0	2	0	0	1	0	0	0	0	2	0
Ins3:U3:R3	1	5	1	2	3	0	6	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Ins3:U3:R4	10	16	6	9	22	5	13	0	0	0	0	0	2	0	0	0	0	40	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0
Ins3:U3:R(5,9)	51	116	78	60	146	44	98	0	1	1	0	1	0	0	0	0	0	291	0	1	2	1	2	0	4	132	0	1	0	0	0	0	0	1	0	16	1	0	1	0	0	0	0	0	0	23	2	1	17	0	0
Ins4:U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R4	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R(5,9)	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ins4:U2:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
Ins4:U2:R3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R4	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ins4:U2:R(5,9)	3	19	14	3	22	11	8	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1
Ins4:U4:R1	2	4	1	2	8	1	11	2	0	2	1	0	1	3	0	2	3	14	1	0	0	2	1	0	1	3	3	3	3	1	1	4	2	2	1	2	5	0	0	1	0	2	2	1	0	4	1	2	1	8	0
Ins4:U4:R2	0	3	3	1	2	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0
Ins4:U4:R3	2	0	4	3	4	2	3	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Ins4:U4:R4	7	10	10	6	19	2	15	0	0	0	1	1	0	1	0	1	1	36	0	0	0	1	0	0	1	16	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	2	3	0	1
Ins4:U4:R(5,9)	19	42	26	29	46	13	35	0	1	0	0	1	0	3	0	1	1	128	1	0	0	2	1	0	1	72	0	0	1	0	1	0	0	1	1	9	2	1	0	2	2	0	0	1	1	13	1	0	6	1	2
Ins(5,):U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ins(5,):U1:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R(5,9)	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U(3,):R1	5	6	12	5	15	5	8	8	1	18	5	5	4	2	7	3	2	13	12	9	6	5	13	4	10	26	4	6	10	7	6	2	5	7	7	2	16	8	9	2	9	6	6	5	8	8	4	7	1	8	2
Ins(5,):U(3,):R2	1	1	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	1	0	0	1	0	0	1	1	1	0	0	0	1	2	0	0	1	0	0	0	2	0	0	1	0	0	2	0	0
Ins(5,):U(3,):R3	1	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Ins(5,):U(3,):R4	0	6	1	3	2	0	4	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
Ins(5,):U(3,):R(5,9)	3	2	2	3	7	1	4	0	0	0	0	1	0	0	0	0	0	20	0	0	1	0	0	0	0	8	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	3	0	1	0	0	0
Del2:M1	32	70	73	61	179	73	62	2	2	7	5	5	1	3	6	7	7	86	17	3	2	2	6	5	9	77	8	3	7	7	8	2	7	4	10	53	6	6	12	4	9	2	11	9	5	35	11	12	41	17	8
Del3:M1	7	7	7	6	10	7	3	2	0	2	1	2	0	1	4	2	4	1	3	4	3	1	2	0	0	6	2	2	0	7	4	1	8	3	1	6	2	1	1	2	1	2	3	1	4	4	0	2	3	0	2
Del3:M2	56	91	71	70	227	58	91	5	5	8	5	3	8	7	6	6	3	42	18	6	4	4	3	9	16	92	4	5	6	10	7	4	5	7	7	61	13	4	7	6	4	5	8	8	2	38	8	7	35	10	7
Del4:M1	12	12	11	14	32	12	13	1	0	4	1	3	3	3	0	3	0	2	3	1	5	3	1	2	2	11	2	1	5	1	2	0	1	1	0	9	5	1	3	2	2	2	1	2	2	7	1	1	6	3	3
Del4:M2	21	26	28	22	63	22	37	4	2	5	2	0	4	1	1	4	1	15	14	3	6	2	4	2	2	23	2	3	4	10	5	5	4	3	7	17	7	3	2	2	3	3	8	8	1	13	4	8	15	7	9
Del4:M3	30	40	24	31	81	28	33	4	2	6	4	2	4	3	5	6	6	24	8	2	4	2	2	5	3	34	1	0	5	7	6	1	1	3	2	18	5	4	3	5	1	2	5	5	4	14	5	7	19	3	10
Del5:M1	1	9	4	2	5	2	5	0	0	3	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	3	0	0	1	1	1	1	1	1	1	3	2	3	1	0	1	2	2	1	2	1	3	1	0	2	1
Del5:M2	2	3	0	3	2	3	4	0	1	0	0	0	1	0	1	5	0	1	2	1	1	3	1	4	1	1	0	1	3	3	0	0	1	2	0	2	2	5	1	1	1	1	4	1	0	3	1	2	0	1	2
Del5:M3	2	5	4	5	10	3	4	3	2	2	3	3	0	0	0	1	4	3	5	1	1	0	0	2	1	6	1	0	0	6	2	0	2	1	0	1	0	3	1	0	0	4	1	2	2	1	2	2	2	3	4
Del5:M4	1	2	3	1	11	1	3	1	0	2	1	1	1	2	0	2	0	5	4	0	0	1	1	1	1	3	1	0	2	3	1	1	4	0	0	3	1	0	2	0	0	0	1	3	0	1	2	0	2	3	1
Del6:M1	0	0	2	3	1	1	2	0	3	3	1	1	0	0	1	2	1	0	4	0	0	1	0	1	0	3	0	0	0	4	1	1	0	1	0	1	3	3	0	1	0	0	1	0	2	1	0	1	1	2	2
Del6:M2	1	2	0	0	2	0	0	0	0	0	2	1	0	0	0	0	2	1	3	0	0	1	0	0	1	0	0	2	2	6	0	0	0	3	0	0	0	7	1	1	0	0	1	3	2	0	2	1	0	0	3
Del6:M3	1	1	3	1	0	1	0	0	0	1	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	2	3	0	0	3	0	1	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	1
Del6:M4	1	2	1	0	1	0	1	0	0	0	0	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	3	1	0	1	0	0	1	0	5	2	1	0	0	0	0	0	0	0	0	0	2	0
Del6:M5	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(7,):M1	6	13	12	13	14	9	4	14	3	9	9	10	5	8	5	13	6	16	8	4	10	7	4	9	4	10	5	2	19	63	6	4	13	12	2	14	6	154	5	13	6	17	6	7	11	14	6	14	5	18	8
Del(7,):M2	6	9	6	10	11	9	12	15	3	7	9	9	5	3	3	11	5	6	22	9	5	14	5	4	4	7	8	6	26	94	4	3	9	10	5	10	7	166	4	5	6	8	16	6	4	8	9	7	2	17	16
Del(7,):M3	4	5	5	7	2	5	5	3	1	6	5	7	1	2	2	8	5	10	13	7	4	0	3	4	3	4	2	7	22	77	1	4	9	5	0	4	3	110	10	6	4	5	11	10	3	6	6	8	1	13	14
Del(7,):M4	1	6	0	1	3	2	4	2	0	5	3	7	2	2	0	6	2	2	6	4	0	4	0	2	0	2	1	2	7	46	1	4	7	2	1	1	1	57	1	3	3	2	5	1	0	0	4	2	1	6	8
Del(7,):M5	0	3	2	2	2	0	0	2	0	0	2	4	0	1	1	2	1	4	4	3	2	1	0	2	0	4	1	0	3	30	1	1	1	3	2	1	2	20	1	1	2	0	3	3	0	0	0	1	1	0	2
Del(7,):M(6,)	3	5	4	7	4	6	4	1	5	2	2	1	3	1	1	2	3	8	5	1	1	2	0	1	1	3	0	1	5	20	2	1	3	0	1	0	1	23	0	1	4	2	4	3	0	1	2	2	3	4	2
Complex(0,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(2,5)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(6,10)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(11,20)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(21,)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
