MutationType	CPCT02030262T	CPCT02190001T	CPCT02160010T	CPCT02330006T	CPCT02030290T	CPCT02060058T	CPCT02130025T	CPCT02060167T	CPCT02090031T	CPCT02220061T	DRUP01020037T	CPCT02380033T	CPCT02100135T	CPCT02080286T	CPCT02380032T	CPCT02250006T	CPCT02050312T	CPCT02270017T	CPCT02060210T	CPCT02090039T	CPCT02110060T	CPCT02130044T	CPCT02130047T	WIDE01010068T	WIDE01010103T	CPCT02440009T	WIDE01010243T	CPCT02130079T	CPCT02130082T	CPCT02210054T	CPCT02120131T	CPCT02370030T	CPCT02090047T	CPCT02130118T	CPCT02080238T	CPCT02130120T	CPCT02030501T	CPCT02190041T	CPCT02130133T	CPCT02130129T	CPCT02290049T	CPCT02380050T	CPCT02090060T	CPCT02210068T	CPCT02410012T	DRUP01090022T	CPCT02050246T	CPCT02050244T	CPCT02060111T	CPCT02050070T	CPCT02250001T	CPCT02070231T	CPCT02210016T	CPCT02070132T	CPCT02180029T	CPCT02050195T	CPCT02060107T	CPCT02070177T	CPCT02030366T	CPCT02050223T	CPCT02060116T	CPCT02050239T	CPCT02210031T	CPCT02230035T	CPCT02050089T	CPCT02180009T	CPCT02330014T	CPCT02230001T	CPCT02040083T	CPCT02180020T	CPCT02050135T	CPCT02020483T	CPCT02080091T	CPCT02260012T	CPCT02210036T	CPCT02130014T	CPCT02130010T	CPCT02250002T	CPCT02090027T	DRUP01070119T	CPCT02050447T	CPCT02330135T	CPCT02200008T	CPCT02200009T
G[Ins(C):R7]T	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	52	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	7	0	0	1	2
G[Ins(C):R8]A	0	0	1	0	0	1	3	2	0	2	1	0	1	0	1	0	1	1	1	2	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	3	1	0	0	0	0	0	2	1	1	0	1	0	0	1	114	1	0	1	0	1	0	0	0	0	0	2	3	0	0	0	1	0	2	0	0	0	2	1	0	1	0	6	0	0	0	1
G[Ins(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
G[Ins(C):R8]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
G[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]A	1	1	2	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	1	1	1	2	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	2
T[Ins(C):R0]G	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	2	0	0	0	0	4	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]T	2	2	1	0	3	1	1	3	0	0	2	0	1	1	0	0	1	0	1	1	3	1	1	1	0	1	0	1	0	3	0	1	4	2	0	0	1	2	2	0	1	3	3	1	1	3	3	5	0	2	1	1	84	1	0	1	2	2	3	0	1	1	1	0	6	4	1	0	0	4	1	3	3	0	3	3	1	0	0	6	0	1	0	1
T[Ins(C):R1]A	0	0	1	0	0	1	0	1	0	0	3	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	2	2	0	0	0
T[Ins(C):R1]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R1]T	0	2	1	0	1	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	1	0	2	2	0	0	1	0	1	4	0	1	2	2	0	1	0	2	1	0	1	0	0	0	1	0	3	1	2	0	1	0	22	0	0	0	3	0	0	1	0	0	0	1	2	1	1	0	2	2	1	0	1	1	0	0	0	0	0	2	1	1	0	0
T[Ins(C):R2]A	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	1	1	0	2	0	0	1	0	0	0	0	3	0	0	0	0
T[Ins(C):R2]G	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R2]T	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	7	1	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	4	0	0	0	1
T[Ins(C):R3]A	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	6	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0
T[Ins(C):R3]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R3]T	1	0	0	0	0	0	0	0	0	1	0	1	1	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	3	0	0	0	0
T[Ins(C):R4]A	0	0	0	1	1	1	3	0	0	0	0	0	0	0	1	0	2	0	2	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	181	1	0	0	0	1	1	1	0	0	1	2	2	0	0	0	0	2	0	1	0	0	2	0	3	0	0	4	0	0	1	0
T[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R4]T	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	81	1	0	0	0	0	1	0	0	1	1	0	3	0	0	0	0	1	1	2	0	4	2	0	0	1	1	7	0	0	0	0
T[Ins(C):R5]A	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	2	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	73	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	2	0	0	0	0
T[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R5]T	0	0	1	1	0	0	0	0	1	2	0	1	1	0	1	1	0	0	1	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	2	0	0	0	0	0	2	0	0	0	1	0	34	0	0	0	2	2	0	0	0	0	0	1	2	0	0	0	1	1	0	0	1	7	0	0	0	1	1	1	0	0	0	0
T[Ins(C):R6]A	0	0	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	59	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	2	0	3	1	0	0	1	0	6	1	0	0	1
T[Ins(C):R6]G	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0
T[Ins(C):R6]T	0	0	0	0	0	0	2	0	0	2	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0
T[Ins(C):R7]A	0	0	0	1	0	2	1	1	0	3	0	1	0	0	0	0	0	1	1	0	2	0	4	2	0	2	1	1	1	0	2	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	142	2	0	0	2	1	2	0	0	1	1	1	6	1	0	0	3	0	0	3	1	2	1	1	0	1	0	11	0	2	0	0
T[Ins(C):R7]G	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	41	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	1	0	0	0
T[Ins(C):R7]T	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	61	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	2	1	0	0	1	2	0	2	0	0	2	0	0	2	0
T[Ins(C):R8]A	0	1	0	0	0	0	3	0	0	2	0	0	0	0	3	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	1	2	2	1	3	1	0	5	1	0	1	3	0	0	0	0	1	0	0	0	0	1	90	0	0	0	1	0	1	0	1	1	0	1	4	0	1	0	2	2	1	0	1	1	0	0	3	1	0	8	0	0	0	0
T[Ins(C):R8]G	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0
T[Ins(C):R8]T	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	25	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	2	0	1	0	1	0	0	3	2	1	0	0
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	2	3	8	3	10	3	4	5	0	5	5	6	2	0	3	2	1	5	4	1	1	2	5	7	2	2	2	4	8	1	0	1	5	4	7	4	2	3	2	1	10	0	0	7	8	4	5	6	1	2	5	5	197	1	6	3	8	3	4	1	0	3	2	5	15	5	1	0	6	18	6	4	5	2	9	1	9	3	1	21	7	7	1	2
A[Ins(T):R0]C	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	3	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	1	0	2	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]G	1	1	1	0	3	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	2	0	1	1	0	1	1	0	1	0	0	1	3	0	1	1	0	2	1	0	0	0	0	3	0	3	1	1	0	0	0	0	25	1	0	2	0	0	4	0	0	0	0	0	3	1	0	0	0	1	4	0	1	1	2	0	0	0	1	4	1	0	0	0
A[Ins(T):R1]A	2	2	0	0	1	1	3	0	0	4	0	3	0	0	1	1	0	0	2	3	0	2	1	2	0	1	4	2	1	1	0	3	2	2	2	3	1	1	2	1	3	0	5	4	3	1	2	1	2	1	4	1	21	3	0	1	5	1	1	1	1	2	1	0	4	3	1	1	4	6	2	2	3	2	3	2	3	1	1	3	2	3	0	2
A[Ins(T):R1]C	0	0	0	0	1	0	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	2	1	0	1	0	0	1	3	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
A[Ins(T):R1]G	0	4	0	0	1	0	2	0	1	2	2	0	1	1	1	1	0	1	0	0	0	1	1	2	0	0	1	0	2	1	0	1	2	0	2	1	0	0	1	0	0	1	0	2	0	2	1	1	0	0	1	1	11	3	1	0	0	1	1	2	1	0	1	2	0	2	0	0	3	0	3	0	0	0	0	0	0	0	0	2	0	0	0	1
A[Ins(T):R2]A	0	2	1	2	1	1	4	1	0	3	2	0	1	2	1	1	1	1	0	2	1	2	0	2	0	0	0	2	0	0	1	0	1	1	1	2	1	1	0	2	1	0	1	2	2	0	1	1	0	1	0	0	37	1	3	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	3	1	0	0	1	2	2	2	1	8	0	2	1	0
A[Ins(T):R2]C	0	1	0	0	1	0	0	2	0	0	1	2	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	2	0	2	0	0	1	15	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	2	1	0	1	0	0	0	2	1	0	1	0	2	1	0
A[Ins(T):R2]G	1	1	1	2	0	0	0	0	0	0	1	0	0	0	1	2	1	0	2	1	0	1	0	1	0	1	1	0	2	0	0	1	1	0	3	1	0	1	1	0	1	0	1	0	1	2	1	3	0	0	2	0	54	1	0	0	1	0	0	0	0	1	0	0	6	1	0	0	0	1	1	2	1	1	0	0	1	0	0	3	2	0	0	0
A[Ins(T):R3]A	0	0	0	0	0	1	0	1	1	2	3	1	1	0	0	0	1	0	1	0	2	0	1	2	0	1	1	0	3	0	1	0	0	0	2	0	4	0	1	1	3	0	0	0	2	1	0	2	0	0	0	1	41	2	0	1	4	1	3	1	0	0	0	6	4	0	0	1	0	3	3	2	1	0	1	1	0	1	1	5	1	0	0	0
A[Ins(T):R3]C	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	18	0	1	0	1	0	2	1	0	0	0	0	0	1	0	0	1	2	0	0	0	2	1	0	2	0	0	2	0	0	0	0
A[Ins(T):R3]G	0	1	1	0	1	1	2	2	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	2	30	1	1	0	0	0	0	0	0	0	0	1	5	1	0	0	2	4	2	1	0	0	0	1	0	0	0	3	2	0	1	0
A[Ins(T):R4]A	0	1	1	3	0	0	3	1	1	0	0	1	1	0	0	0	1	0	0	1	0	3	2	2	1	3	0	1	2	2	0	0	0	1	3	3	0	3	0	1	1	0	1	1	2	3	7	1	2	0	3	0	115	0	0	2	1	0	1	3	0	0	1	2	3	0	0	1	0	2	3	1	0	0	1	0	1	1	2	3	1	1	0	0
A[Ins(T):R4]C	1	2	2	0	0	2	2	1	0	1	1	0	0	0	0	1	2	0	1	1	1	1	3	2	0	4	1	3	1	0	2	0	2	1	1	4	0	1	0	0	1	0	0	0	1	2	2	1	2	0	0	1	61	4	1	0	0	0	0	0	0	2	0	1	9	2	1	0	1	4	3	4	0	2	4	1	0	0	0	3	4	1	1	0
A[Ins(T):R4]G	0	1	1	0	0	1	3	1	0	1	0	0	1	0	0	2	1	0	0	2	1	2	0	3	0	1	0	1	2	0	2	3	0	0	1	4	2	3	1	0	1	1	0	1	4	0	1	1	0	0	0	3	83	2	1	0	0	1	6	2	0	2	1	0	8	0	0	0	0	3	8	2	1	1	3	1	1	0	1	6	1	1	1	1
A[Ins(T):R5]A	0	2	3	3	5	7	1	6	1	4	4	4	3	0	2	5	5	3	2	5	3	1	1	5	2	5	1	2	7	2	3	4	6	3	2	4	2	1	1	4	6	0	1	1	4	3	7	1	2	0	2	2	245	2	0	3	8	2	4	1	3	1	2	4	25	2	2	0	3	4	11	4	4	5	18	2	3	3	0	9	5	1	3	1
A[Ins(T):R5]C	0	1	3	8	4	7	5	0	2	1	2	5	3	1	2	2	6	0	1	2	5	6	1	9	1	11	3	1	5	2	2	1	5	5	8	10	3	6	0	2	4	3	2	1	3	4	9	2	2	1	2	2	140	0	2	1	8	2	6	3	4	3	2	5	28	0	2	2	2	7	13	6	5	4	9	3	3	1	4	11	10	2	4	1
A[Ins(T):R5]G	3	0	5	3	5	4	1	8	0	6	1	3	4	2	4	4	1	6	3	3	3	1	11	10	0	6	1	3	0	2	4	2	4	5	5	4	1	3	0	1	0	4	2	3	3	6	8	7	4	1	2	1	178	2	0	1	4	1	5	2	1	1	0	3	19	2	2	0	0	6	10	1	8	3	10	2	2	0	0	14	6	2	3	0
A[Ins(T):R6]A	5	7	5	10	1	7	15	6	3	12	8	6	6	0	7	3	3	7	4	7	6	4	5	14	1	11	4	4	10	3	6	7	5	5	8	14	6	17	1	3	12	7	4	10	8	8	10	14	4	1	4	9	568	5	1	3	22	3	7	5	4	5	3	5	26	4	4	4	13	15	13	3	9	5	10	5	4	5	6	31	16	4	8	0
A[Ins(T):R6]C	6	2	12	6	4	13	11	4	4	18	7	12	5	0	8	1	5	7	7	2	8	4	6	15	4	11	7	2	9	4	4	5	10	7	10	9	5	10	2	2	9	3	4	6	5	16	17	11	8	1	5	8	334	10	1	1	11	4	18	5	3	4	2	15	57	0	2	1	5	17	20	11	6	19	30	4	11	6	4	28	13	4	4	2
A[Ins(T):R6]G	1	3	9	14	10	7	8	7	8	13	6	9	4	1	9	9	7	10	6	12	15	9	8	15	5	16	4	5	10	7	11	5	16	12	11	12	9	13	3	3	16	8	4	7	6	13	21	12	7	3	8	9	567	8	4	3	11	4	15	7	3	6	4	11	63	4	4	2	3	20	25	10	7	12	25	6	12	7	10	48	16	5	5	4
A[Ins(T):R7]A	7	2	8	10	7	10	18	8	4	19	12	9	12	1	4	7	4	9	7	9	10	9	14	19	2	8	7	10	13	5	3	12	15	11	16	18	7	17	6	5	18	6	12	4	8	11	15	9	7	2	7	11	979	5	1	4	16	5	11	11	3	10	6	17	42	4	2	2	9	24	20	12	22	18	28	6	12	8	2	65	16	3	4	3
A[Ins(T):R7]C	5	11	15	12	4	13	23	10	1	16	10	9	8	2	9	6	7	6	8	9	13	9	17	15	3	23	5	2	11	8	12	12	8	13	16	13	8	17	7	9	14	5	7	7	6	11	14	12	6	5	1	14	500	11	1	6	16	4	15	5	3	8	4	17	55	5	0	2	8	14	16	8	12	8	28	12	11	6	4	34	10	5	8	5
A[Ins(T):R7]G	4	8	10	13	6	16	14	10	7	14	12	9	10	1	14	6	6	4	8	10	15	9	7	19	3	15	5	3	10	2	7	9	19	8	10	13	5	9	2	7	10	4	7	10	8	9	20	11	5	4	9	11	814	9	5	8	14	6	20	10	2	9	3	13	42	2	3	2	6	25	15	8	13	18	25	3	13	5	2	64	8	5	4	1
A[Ins(T):R8]A	6	3	18	9	8	14	9	7	6	15	12	16	17	1	9	3	8	14	10	10	18	14	18	23	4	26	14	8	13	6	8	11	18	12	16	18	6	17	10	10	14	5	8	12	9	10	17	17	9	3	13	15	857	15	4	5	21	5	12	6	4	14	3	14	50	6	2	3	10	26	23	14	20	17	24	9	19	6	4	54	16	7	7	5
A[Ins(T):R8]C	4	4	13	9	4	11	18	15	8	18	12	16	6	2	11	3	6	8	9	13	11	4	16	20	3	10	5	9	10	7	7	11	11	10	6	12	10	16	2	5	16	6	4	10	8	10	23	11	14	0	5	7	589	11	2	3	16	7	15	10	1	9	5	15	63	2	8	3	2	20	19	13	10	12	34	6	9	6	4	53	12	8	3	6
A[Ins(T):R8]G	4	6	12	9	10	13	16	13	4	20	11	10	7	3	5	5	6	5	7	8	15	4	11	18	3	10	8	6	8	9	7	12	13	17	9	14	8	16	5	9	13	8	8	4	11	15	26	19	8	0	6	10	746	17	5	8	22	5	14	9	4	8	5	14	39	3	3	3	5	21	16	17	10	9	24	6	7	2	5	63	11	4	3	0
A[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]A	0	1	0	1	0	1	0	0	1	0	3	1	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	2	0	2	0	1	1	0	0	0	0	2	4	0	0	0	1	1	0	0	0	6	0	0	1	3	1	0	1	0	1	0	0	2	2	0	0	0	2	1	1	0	2	0	1	1	0	0	0	0	1	1	1
C[Ins(T):R0]C	0	0	1	1	2	0	1	1	1	0	2	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	1	2	0	0	0	2	0	0	0	0	2	3	0	0	1	3	1	0	0	1	22	1	2	0	1	0	1	1	1	1	0	1	4	1	0	0	1	1	1	0	0	0	1	0	0	0	0	2	0	1	0	0
C[Ins(T):R0]G	0	1	0	0	3	0	0	1	0	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	4	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
C[Ins(T):R1]A	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	3	1	1	1	0	0	0	2	0	1	1	0	0	1	0	2	0	0	2	1	0	0	2	1	1	1	2	0	3	1	1	0	0	8	1	0	0	2	0	0	2	0	1	1	0	1	0	1	1	2	1	0	2	2	2	0	0	3	0	0	0	1	1	1	0
C[Ins(T):R1]C	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	1	1	2	0	1	2	0	1	0	0	0	0	0	0	2	0	0	1	1	12	1	3	0	1	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
