MutationType	CPCT02020318T	CPCT02010377T	CPCT02060017T	CPCT02060166T	DRUP01080024T	CPCT02300029T	CPCT02130024T	CPCT02370015T	CPCT02080291T	CPCT02330082T	CPCT02130035T	CPCT02020667T	CPCT02190030T	CPCT02070304T	CPCT02230093T	CPCT02170024T	CPCT02050342T	CPCT02130064T	CPCT02130063T	CPCT02080208T	CPCT02130066T	CPCT02130067T	CPCT02100172T	CPCT02130084T	CPCT02060220T	CPCT02100169T	CPCT02080218T	CPCT02050332T	DRUP01080031T	CPCT02040245T	DRUP01050048T	DRUP01010142T	CPCT02080224T	CPCT02260021T	CPCT02020762T	CPCT02130116T	CPCT02050342TII	CPCT02130138T	CPCT02130139T	CPCT02230115T	CPCT02010902T	CPCT02290056T	CPCT02130152T	DRUP01170003T	DRUP01010095T	DRUP01030024T	CPCT02040292T	DRUP01050035T	CPCT02020577T	CPCT02050263T	DRUP01010108T	DRUP01010109T	DRUP01010113T	CPCT02120059T	CPCT02170010T	CPCT02030398T	CPCT02050250T	CPCT02050076TII	CPCT02050182T	CPCT02070187T	CPCT02030373T	CPCT02020589T	CPCT02040154T	CPCT02050091T	CPCT02020406T	CPCT02020405T	CPCT02070052T	CPCT02060063T	CPCT02230004T	CPCT02300006T	CPCT02080066T	CPCT02010492T	CPCT02020460T	DRUP01010019T	CPCT02050133T	CPCT02050144T	CPCT02050286T	CPCT02130006T	CPCT02130003T	CPCT02340039T	CPCT02230075T	CPCT02080169T	CPCT02150005T	WIDE01010522T	WIDE01010696T
G[Ins(C):R6]T	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	24	0	56	28	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
G[Ins(C):R7]A	0	0	2	0	1	2	0	0	1	0	1	0	0	0	0	1	0	2	0	2	0	1	0	2	0	3	3	0	73	0	131	74	0	0	0	0	0	0	0	1	1	2	0	0	1	1	0	0	0	2	6	1	0	1	1	3	1	0	0	2	1	1	1	0	0	0	0	0	1	2	0	0	0	2	3	2	3	1	0	1	0	1	0	0	0
G[Ins(C):R7]G	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	32	0	40	31	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
G[Ins(C):R7]T	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	34	0	42	28	0	0	0	2	0	0	1	0	1	0	0	0	1	0	2	0	0	0	4	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2
G[Ins(C):R8]A	0	1	0	1	0	2	1	0	1	0	0	0	0	0	2	1	0	0	1	0	1	1	0	0	0	1	1	0	44	1	86	41	0	1	0	0	0	0	0	0	3	0	0	0	3	0	2	2	3	2	2	1	0	1	0	0	0	1	1	1	4	1	0	0	1	3	1	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0
G[Ins(C):R8]G	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	13	0	20	10	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R8]T	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	16	0	25	18	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]A	1	1	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	1	4	1	5	2	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1
T[Ins(C):R0]G	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
T[Ins(C):R0]T	2	0	3	2	0	3	2	0	0	1	3	2	3	0	1	4	4	4	4	0	0	2	0	0	1	7	3	1	36	3	40	18	1	0	0	3	4	0	6	0	1	2	0	0	0	0	0	4	1	2	11	0	0	5	1	1	1	1	2	3	2	1	0	1	0	1	3	4	2	1	0	2	0	1	5	8	4	2	0	1	0	0	0	1	1
T[Ins(C):R1]A	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	0	1	1	0	0	1	3	0	7	1	0	1	0	0	3	0	1	1	2	0	0	1	1	2	0	1	1	0	2	2	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	1	0	0
T[Ins(C):R1]G	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
T[Ins(C):R1]T	0	1	0	1	0	0	3	0	0	1	1	0	0	1	0	1	0	1	0	1	2	2	1	2	0	1	1	0	9	0	6	4	0	0	1	1	0	1	1	0	1	1	1	1	1	1	2	2	0	0	4	0	2	2	0	2	2	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	3	1	1	0	0	0	0	1	0	0
T[Ins(C):R2]A	0	0	1	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	2	0	0	1	0	0	0	2	0	0	4	0	4	1	1	0	0	0	0	0	0	0	1	1	0	2	1	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
T[Ins(C):R2]G	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
T[Ins(C):R2]T	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	0	1	11	2	0	1	0	0	0	1	0	0	2	0	0	0	2	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0
T[Ins(C):R3]A	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	4	1	9	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1
T[Ins(C):R3]G	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R3]T	2	0	0	1	0	0	1	1	0	1	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	1	1	0	6	0	12	4	0	1	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	2	1	2	0	2	2	0	0	0	0	0
T[Ins(C):R4]A	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	3	0	81	0	66	47	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	2	1	1	1	0	0	0	0	0
T[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R4]T	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	3	1	0	21	2	48	22	0	2	0	0	0	0	1	0	1	0	0	0	1	0	1	2	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	1	0	0
T[Ins(C):R5]A	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	30	1	32	15	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	4	1	2	1	0	0	0	0	0	0
T[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	11	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
T[Ins(C):R5]T	1	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	0	2	0	0	0	0	3	1	0	33	0	53	22	1	1	0	0	0	1	1	0	1	0	0	0	2	0	0	3	1	1	2	0	0	0	1	0	1	1	0	1	2	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0	0	1	2	1	0	1	0	0
T[Ins(C):R6]A	1	0	0	0	1	0	1	0	0	0	1	2	0	1	0	0	1	0	3	0	1	2	0	0	0	0	2	0	36	0	64	27	0	1	0	0	1	0	1	0	0	2	0	0	1	0	0	1	0	0	6	2	0	1	0	0	0	0	0	1	1	0	1	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
T[Ins(C):R6]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	21	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
T[Ins(C):R6]T	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	16	0	41	17	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	1	2	0	1	0	0	1	1	1	0	0	2	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0
T[Ins(C):R7]A	0	1	0	1	1	0	1	0	1	1	1	1	2	2	2	0	1	3	0	0	5	0	0	0	1	3	2	0	78	2	119	55	0	0	0	0	0	0	1	1	1	1	0	0	2	0	0	1	0	2	3	3	0	5	0	1	0	2	0	0	2	0	0	1	1	1	0	0	3	0	0	0	0	2	5	2	0	2	0	1	0	0	0	2	0
T[Ins(C):R7]G	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	30	0	40	26	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
T[Ins(C):R7]T	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	20	0	32	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
T[Ins(C):R8]A	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	2	1	0	0	4	1	0	0	1	1	1	0	63	1	76	45	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	3	0	0	13	0	0	2	0	0	0	1	0	0	4	1	1	0	0	0	2	0	1	0	0	0	0	1	2	1	1	1	1	2	0	0	0	0	0
T[Ins(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	19	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
T[Ins(C):R8]T	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	15	0	32	12	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	2	1	1	4	2	5	2	2	3	0	4	1	2	4	2	2	4	2	7	1	3	2	1	4	2	9	5	2	74	5	109	38	2	0	3	4	5	3	9	2	1	6	4	3	7	3	2	11	4	6	18	2	2	10	0	5	2	5	1	2	9	2	1	1	2	5	4	4	3	2	0	0	1	4	7	19	12	2	1	9	1	3	1	2	1
A[Ins(T):R0]C	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	1	1	0	6	0	7	2	1	0	0	0	0	0	1	0	0	2	0	0	1	1	1	2	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	2	0	0	3	1	0	0	1	1	0	1	0
A[Ins(T):R0]G	0	0	1	1	4	1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	1	0	0	0	1	0	0	15	0	32	15	0	3	1	1	0	1	2	0	0	1	0	0	0	0	0	0	0	1	2	0	0	2	1	0	1	0	1	0	1	1	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R1]A	5	0	3	1	2	1	1	3	2	1	4	1	5	4	2	2	4	1	1	1	7	2	2	1	3	4	4	1	8	0	17	6	3	1	2	1	5	2	3	4	2	3	0	1	1	1	3	2	2	0	8	0	4	6	1	2	2	3	0	2	1	1	2	1	2	0	3	3	0	2	1	1	1	2	2	5	3	2	0	1	1	2	0	1	0
A[Ins(T):R1]C	0	0	0	0	2	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	3	1	3	1	0	0	0	0	1	1	1	0	0	4	0	2	1	0	0	1	2	0	0	0	1	0	1	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	2	3	0	1	0	0	0	0	1
A[Ins(T):R1]G	0	0	0	0	0	0	0	1	0	3	0	1	2	1	1	2	0	1	2	0	1	0	0	1	0	0	1	0	13	0	13	3	0	0	1	0	0	0	1	1	1	1	0	0	0	2	1	1	2	0	2	0	3	2	2	0	0	3	0	0	4	0	0	0	1	0	2	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0
A[Ins(T):R2]A	1	1	0	1	1	2	0	1	1	3	0	1	1	2	5	1	6	1	3	1	1	3	0	3	1	0	1	1	25	5	29	12	4	0	0	0	5	0	1	0	0	1	1	0	0	1	3	2	1	1	6	1	2	1	3	3	3	4	1	1	4	1	1	1	0	0	1	1	2	0	1	0	3	3	0	7	1	0	0	1	0	4	1	0	0
A[Ins(T):R2]C	0	1	2	1	0	1	0	0	1	1	2	0	0	0	0	1	2	1	1	0	2	1	1	0	0	1	1	0	2	0	23	9	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	1	0	3	0	2	1	1	2	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	1	0	1	0	1	0	0
A[Ins(T):R2]G	1	2	0	0	1	3	1	1	2	3	1	0	2	1	1	1	0	0	0	1	6	2	1	0	0	0	1	1	16	0	74	30	1	0	0	1	0	1	2	0	0	1	0	0	0	0	0	2	2	1	3	2	1	1	0	1	0	0	1	1	6	1	1	1	0	0	0	0	1	1	1	0	2	3	0	2	1	1	1	0	0	0	1	0	0
A[Ins(T):R3]A	0	1	3	1	1	1	2	1	0	0	2	0	1	1	0	0	2	0	0	1	3	1	0	0	2	1	5	0	16	3	37	14	0	0	1	2	2	1	3	0	1	1	1	0	2	1	1	1	0	3	10	0	1	3	0	1	1	3	2	2	1	0	1	2	1	3	0	3	1	2	0	1	1	1	1	6	0	1	1	1	1	0	0	0	0
A[Ins(T):R3]C	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	5	0	19	6	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	0	0	0	6	0	0	0	0	0	0	0	1	1	2	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
A[Ins(T):R3]G	0	1	1	0	1	1	1	0	0	0	1	0	2	0	0	1	0	0	2	1	1	1	0	1	2	1	3	1	9	0	36	18	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	2	2	1	1	4	1	0	0	0	0	1	5	0	0	0	0	0	2	0	2	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0
A[Ins(T):R4]A	0	0	1	1	0	2	0	1	1	0	1	3	1	0	1	0	1	0	1	0	0	2	0	1	1	0	2	0	39	0	87	32	0	0	1	0	1	1	4	2	3	1	0	0	2	0	1	1	0	0	12	2	1	1	1	2	1	0	1	3	6	0	0	1	1	2	1	4	0	1	2	0	0	0	2	4	2	4	0	0	2	1	1	1	0
A[Ins(T):R4]C	1	2	1	0	1	1	0	1	0	1	1	2	2	0	1	1	1	0	1	1	3	0	0	1	1	4	3	0	24	3	83	24	0	0	0	1	1	2	5	1	2	0	0	1	3	1	1	1	2	0	4	1	0	2	0	1	0	0	2	1	2	1	1	0	1	3	3	2	0	3	2	0	0	3	3	4	2	7	0	4	0	1	0	1	1
A[Ins(T):R4]G	1	1	2	0	0	2	1	0	0	1	2	3	1	2	2	1	0	1	1	0	3	1	1	1	1	1	3	0	41	1	79	34	0	1	2	1	0	0	1	5	3	3	2	1	4	3	2	2	0	0	7	0	0	3	1	0	0	1	1	2	4	0	1	0	0	2	2	2	1	2	0	0	0	2	3	2	2	0	2	0	1	0	2	1	1
A[Ins(T):R5]A	1	3	2	3	0	8	6	0	6	0	4	2	3	2	4	4	2	1	3	0	6	0	0	4	2	4	6	1	115	12	257	91	1	4	1	1	2	6	4	4	6	6	0	0	7	5	5	4	1	6	20	3	1	13	1	4	2	5	3	5	3	2	2	1	2	9	2	2	3	3	1	0	0	5	7	14	0	7	2	3	2	0	3	1	1
A[Ins(T):R5]C	3	3	5	1	1	7	2	1	2	0	5	2	3	4	3	4	5	3	8	1	3	6	0	6	5	3	9	2	74	10	192	84	1	4	0	2	5	3	8	3	5	2	1	0	5	5	2	9	3	5	19	3	1	17	2	2	1	13	1	4	14	0	3	1	5	10	3	2	6	2	0	2	2	9	6	13	2	6	3	4	1	5	0	1	1
A[Ins(T):R5]G	3	1	2	2	1	5	2	0	2	0	7	3	2	4	3	2	4	1	4	1	5	8	1	7	4	2	11	3	89	10	219	93	3	1	4	1	5	3	11	2	4	5	1	0	5	3	0	4	2	5	16	2	2	7	2	3	3	5	3	2	7	1	3	2	6	9	4	7	6	1	2	0	2	4	4	7	4	4	3	6	1	0	4	1	2
A[Ins(T):R6]A	5	6	8	4	2	11	3	2	1	2	13	7	8	11	9	6	6	5	5	4	15	7	1	8	5	15	7	1	211	20	480	183	9	5	2	5	6	5	13	1	7	5	3	1	14	10	3	14	10	3	48	4	5	15	5	3	8	11	3	8	10	4	4	1	4	12	12	4	7	4	2	0	1	14	14	21	11	12	2	5	4	5	2	0	4
A[Ins(T):R6]C	4	6	11	9	3	20	4	3	3	7	17	6	8	10	10	5	12	3	12	4	12	5	6	11	9	13	15	1	173	24	426	181	3	4	1	8	11	5	18	6	13	11	1	4	16	11	11	10	5	7	48	7	2	28	2	1	7	8	8	8	17	4	7	5	7	15	10	4	12	7	3	0	4	21	16	29	12	11	5	17	5	5	2	1	4
A[Ins(T):R6]G	5	13	8	10	3	21	7	2	7	6	9	8	8	9	15	10	7	5	14	3	16	10	2	4	11	16	16	4	290	31	661	313	6	2	3	7	7	5	10	2	19	6	1	0	26	8	10	16	6	14	60	9	3	24	0	11	8	16	2	10	18	5	7	1	2	22	16	4	13	9	2	1	2	27	17	22	11	12	3	10	0	4	2	2	3
A[Ins(T):R7]A	8	6	4	4	0	14	6	1	7	3	15	3	8	13	11	6	8	6	13	0	19	8	2	10	14	17	29	7	361	22	678	298	6	3	3	6	8	11	13	4	10	12	4	3	12	12	9	14	7	12	86	3	5	31	2	4	6	13	7	13	20	5	8	4	6	12	17	6	7	6	2	1	1	15	19	44	15	14	2	8	2	10	2	5	2
A[Ins(T):R7]C	9	9	9	12	2	19	7	1	7	5	13	7	1	12	12	3	7	3	9	1	16	9	2	9	12	21	17	3	221	25	541	239	6	3	1	10	7	7	15	9	23	3	4	1	25	11	16	13	2	19	58	10	2	23	9	12	11	5	4	18	24	7	11	1	4	19	12	9	12	10	5	0	2	26	15	34	15	9	2	15	1	3	1	1	3
A[Ins(T):R7]G	8	5	9	8	0	16	5	1	9	3	11	11	14	11	16	2	8	7	14	0	17	12	0	4	6	15	13	2	308	20	721	323	5	8	1	4	8	5	10	3	18	13	5	3	24	12	14	15	7	6	66	8	1	38	4	12	8	20	5	15	18	4	6	1	4	10	5	5	10	5	5	0	0	15	26	33	7	9	2	15	5	2	3	5	3
A[Ins(T):R8]A	5	9	12	9	3	15	8	1	7	3	13	9	5	12	11	10	15	9	18	3	20	14	3	14	11	24	35	5	373	46	796	337	5	10	5	8	15	6	13	9	16	10	1	3	23	9	13	23	11	7	77	12	5	36	3	7	13	14	6	9	18	5	8	6	6	13	17	8	13	20	3	0	2	13	29	45	15	16	3	14	4	10	4	4	3
A[Ins(T):R8]C	5	8	10	6	3	22	9	0	6	7	9	5	5	14	13	5	14	8	12	3	18	14	2	14	8	13	24	4	274	37	644	263	5	5	6	6	13	11	12	4	24	4	6	4	29	4	12	10	13	11	63	12	0	22	3	6	7	11	3	20	23	6	13	3	2	11	16	11	7	13	4	0	1	24	18	37	8	15	2	10	5	8	2	0	5
A[Ins(T):R8]G	7	5	7	8	3	15	9	3	4	4	14	5	7	8	12	9	8	3	15	1	23	12	4	6	14	18	22	6	369	22	831	326	5	7	6	10	8	7	10	3	27	14	3	2	33	9	15	18	10	10	59	12	6	32	3	11	8	19	4	12	28	0	10	6	4	9	18	6	6	8	1	1	3	15	24	45	15	11	2	15	3	7	3	2	3
A[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]A	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	2	4	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	2	0	1	1	1	0	2	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	2	0	0	0	0	0	0	0
C[Ins(T):R0]C	1	0	2	2	0	1	0	0	3	0	0	0	0	0	0	0	1	1	2	0	2	0	0	4	0	1	2	0	11	1	20	4	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	4	0	1	3	0	1	3	0	0	0	2	0	0	1	0	0	0	0	0	0	1	2	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
