MutationType	SP18310	SP17172	SP96133	SP110242	SP114330	SP21017	SP22383	SP81312	SP22031	SP96112	SP19215	SP96120	SP16886	SP96124	SP19295	SP19670	SP17905	SP16934	SP20993	SP19983	SP18121	SP96122	SP119755	SP96126	SP19606	SP96118	SP21528	SP21400	SP23078	SP17430	SP96110	SP18946	SP21057	SP22750	SP19750	SP17016	SP16958	SP17329	SP96116	SP96129	SP21193	SP18787	SP96114	SP19582	SP17294	SP80367	SP82087	SP80615	SP80271	SP81172	SP81840	SP80657	SP81494	SP81711	SP80423	SP80754	SP81440	SP80950	SP82103	SP81137
C[Ins(T):R7]G	432	151	265	562	13	379	256	74	26	5	257	19	45	16	16	15	98	12	17	19	589	38	16	34	2	42	18	79	9	6	11	76	14	13	13	12	20	7	13	7	6	24	18	2	24	3	5	131	11	5	21	9	14	23	7	10	2	5	14	12
C[Ins(T):R8]A	397	163	223	562	14	401	239	95	28	5	195	19	70	12	40	14	125	16	18	18	435	21	22	41	6	5	16	79	7	8	9	126	11	12	14	10	20	7	23	12	12	27	10	5	15	9	5	173	14	2	21	4	8	22	9	13	7	3	16	16
C[Ins(T):R8]C	384	156	212	572	12	420	245	126	49	8	194	12	96	19	43	15	168	13	22	28	551	27	21	50	11	8	17	119	9	6	8	176	11	10	13	14	20	9	11	10	7	22	23	2	19	9	14	209	11	2	18	8	5	29	10	11	5	7	27	23
C[Ins(T):R8]G	550	248	288	772	27	563	281	66	24	8	256	26	39	30	25	18	73	17	34	21	765	37	28	52	10	12	18	71	7	13	7	80	26	23	19	14	23	6	24	19	14	33	10	5	38	14	17	132	16	8	39	10	10	36	10	12	8	6	22	30
C[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]A	0	1	2	2	0	0	0	2	0	1	1	2	0	0	2	0	2	0	1	0	2	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	3
G[Ins(T):R0]C	0	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0
G[Ins(T):R0]G	16	1	4	10	0	14	3	1	0	0	8	0	2	0	1	0	3	0	0	1	11	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	4	0	0	2	0	1	2	0	1	0	0	0	2
G[Ins(T):R1]A	0	0	3	7	5	3	8	1	0	4	1	1	3	3	2	2	1	5	1	2	3	6	2	4	4	0	5	1	3	1	3	2	2	2	1	7	3	5	0	8	1	1	5	1	5	0	2	3	6	1	5	1	2	1	2	3	0	2	2	1
G[Ins(T):R1]C	1	0	1	1	1	2	2	0	0	0	1	0	1	1	1	0	3	0	0	0	3	1	1	1	1	0	0	0	2	0	1	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	1	1	0	3	0	0	0	0
G[Ins(T):R1]G	9	5	5	4	0	11	6	1	1	1	5	1	3	2	3	2	2	1	0	0	11	0	1	1	2	0	0	2	0	0	0	2	0	2	0	0	2	0	1	1	1	1	1	0	1	2	1	6	0	2	1	1	2	2	2	1	0	0	1	0
G[Ins(T):R2]A	4	1	5	8	0	3	2	0	0	0	4	1	0	0	1	1	1	1	0	0	3	0	1	2	0	0	1	0	0	0	0	3	1	0	0	1	2	0	1	1	1	1	0	0	1	0	0	2	2	0	0	0	0	0	1	0	1	0	0	1
G[Ins(T):R2]C	11	2	3	3	1	5	1	0	0	0	3	0	1	0	0	1	0	0	0	0	7	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	3	0
G[Ins(T):R2]G	42	12	24	46	0	26	28	0	0	0	26	2	2	0	1	1	0	1	0	1	49	0	0	1	1	10	2	0	1	0	1	2	2	3	0	0	1	0	1	0	3	1	1	0	0	1	0	2	1	0	4	0	1	2	2	1	1	0	1	0
G[Ins(T):R3]A	4	3	4	6	0	4	3	2	0	0	1	0	1	0	1	0	2	0	0	0	3	0	1	0	1	1	1	0	0	0	0	2	2	0	1	0	2	0	0	2	0	0	0	0	0	0	1	1	0	2	1	1	0	1	0	0	1	0	1	0
G[Ins(T):R3]C	10	2	8	19	0	4	5	0	2	0	5	1	2	3	1	0	2	0	0	1	6	0	0	1	1	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0
G[Ins(T):R3]G	32	9	15	32	1	14	14	4	0	1	11	3	2	1	2	0	8	0	1	0	24	1	1	0	0	4	0	1	1	0	1	2	1	1	0	1	1	2	0	1	0	0	0	1	1	0	0	2	0	0	3	0	0	2	1	1	1	0	1	1
G[Ins(T):R4]A	17	5	13	14	0	14	6	4	2	1	11	0	1	0	1	0	20	1	0	2	11	0	1	0	0	5	0	6	0	1	0	5	1	0	0	0	3	1	1	0	1	1	2	0	1	0	0	9	0	2	2	0	0	0	0	2	0	0	0	0
G[Ins(T):R4]C	12	5	12	22	0	13	10	6	0	1	6	1	3	1	0	1	9	1	2	1	18	1	1	2	0	2	0	3	1	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	11	1	1	0	1	0	0	0	0	1	1	0	1
G[Ins(T):R4]G	61	12	41	53	0	55	41	2	2	0	33	0	2	4	0	0	23	0	1	1	65	3	2	2	0	13	0	6	1	0	2	10	3	0	0	1	1	0	0	2	1	2	2	0	1	1	1	17	1	0	0	0	1	1	0	3	0	0	1	3
G[Ins(T):R5]A	75	22	38	75	3	54	50	60	31	0	47	4	72	2	46	2	160	2	3	4	69	3	1	3	3	16	5	63	2	1	1	104	1	4	1	1	4	0	2	2	1	6	1	1	1	0	1	112	5	1	3	0	2	4	2	1	1	3	1	2
G[Ins(T):R5]C	64	18	52	67	0	62	32	61	43	0	42	3	56	1	40	0	149	0	2	5	98	7	2	7	0	8	0	76	2	1	1	53	4	2	2	2	6	2	5	3	0	7	3	1	2	1	1	140	2	0	5	1	1	5	0	2	2	1	2	3
G[Ins(T):R5]G	85	30	50	134	0	79	53	22	18	1	45	4	40	1	17	3	102	1	3	6	166	4	2	7	0	14	0	39	1	1	0	46	1	2	0	0	3	2	1	5	1	1	1	2	1	3	5	78	0	1	1	1	1	6	3	0	0	2	0	0
G[Ins(T):R6]A	270	76	177	304	8	235	148	205	68	3	153	9	138	14	65	6	328	9	10	13	292	8	4	16	4	46	7	215	11	5	7	178	3	4	8	8	9	6	8	10	2	9	10	0	7	6	8	256	9	8	11	3	2	9	4	4	2	3	8	12
G[Ins(T):R6]C	335	72	205	475	14	331	197	201	62	7	177	11	160	4	81	10	385	5	16	17	524	21	19	28	6	67	19	251	2	6	4	207	15	14	12	8	20	5	9	13	9	18	10	5	14	4	7	299	9	5	18	6	14	18	7	6	2	7	20	18
G[Ins(T):R6]G	671	168	317	850	13	593	328	94	43	6	354	22	69	10	48	11	169	8	22	20	965	29	17	38	8	94	12	109	2	2	6	101	18	6	16	10	16	5	14	13	2	36	15	7	17	7	4	155	10	3	22	2	16	27	5	7	3	5	23	18
G[Ins(T):R7]A	453	206	307	574	12	435	252	132	65	8	272	13	86	13	65	11	271	12	25	17	493	14	12	29	2	42	15	144	3	4	7	176	9	12	11	14	21	7	14	10	16	23	16	3	18	4	13	197	10	6	23	5	7	20	6	6	2	10	21	15
G[Ins(T):R7]C	412	127	214	495	13	374	229	127	54	9	237	14	117	22	49	10	238	5	18	13	593	27	18	30	4	53	15	171	4	10	3	155	14	12	10	11	17	8	10	12	9	19	13	2	17	9	7	272	9	5	16	8	11	19	3	9	2	4	17	18
G[Ins(T):R7]G	749	239	403	1004	16	694	415	74	25	7	438	26	58	24	30	14	112	19	26	19	1033	26	30	37	10	64	12	79	7	6	14	115	17	18	20	12	35	12	18	11	10	33	20	5	28	7	14	126	15	5	36	6	15	36	7	8	19	6	36	28
G[Ins(T):R8]A	425	166	194	571	15	448	226	74	34	10	215	10	67	12	46	14	92	14	16	19	564	16	22	33	8	5	15	72	5	4	7	96	16	14	13	7	16	7	16	8	10	26	12	1	20	4	15	128	15	3	23	9	5	16	9	5	5	12	20	9
G[Ins(T):R8]C	384	150	206	542	14	445	247	71	37	10	218	21	65	14	46	18	112	9	15	21	572	25	17	34	5	5	18	99	4	5	13	137	16	9	15	14	16	7	21	13	7	30	10	6	21	9	5	167	13	5	23	15	10	30	12	10	3	6	23	19
G[Ins(T):R8]G	679	265	331	829	16	727	336	68	26	10	247	19	47	19	26	17	56	13	28	16	860	20	17	66	13	11	19	55	8	7	16	87	24	13	19	20	25	9	21	22	17	33	19	3	26	13	13	109	17	12	32	8	12	42	8	9	3	4	20	28
G[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del2:U1:R1	19	6	12	7	6	9	9	0	1	3	10	3	4	5	6	1	3	4	3	5	1	4	2	6	2	2	1	2	4	3	2	6	6	3	2	5	5	1	2	5	2	4	4	2	6	2	5	6	2	1	3	2	3	3	7	8	3	4	2	1
Del3:U1:R1	25	8	1	15	1	13	5	0	0	0	13	2	3	1	2	2	0	2	2	1	8	2	1	1	1	0	1	2	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	3	0	6	0	2	1	0	0	3	2	2	0	0	1	4
Del4:U1:R1	5	2	2	3	0	3	1	0	1	0	4	2	0	1	2	0	1	0	1	0	5	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	2	3	0	1	0	1	1	1	1	1	0	1	1	1	2	1	0	5	1	1	0	1	0	1
Del5:U1:R1	1	1	2	3	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	2	0	1	0	0	0	1	0
Del6:U1:R1	1	0	0	4	0	2	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
Del7:U1:R1	2	1	1	3	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	1	0	1	0	0	0	1
Del8:U1:R1	1	0	0	2	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	2	0	0	1	0	0	0
Del9:U1:R1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Del(10,):U1:R1	6	3	4	4	2	2	1	0	2	1	0	3	2	2	1	2	0	2	1	0	0	2	1	2	0	1	2	1	3	1	0	1	2	1	1	4	7	2	3	3	0	5	1	0	0	1	3	8	0	1	4	1	0	4	1	4	0	0	1	9
Del2:U(2,):R1	161	70	90	167	6	137	65	3	6	4	89	8	3	5	3	4	11	3	4	6	112	7	8	6	11	12	8	5	1	3	3	10	4	4	1	6	7	1	3	4	3	8	7	2	5	4	6	19	6	6	1	4	3	5	6	4	0	5	2	4
Del3:U(2,):R1	10	3	5	9	7	10	10	1	1	0	6	0	2	1	2	2	2	0	0	4	7	1	0	2	1	2	0	1	1	3	1	1	2	0	2	1	9	0	1	0	3	5	4	0	4	2	1	3	2	1	1	1	2	1	3	1	2	2	2	3
Del4:U(2,):R1	10	1	3	6	0	4	5	1	0	0	2	0	4	0	0	0	2	0	4	3	2	0	1	1	1	1	1	0	0	1	1	1	3	0	0	1	4	1	2	3	2	4	1	2	1	1	1	2	1	1	2	1	1	1	3	0	2	0	0	1
Del5:U(2,):R1	1	0	4	1	1	4	2	0	0	0	1	3	0	0	1	2	1	0	0	2	2	1	1	1	0	2	1	0	3	1	0	2	1	2	2	1	4	0	1	2	1	3	1	0	1	0	0	3	1	0	2	1	0	1	0	2	0	0	0	1
Del6:U(2,):R1	0	0	1	3	1	2	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	2	1	1	0	0	0	0	2	0	0	2	3	2	0	0	3	0	1	1	0	0	0	0	0	0	0	2	0	1	1	1	0	1	2	1	0	2	0	2
Del7:U(2,):R1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0	1	2	3	0	0	0	2	1	1	0	0	0	2	0	1	0	0	1	5	1	0	2	0	2	1	1	0	1	0	1
Del8:U(2,):R1	3	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	1
Del9:U(2,):R1	0	0	0	0	1	1	1	0	0	1	0	2	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	2	0	0	1	1	0	0	1	0	2	0	0	1	0	1	1	1	1	1	0	5	0	0	0	0	0	2
Del(10,):U(2,):R1	11	6	9	16	3	6	8	4	1	5	1	9	5	5	6	4	1	6	1	4	6	5	9	4	2	4	4	0	13	2	7	6	1	4	5	0	18	3	2	7	2	5	4	1	0	8	5	11	3	1	8	1	2	7	1	16	1	1	1	16
Del2:U1:R3	72	8	32	53	5	26	42	2	1	3	31	7	4	3	1	5	8	4	4	9	44	6	6	4	6	12	5	4	1	2	5	7	5	10	4	6	8	0	2	5	4	4	6	0	6	2	6	10	3	1	2	2	3	5	6	5	2	3	3	6
Del2:U1:R4	37	3	26	38	1	14	42	2	0	1	40	3	2	2	1	2	1	3	1	0	21	3	3	2	2	8	1	2	0	1	7	3	3	5	1	4	7	5	2	5	0	0	3	0	3	0	1	2	2	3	3	1	4	6	0	10	1	3	1	1
Del2:U1:R(5,9)	1773	197	395	1060	2	976	553	6	1	4	987	3	3	2	4	2	4	2	6	1	591	3	5	2	1	36	1	3	4	0	4	15	2	2	1	4	7	1	2	1	5	5	8	1	4	3	3	11	3	2	4	1	7	7	4	1	0	5	0	6
Del2:U2:R2	247	49	159	188	6	103	170	8	6	10	139	22	10	11	8	13	16	10	28	23	116	27	25	20	9	40	18	3	12	11	20	28	22	22	9	20	33	9	13	27	18	11	20	8	11	5	11	14	9	8	10	8	12	18	14	14	3	9	9	13
Del2:U2:R3	168	19	90	105	5	88	92	7	4	3	101	6	2	4	8	1	6	5	5	8	93	4	5	6	1	12	10	4	3	2	7	4	9	3	3	3	5	4	6	7	1	4	5	1	3	1	3	4	6	1	0	2	2	9	6	3	2	3	3	7
Del2:U2:R4	365	22	183	252	0	235	183	4	1	1	167	3	3	1	0	0	3	2	4	3	226	1	1	2	2	29	3	0	0	2	3	7	5	1	0	2	5	0	1	2	0	1	0	0	0	0	1	5	0	0	0	0	0	2	1	1	1	0	0	1
Del2:U2:R(5,9)	1796	85	938	1492	3	1825	924	14	2	0	753	4	2	5	2	2	10	0	0	3	1256	2	3	6	0	122	0	4	0	0	2	18	3	1	1	5	3	1	1	2	2	2	5	0	3	0	2	4	2	0	2	0	2	2	1	2	1	1	0	1
Del3:U1:R4	1	1	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	1	0	0	0	1	1	1	1	0	0	0	2
Del3:U1:R(5,9)	19	0	5	18	0	16	11	1	0	0	9	2	0	0	0	0	0	2	3	2	9	1	0	2	1	0	0	0	4	0	0	2	2	0	1	0	0	0	1	0	0	0	1	0	2	2	0	2	0	1	1	0	0	7	1	3	0	0	0	2
Del3:U3:R2	292	12	155	209	14	119	184	8	9	9	146	18	7	14	6	5	11	13	13	27	123	22	18	14	7	39	12	3	15	9	12	12	18	13	12	17	28	9	5	29	6	20	17	8	14	7	15	12	9	6	16	6	6	24	11	9	6	11	15	10
Del3:U3:R3	104	3	67	71	4	45	58	4	2	4	55	3	2	6	2	3	4	2	5	6	59	4	6	6	2	14	4	1	2	3	10	3	8	2	2	6	5	0	3	3	3	9	5	4	2	4	5	4	5	2	4	1	2	6	11	1	1	4	4	1
Del3:U3:R4	44	1	17	33	0	29	19	0	2	0	17	2	1	1	0	1	1	1	0	2	23	2	1	0	0	2	0	0	1	1	2	1	0	1	1	2	3	2	0	3	1	2	1	1	1	0	0	1	1	0	2	1	0	2	3	0	0	1	1	1
Del3:U3:R(5,9)	66	1	46	84	1	77	42	1	0	2	48	0	3	2	0	0	1	0	0	0	61	0	1	1	0	9	1	1	0	0	1	2	0	0	2	0	1	0	3	1	2	0	2	0	0	0	0	3	0	1	1	0	0	2	1	0	0	2	1	0
Del4:U1:R(5,9)	1	0	1	2	0	1	3	1	0	0	0	0	0	1	1	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0
Del4:U2:R3	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
Del4:U2:R4	12	0	2	6	0	6	3	1	0	1	0	2	0	0	0	0	0	2	1	0	6	1	0	0	0	1	1	0	0	2	0	0	0	0	0	2	2	1	0	2	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Del4:U2:R(5,9)	26	2	9	14	1	18	7	1	1	0	15	1	1	0	1	0	0	0	1	1	11	1	1	0	0	2	0	0	1	0	0	1	1	0	0	1	3	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	1	0
Del4:U4:R2	114	5	66	86	8	41	65	1	2	6	59	5	4	5	2	3	10	6	2	14	45	13	10	6	7	19	8	6	1	6	3	10	11	4	2	6	14	5	5	13	5	10	6	7	7	7	8	7	7	5	3	9	1	9	17	10	2	7	7	2
Del4:U4:R3	26	2	18	19	1	15	13	0	1	0	16	2	2	1	2	3	1	1	2	3	16	2	1	1	0	3	0	0	0	3	2	0	1	4	2	4	4	1	0	3	0	0	1	1	3	0	1	1	0	1	3	0	1	1	0	1	1	3	1	1
Del4:U4:R4	24	0	8	16	0	20	16	1	0	1	14	0	0	1	1	0	0	1	1	3	9	0	3	0	0	0	0	0	0	0	2	5	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0
Del4:U4:R(5,9)	39	0	28	32	0	45	25	0	0	0	21	0	0	1	0	0	0	0	0	0	19	0	1	0	1	2	0	0	1	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
Del5:U1:R(5,9)	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Del5:U5:R2	13	2	7	8	0	5	5	2	0	3	6	2	0	0	2	0	1	0	2	2	0	1	2	3	0	0	0	2	2	1	0	3	0	1	0	3	1	2	2	6	0	1	1	1	1	0	1	0	2	1	1	0	3	2	3	0	0	3	2	0
Del5:U5:R3	5	1	5	10	0	5	4	0	0	0	3	0	0	0	1	0	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Del5:U5:R4	7	0	6	6	0	8	4	0	0	0	3	0	0	0	0	0	0	0	1	0	6	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Del5:U5:R(5,9)	6	0	5	3	0	9	5	0	0	0	2	0	0	1	0	0	0	1	0	0	6	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Del(6,):U1:R(7,9)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Del(6,):U2:R(4,9)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U3:R(3,9)	2	0	3	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Del(6,):U(4,):R(2,9)	34	0	13	28	1	23	8	1	1	0	9	3	2	2	2	0	1	1	5	4	5	2	2	2	1	0	1	0	1	0	1	0	3	3	3	1	3	0	1	2	1	0	2	2	1	0	2	4	3	1	3	0	1	5	7	1	0	1	1	4
Ins(2,4):M	58	42	47	91	6	62	19	77	19	3	10	15	89	5	23	5	82	9	8	10	31	2	6	10	9	1	4	46	7	5	4	69	7	2	4	3	13	2	8	3	3	11	4	4	9	11	1	183	7	5	4	6	4	8	4	0	1	0	4	51
Ins(5,):M	13	9	8	31	5	16	6	11	8	2	4	4	21	3	3	0	13	2	1	2	4	4	5	3	3	0	0	14	3	0	0	18	1	0	1	1	7	1	8	1	2	1	2	2	1	4	0	40	1	2	2	2	2	4	2	1	0	0	1	9
Ins2:U1:R0	1	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	3	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0
Ins3:U1:R0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins2:U2:R0	11	5	5	13	2	8	2	3	0	0	2	1	5	0	3	2	9	3	1	2	8	0	2	3	1	1	0	2	1	0	1	3	0	1	1	1	2	0	2	0	1	1	3	0	2	1	0	13	0	3	2	2	0	0	0	0	1	0	1	0
Ins3:U3:R0	3	5	0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	0	1	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	1
Ins4:U2:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U4:R0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	3	2	1	0	3	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	1
Ins(5,):R0	0	1	1	3	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	2	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	3	1	1	0	0	0	1	1	1	1	0	1	0
Ins2:U1:R1	4	3	1	5	0	4	1	6	0	0	1	1	1	0	0	2	5	1	1	4	10	0	0	1	3	0	2	1	0	1	0	0	0	0	1	1	3	1	1	0	0	2	2	0	2	0	1	8	1	2	1	3	0	0	0	0	1	1	0	3
Ins2:U1:R2	2	2	3	7	2	4	2	0	0	1	2	0	1	0	1	0	2	0	1	1	3	1	1	0	1	1	0	1	0	0	0	2	2	0	0	0	4	1	0	1	3	4	2	0	0	0	1	3	0	1	2	0	1	0	1	0	1	0	1	0
Ins2:U1:R3	2	2	4	4	1	6	3	0	1	1	1	0	2	0	0	1	1	1	0	0	6	1	2	0	0	1	0	0	2	0	0	0	0	0	0	1	4	0	0	1	0	4	2	0	2	0	1	3	0	0	2	0	1	2	0	1	1	1	0	0
Ins2:U1:R4	2	0	1	8	0	5	6	0	2	0	1	1	0	0	0	2	1	0	0	2	5	2	0	0	0	0	3	0	1	1	1	2	0	0	1	1	3	0	1	1	0	1	1	0	0	0	0	0	0	2	0	1	1	0	2	3	0	0	2	1
Ins2:U1:R(5,9)	272	47	57	351	1	234	89	9	2	0	132	2	8	2	6	1	20	0	1	2	354	1	0	2	0	8	1	19	1	0	2	20	2	1	1	0	7	1	3	2	0	3	0	0	3	1	1	19	2	0	0	0	3	5	0	0	1	0	0	3
Ins2:U2:R1	8	7	6	18	0	7	5	2	2	1	4	1	9	2	3	1	8	1	2	2	6	1	1	2	2	0	1	2	5	1	0	2	1	4	1	1	14	1	5	2	0	5	0	2	0	1	3	6	3	0	9	2	3	3	4	7	1	0	3	3
Ins2:U2:R2	25	8	11	34	1	19	11	4	0	0	8	1	4	0	3	1	10	3	1	1	8	2	2	2	1	0	2	2	2	1	3	3	0	1	1	3	6	2	1	2	1	4	1	0	1	2	0	11	2	1	3	0	2	4	1	3	1	3	4	3
Ins2:U2:R3	31	12	16	43	0	29	18	9	4	0	22	0	5	1	4	2	39	1	2	1	14	2	1	2	2	2	0	4	2	2	0	27	2	1	0	1	3	0	1	0	0	1	1	0	0	0	1	24	1	0	3	0	0	0	0	1	0	0	1	0
