MutationType	CPCT02020315T	CPCT02020321T	CPCT02020330T	CPCT02010372T	CPCT02020326T	CPCT02020403T	CPCT02040063T	CPCT02060054T	CPCT02060053T	CPCT02020886T	CPCT02130167T	CPCT02080186T	CPCT02130172T	CPCT02020413TII	CPCT02130180T	CPCT02130057T	CPCT02130186T	CPCT02130184T	CPCT02020690T	CPCT02080215T	CPCT02050360T	CPCT02130096T	CPCT02020759T	CPCT02130127T	CPCT02060242T	CPCT02050386T	CPCT02290055T	CPCT02130048T	CPCT02130155T	CPCT02130156T	CPCT02130157T	CPCT02130158T	CPCT02020852T	CPCT02020839T	CPCT02130159T	CPCT02020861T	CPCT02060276T	CPCT02350014T	CPCT02030315T	CPCT02090015T	CPCT02020533T	CPCT02020546T	CPCT02050224T	CPCT02180031T	CPCT02080057T	CPCT02020421T	CPCT02080054T	CPCT02020413T	CPCT02020448T	CPCT02190014T	CPCT02080101T	CPCT02030336T	CPCT02050295T
G[Ins(T):R8]A	4	0	7	3	2	6	3	2	2	2	3	3	5	0	4	6	7	4	3	4	4	7	5	1	5	4	5	3	4	3	5	4	5	0	5	1	6	5	3	1	2	0	6	5	4	5	0	1	1	2	1	3	4
G[Ins(T):R8]C	4	0	5	1	6	2	3	6	5	4	4	5	4	2	1	2	7	8	4	4	4	5	5	0	5	2	4	5	1	2	8	5	5	0	3	7	4	9	0	2	9	1	7	2	3	2	1	2	0	0	2	5	2
G[Ins(T):R8]G	3	0	3	6	9	1	5	3	5	7	3	11	7	1	2	5	12	7	1	3	4	5	8	6	7	0	4	8	6	6	16	7	11	0	8	7	5	14	5	7	5	1	14	3	3	4	5	4	1	1	2	5	11
G[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del2:U1:R1	5	1	3	0	2	2	2	3	2	3	1	5	2	5	2	1	3	2	3	3	2	4	2	3	4	2	2	0	2	3	5	1	1	0	2	0	0	3	3	3	5	2	7	3	2	1	3	6	1	2	1	8	4
Del3:U1:R1	3	0	1	2	0	0	3	5	0	0	0	2	0	6	0	0	2	4	0	2	0	3	1	0	1	0	2	1	2	0	2	2	1	0	3	1	0	1	2	2	1	1	0	4	0	1	1	18	0	0	2	1	0
Del4:U1:R1	1	0	3	0	3	3	1	3	0	1	0	0	0	7	2	0	1	0	0	1	0	2	0	2	1	1	0	0	2	0	0	0	3	0	1	0	0	2	1	0	1	1	0	0	2	1	0	11	0	3	1	1	1
Del5:U1:R1	0	0	1	3	0	1	0	1	2	0	0	1	2	7	2	1	1	2	1	0	3	0	1	0	1	1	1	2	1	0	3	4	2	0	2	1	2	1	4	0	1	0	2	0	0	2	5	14	2	1	3	1	1
Del6:U1:R1	3	0	0	1	0	0	1	2	0	0	0	0	4	5	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	2	2	3	1	0	1	3	0	0	3	1	1	0	3	5	0	2	3	6	3	0	0	1	1
Del7:U1:R1	1	0	0	0	0	0	3	0	0	0	0	1	0	6	2	0	0	0	1	0	1	1	4	0	0	2	1	2	1	0	1	2	0	0	2	3	1	0	5	0	2	1	2	2	0	0	0	8	1	0	0	1	1
Del8:U1:R1	1	1	1	0	2	0	0	0	0	2	0	0	0	0	2	0	1	3	2	0	1	0	1	0	1	1	0	1	0	2	3	4	3	1	1	2	0	1	2	0	1	0	1	1	0	2	1	1	2	1	0	1	1
Del9:U1:R1	1	0	0	4	0	0	0	2	0	1	0	2	1	6	2	1	0	0	1	1	0	2	0	0	1	0	0	0	2	1	0	1	3	1	0	2	0	0	2	0	0	0	2	0	0	0	1	3	1	1	1	0	1
Del(10,):U1:R1	5	1	3	4	6	8	7	8	1	2	1	5	10	20	6	9	7	7	12	5	6	4	10	4	10	8	2	4	6	10	6	8	5	2	10	7	5	4	19	1	2	4	10	8	2	9	2	20	1	3	5	6	2
Del2:U(2,):R1	7	1	6	6	6	3	18	10	2	6	7	8	3	21	16	4	7	12	6	2	8	5	9	6	5	2	7	5	6	10	10	8	6	3	8	8	5	5	14	7	5	2	10	5	5	3	6	45	2	3	4	2	7
Del3:U(2,):R1	6	0	4	3	3	1	5	5	2	3	2	4	2	13	5	4	3	4	5	2	2	2	6	1	5	2	1	3	3	1	4	4	1	1	4	4	2	5	6	2	1	1	4	1	1	1	5	38	2	3	4	8	3
Del4:U(2,):R1	2	0	1	2	0	2	5	0	1	1	1	2	4	14	3	1	0	2	2	1	4	4	0	1	2	1	1	2	4	1	4	3	3	1	6	2	2	3	6	5	1	2	4	4	1	5	7	22	0	4	3	0	1
Del5:U(2,):R1	0	0	4	5	1	2	6	7	1	1	0	1	0	15	2	1	1	2	3	4	5	5	2	0	2	2	2	1	3	1	6	10	5	1	5	3	2	2	10	0	1	1	2	8	1	2	5	12	2	0	1	3	1
Del6:U(2,):R1	2	0	0	5	4	1	1	2	0	4	1	1	1	13	0	6	1	2	4	4	2	5	4	1	1	1	1	4	2	4	5	2	5	0	3	5	2	3	8	0	2	0	5	5	0	2	1	21	6	0	1	7	3
Del7:U(2,):R1	2	0	0	0	1	2	4	2	1	1	1	1	2	13	2	2	1	1	5	1	4	2	4	2	0	2	2	1	0	0	1	7	3	3	1	2	0	1	5	2	0	1	4	2	0	3	2	16	0	3	0	3	3
Del8:U(2,):R1	3	0	1	2	0	2	2	3	0	6	0	1	2	9	1	3	0	2	3	2	2	5	4	2	0	3	2	4	3	2	3	2	1	2	2	1	0	3	3	0	0	0	0	2	0	2	4	10	0	1	3	0	2
Del9:U(2,):R1	0	0	1	1	4	0	2	4	1	0	2	1	2	12	0	1	1	1	2	2	1	3	2	1	6	3	0	3	2	2	2	1	1	0	5	4	3	0	4	0	0	1	3	3	1	4	3	10	1	1	0	1	1
Del(10,):U(2,):R1	6	4	7	11	11	16	13	38	2	12	5	12	16	55	18	14	9	19	23	11	18	31	14	11	13	10	5	7	11	13	18	19	16	4	11	20	10	12	32	10	11	4	15	25	5	20	21	62	8	11	14	18	4
Del2:U1:R3	0	1	2	2	1	4	6	3	1	2	0	2	3	9	4	3	4	0	1	3	4	8	3	3	2	2	3	2	0	1	2	3	2	1	5	1	3	4	5	3	1	1	8	2	0	5	6	12	1	4	3	0	2
Del2:U1:R4	0	0	1	5	0	2	2	2	0	4	0	3	0	4	2	5	1	3	3	1	1	2	3	1	1	3	1	0	1	3	0	1	4	1	0	2	2	1	3	1	1	0	1	3	0	0	3	6	1	2	0	4	1
Del2:U1:R(5,9)	2	0	2	6	1	3	0	4	0	4	0	2	2	3	2	3	3	0	5	4	2	4	1	2	1	2	2	1	2	3	2	1	0	0	2	2	1	1	3	5	1	0	1	2	3	3	0	6	0	4	2	1	0
Del2:U2:R2	10	0	8	15	6	7	19	10	6	7	10	8	4	14	11	10	13	10	6	3	10	8	7	13	7	8	5	6	7	4	12	4	7	2	7	7	3	6	10	5	13	0	12	5	7	3	7	19	0	2	3	15	4
Del2:U2:R3	12	0	5	4	2	2	5	7	0	2	2	7	0	4	3	5	1	8	4	0	4	7	6	1	6	2	2	4	1	1	3	0	3	1	2	4	1	2	2	6	3	1	7	4	3	0	8	6	1	2	5	3	3
Del2:U2:R4	1	0	1	1	1	2	4	3	1	3	2	0	1	0	1	1	1	1	1	1	1	3	2	1	3	1	1	2	1	1	3	5	3	0	1	2	0	0	1	3	1	0	4	6	0	1	3	1	0	2	0	3	5
Del2:U2:R(5,9)	1	1	5	1	4	7	4	4	1	7	3	4	1	6	5	3	16	3	5	3	6	6	4	5	9	4	4	6	3	5	7	3	7	2	3	6	6	4	1	5	2	2	3	5	1	3	2	3	1	2	5	1	9
Del3:U1:R4	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	1
Del3:U1:R(5,9)	0	0	0	1	1	0	1	2	0	1	1	1	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	1	0	1	1	1	2	0	0	0	0	0	0	1	1	0	0	1	0	0	3	5	0	1	0	2	0
Del3:U3:R2	5	1	3	13	6	9	10	2	4	8	7	9	7	10	5	6	8	5	5	2	5	10	12	3	7	8	1	4	3	2	19	8	10	1	8	6	7	5	8	5	7	1	3	4	6	7	15	12	1	6	4	12	3
Del3:U3:R3	2	0	1	5	4	0	2	1	2	2	2	1	0	1	1	3	1	1	3	1	2	3	3	5	1	2	0	2	1	3	0	2	3	1	0	3	1	4	0	1	2	0	1	2	5	2	1	0	0	0	2	2	3
Del3:U3:R4	1	0	1	0	2	0	1	1	2	1	3	1	0	0	2	2	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	1	0	0	0	1	2	0	2	1	0	0	0	0	0	3	2	0	1
Del3:U3:R(5,9)	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	2	1	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	2	0	0	1	1	0	1	0	0	2	1	0	0	0	0	1	0
Del4:U1:R(5,9)	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0	0	1	1
Del4:U2:R3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Del4:U2:R4	1	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	2	0	0	1	0	0	1	0	2	0	0	0	1	1
Del4:U2:R(5,9)	4	2	1	3	1	0	1	1	0	0	2	0	1	0	0	2	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0	2	4	0	0	0	1	1	1	0	0	0	0	2	2
Del4:U4:R2	1	0	6	11	4	9	6	6	2	5	8	5	4	3	4	4	6	6	1	4	7	5	3	6	2	9	1	2	3	3	8	9	9	4	8	4	4	5	2	10	7	3	8	4	6	9	14	9	0	2	2	7	3
Del4:U4:R3	4	0	0	2	1	1	0	3	0	2	3	2	3	0	1	1	2	0	0	0	1	5	0	2	1	2	1	3	1	2	1	0	1	1	1	1	1	0	0	1	5	0	1	1	2	1	1	0	0	2	1	0	1
Del4:U4:R4	0	0	2	0	0	1	1	0	0	2	1	0	0	1	0	1	1	0	1	1	0	3	0	0	1	0	0	0	1	1	1	2	0	0	3	2	2	0	3	1	1	1	0	1	2	0	2	0	0	0	1	0	0
Del4:U4:R(5,9)	0	0	0	1	0	1	0	2	1	0	0	2	0	0	0	0	1	2	0	0	1	0	1	3	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
Del5:U1:R(5,9)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del5:U5:R2	1	0	0	3	1	2	4	0	0	2	0	1	0	1	1	3	3	0	2	0	2	0	3	1	0	0	2	3	0	2	2	2	0	1	1	1	0	0	4	2	1	1	4	1	2	3	2	2	1	1	0	2	1
Del5:U5:R3	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1
Del5:U5:R4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Del5:U5:R(5,9)	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U1:R(7,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Del(6,):U2:R(4,9)	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0
Del(6,):U3:R(3,9)	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0
Del(6,):U(4,):R(2,9)	1	0	2	5	3	2	3	3	2	3	2	2	4	1	1	3	2	3	6	2	2	3	3	2	2	5	4	1	1	1	6	3	1	0	5	3	0	1	6	0	2	0	6	1	0	3	4	1	0	0	1	3	4
Ins(2,4):M	11	2	5	13	5	8	8	6	1	7	12	7	3	5	8	6	9	9	6	6	15	12	10	11	24	7	3	6	5	9	17	14	4	2	8	10	7	5	3	11	4	9	16	8	7	6	12	5	1	1	6	6	4
Ins(5,):M	18	10	10	18	17	13	19	17	7	24	16	14	12	23	10	21	10	18	15	23	27	24	26	11	25	23	8	18	13	19	41	25	22	6	17	17	21	15	19	17	11	5	24	36	9	14	20	12	8	14	14	11	24
Ins2:U1:R0	1	0	1	1	0	0	0	0	1	1	1	0	1	1	1	0	1	2	0	0	0	0	0	0	1	0	2	1	1	0	0	1	1	0	1	0	1	13	2	0	0	0	1	1	0	0	0	1	0	1	0	0	0
Ins3:U1:R0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins2:U2:R0	1	0	4	1	1	2	1	3	0	1	4	3	1	4	1	2	0	4	1	4	4	2	3	3	6	5	1	2	1	0	1	1	2	0	4	2	2	21	1	0	0	0	2	7	1	1	1	1	0	2	3	5	4
Ins3:U3:R0	1	0	1	2	0	0	2	2	0	2	1	0	3	2	1	0	3	1	1	0	3	2	1	0	1	0	0	1	0	0	1	4	0	1	3	0	0	5	3	0	2	2	2	0	0	1	1	1	0	0	1	3	4
Ins4:U2:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ins4:U4:R0	0	0	2	5	1	0	0	0	1	0	0	0	0	2	2	1	1	2	0	1	1	0	0	2	1	2	1	1	0	1	3	3	1	0	1	0	0	1	0	1	2	0	0	0	0	0	3	1	0	0	0	2	0
Ins(5,):R0	10	10	0	22	17	8	7	20	2	7	3	5	9	71	5	24	5	3	12	18	43	33	18	9	9	16	11	12	25	28	39	37	36	12	16	38	16	14	11	3	5	3	27	55	1	23	14	9	18	8	12	6	16
Ins2:U1:R1	1	0	5	2	1	1	2	3	1	1	2	0	1	4	1	1	1	3	1	0	2	2	4	1	1	1	0	1	0	1	4	1	1	0	1	3	1	13	2	1	0	0	5	1	1	0	1	1	0	0	1	2	0
Ins2:U1:R2	1	0	2	1	2	2	0	0	0	0	0	0	0	2	3	1	1	1	0	1	3	2	1	2	0	2	2	0	0	0	2	1	0	0	0	1	0	1	2	0	0	0	2	1	0	0	0	4	0	0	1	0	1
Ins2:U1:R3	0	0	0	0	2	1	3	1	2	3	1	1	0	2	2	0	0	2	3	1	0	2	0	1	0	1	2	0	0	1	1	2	0	0	0	0	1	0	2	0	1	1	0	1	0	2	0	3	0	0	1	0	0
Ins2:U1:R4	0	0	0	0	1	0	3	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	2	1	1	0	0	1	0	0	1	0	0	2	0	2	0	0	1	1	0	1	1	0	0	0	0	1	1	0	2	0
Ins2:U1:R(5,9)	1	0	1	1	0	1	0	1	0	0	0	6	0	0	0	0	1	3	0	1	0	0	0	1	1	1	0	0	0	1	2	2	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2
Ins2:U2:R1	0	2	1	8	1	1	0	0	1	2	2	3	4	4	3	2	2	3	2	1	3	2	2	4	4	8	2	5	0	1	4	3	2	1	2	1	0	0	1	3	3	1	3	1	0	0	1	9	2	1	4	3	4
Ins2:U2:R2	1	0	2	3	2	1	0	3	0	1	0	2	1	2	1	1	1	4	0	0	1	4	1	1	4	0	2	1	2	1	1	0	1	0	4	3	1	0	2	2	1	0	2	1	1	1	2	1	1	1	1	1	1
Ins2:U2:R3	0	0	0	0	2	1	2	0	1	2	1	3	0	0	1	0	1	1	1	0	2	1	0	2	0	2	0	0	2	0	0	0	1	0	0	0	0	2	2	2	0	0	0	0	1	0	1	1	1	0	0	1	2
Ins2:U2:R4	2	0	0	2	2	1	0	2	0	1	2	2	1	1	0	1	3	1	1	0	0	2	1	0	4	1	2	1	1	2	2	3	1	0	1	0	2	1	1	0	0	1	1	2	0	0	0	1	0	0	0	1	2
Ins2:U2:R(5,9)	8	0	12	7	3	2	11	9	14	7	4	8	5	2	13	4	15	8	6	8	5	8	13	6	10	5	7	3	4	5	19	6	1	0	13	4	4	28	3	4	9	2	8	5	11	7	9	4	1	2	5	6	11
Ins3:U1:R1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Ins3:U1:R2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ins3:U1:R3	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ins3:U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R(5,9)	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U3:R1	3	0	4	4	4	1	4	2	0	1	0	4	0	4	4	2	0	4	2	1	3	1	2	2	3	1	2	4	3	2	3	4	4	1	1	0	3	4	2	1	0	1	2	1	2	1	4	5	0	2	1	1	3
Ins3:U3:R2	1	0	0	0	0	2	2	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	2	1	0	3	3	0	0	0	0	1
Ins3:U3:R3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U3:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U3:R(5,9)	1	0	0	3	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0
Ins4:U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ins4:U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R3	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0
Ins4:U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R(5,9)	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ins4:U2:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ins4:U2:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R(5,9)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
Ins4:U4:R1	3	0	4	6	3	2	2	5	1	1	0	5	4	3	2	2	4	0	0	3	5	2	2	5	0	0	4	0	1	6	0	0	2	1	1	2	3	4	2	2	2	0	3	2	0	1	0	4	0	0	3	6	3
Ins4:U4:R2	0	0	1	1	1	2	1	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0
Ins4:U4:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U4:R4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Ins4:U4:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Ins(5,):U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ins(5,):U2:R1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R(5,9)	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U(3,):R1	15	0	8	26	8	5	21	24	5	7	8	13	16	10	15	8	7	14	3	11	8	12	14	11	7	13	5	16	6	8	24	14	7	1	10	9	3	7	16	18	10	1	21	13	5	10	17	16	6	8	7	6	17
Ins(5,):U(3,):R2	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	2	3	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Ins(5,):U(3,):R3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Ins(5,):U(3,):R4	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U(3,):R(5,9)	0	1	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
