MutationType	CPCT02020340T	CPCT02140010T	CPCT02110007T	CPCT02140015T	CPCT02020376T	CPCT02050051T	CPCT02140017T	CPCT02040048T	CPCT02060029T	CPCT02060039T	CPCT02050077T	CPCT02060050T	CPCT02020866T	CPCT02120177T	CPCT02140095T	CPCT02120176T	CPCT02120085T	CPCT02100138T	CPCT02080177T	CPCT02230079T	CPCT02340107T	CPCT02120096T	CPCT02120102T	CPCT02440023T	CPCT02160060T	CPCT02180055T	CPCT02140104T	CPCT02140105T	CPCT02190055T	CPCT02030551TII	CPCT02050317T	CPCT02180078T	CPCT02220075T	CPCT02230085T	CPCT02120195T	CPCT02080302T	CPCT02070470T	CPCT02300034T	CPCT02020955T	CPCT02020965T	CPCT02140094TII	CPCT02210083T	CPCT02100200T	CPCT02140106T	CPCT02140059T	WIDE01010156T	CPCT02100174T	CPCT02120200T	CPCT02140070T	CPCT02040248T	CPCT02060149T	CPCT02020718T	CPCT02230096T	CPCT02180064T	CPCT02020764T	CPCT02440012T	CPCT02020752T	CPCT02140071T	CPCT02140074T	CPCT02140017TII	CPCT02120143T	CPCT02030431T	CPCT02180067T	CPCT02160052T	CPCT02140080T	CPCT02170036T	CPCT02290045T	CPCT02060269T	CPCT02230113T	CPCT02050407T	CPCT02030543T	CPCT02190050T	CPCT02140087T	CPCT02100190T	CPCT02140094T	CPCT02130164T	CPCT02140093T	CPCT02020592T	CPCT02180076T	CPCT02020865T	CPCT02230059T	CPCT02180022T	CPCT02120014T	CPCT02180033T	CPCT02140046T	CPCT02080111T	CPCT02120027T	CPCT02140042TII	CPCT02070169T	CPCT02160024T	CPCT02020566T	CPCT02230033T	CPCT02030356T	CPCT02090021T	CPCT02330047T	CPCT02100107T	CPCT02020580T	CPCT02180003T	CPCT02020414T	CPCT02050087T	CPCT02010458T	CPCT02020447T	CPCT02060067T	CPCT02020480T	CPCT02140042T	CPCT02120002T	CPCT02030332T	CPCT02230015T	CPCT02060138T	CPCT02360007T	CPCT02040181T	CPCT02300027T	CPCT02120090T	WIDE01010520T	WIDE01010600T	WIDE01010710T	WIDE01010727T
A[Ins(T):R0]A	4	3	1	2	1	3	7	4	4	4	2	5	0	1	4	2	3	2	1	7	6	1	0	8	5	1	0	5	4	4	1	1	2	3	1	4	0	4	1	3	5	4	4	7	2	1	2	0	3	4	1	0	13	5	4	2	0	3	6	7	4	4	2	8	0	2	2	2	2	3	2	4	1	5	2	1	1	0	1	6	2	1	5	19	4	6	1	1	0	3	0	2	3	5	3	8	1	0	4	2	3	3	3	0	3	1	3	0	5	35	4	1	1	3	1	3	2
A[Ins(T):R0]C	0	3	2	0	0	0	1	2	2	0	1	2	0	1	1	1	2	1	0	0	0	0	0	1	2	0	1	4	1	1	1	0	0	1	2	0	0	3	1	1	2	0	3	0	2	0	1	0	1	2	1	1	1	0	0	1	0	1	1	2	2	1	0	0	0	0	0	1	1	0	1	1	3	4	1	2	1	0	0	3	1	0	0	1	0	1	0	1	1	2	0	1	0	1	2	1	0	0	2	1	0	1	0	0	0	1	0	0	0	6	1	2	1	1	0	3	1
A[Ins(T):R0]G	0	0	2	1	0	1	3	3	1	3	0	0	1	0	4	0	2	0	0	0	1	1	0	1	2	1	1	1	2	6	0	0	1	1	2	1	0	3	1	0	3	0	1	0	0	0	2	0	1	1	1	0	1	0	0	0	0	1	2	3	0	2	1	4	0	1	0	0	0	0	3	1	0	0	0	1	2	0	1	1	0	2	3	4	0	2	2	0	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	2	1	18	2	0	0	1	1	1	0
A[Ins(T):R1]A	2	11	5	3	3	2	9	10	6	8	4	11	1	4	7	11	3	1	4	4	9	4	2	12	3	2	2	13	10	6	2	10	5	3	5	9	2	7	4	9	12	4	9	6	6	3	2	2	2	5	1	5	9	6	7	3	1	5	7	9	6	4	0	7	3	4	3	8	2	4	2	4	2	3	4	9	8	1	2	11	6	2	6	9	5	2	4	0	1	5	0	2	2	5	3	9	0	1	2	3	1	3	4	3	2	5	3	7	7	13	3	8	2	3	1	9	5
A[Ins(T):R1]C	1	3	2	1	1	0	5	3	0	2	0	5	0	2	3	3	1	0	1	3	2	2	0	2	0	0	0	2	2	3	0	2	1	1	1	3	3	0	3	2	1	0	3	0	2	0	2	1	0	1	0	1	4	1	0	3	1	2	0	5	1	0	2	2	1	1	0	2	0	0	3	1	2	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	3	2	0	1	2	1	2	0	1	1	0	0	3	1	6	1	0	4	2	0	0	1
A[Ins(T):R1]G	2	0	3	4	1	2	7	12	1	2	2	5	2	2	7	12	3	2	1	4	0	4	1	10	0	1	1	5	3	2	0	4	4	6	3	7	1	0	0	5	3	3	3	1	5	1	0	0	1	4	1	2	7	5	3	4	1	0	1	7	3	6	1	6	1	2	0	3	2	2	3	1	3	2	2	5	6	0	0	8	5	3	5	8	4	1	6	0	1	6	0	2	1	6	5	5	0	1	1	0	0	1	4	2	2	2	2	1	3	15	4	4	4	3	2	1	3
A[Ins(T):R2]A	7	12	11	9	3	8	16	18	4	10	11	14	3	7	22	6	5	9	4	15	7	8	2	15	9	4	6	9	3	3	2	7	4	7	10	9	4	9	6	8	11	2	9	0	16	1	1	3	1	6	2	3	11	4	2	6	2	3	12	16	5	7	2	6	2	2	1	2	0	5	7	7	4	7	7	4	14	1	3	15	1	8	14	10	8	2	7	1	2	8	0	5	3	7	4	15	2	0	8	6	1	5	5	4	4	8	3	4	11	24	7	10	6	4	2	4	1
A[Ins(T):R2]C	2	2	3	3	0	1	5	7	0	3	5	10	2	2	5	3	1	2	1	5	1	5	0	6	3	0	0	6	1	1	0	2	4	7	2	7	1	7	1	4	4	1	3	2	1	0	0	0	1	2	2	2	8	3	6	5	1	3	5	5	1	2	0	6	0	0	2	2	0	0	2	3	3	3	0	4	3	0	2	4	0	2	4	7	2	0	2	0	0	5	0	3	3	7	3	3	0	0	8	1	1	3	1	2	0	1	1	4	10	7	3	3	1	4	0	1	0
A[Ins(T):R2]G	4	5	7	3	1	6	11	14	3	5	6	11	2	1	6	6	4	3	6	4	6	8	2	15	8	1	1	3	6	1	0	8	11	7	6	9	4	10	4	9	5	0	8	3	13	1	2	2	2	3	1	8	6	4	2	4	3	2	5	11	3	2	5	5	0	1	0	2	0	3	4	6	3	6	3	4	6	0	1	11	2	3	9	9	2	1	7	1	1	2	0	4	2	3	5	11	1	0	6	3	0	4	4	0	4	4	2	2	8	34	10	5	5	6	2	2	1
A[Ins(T):R3]A	2	5	6	2	1	4	7	14	8	3	0	6	2	3	8	9	1	1	4	8	4	2	1	5	2	2	2	7	6	5	0	0	5	3	6	5	1	10	2	1	6	0	3	1	5	2	2	0	0	2	2	3	7	3	5	7	1	10	5	7	4	3	1	6	0	1	2	2	0	3	1	3	5	3	1	0	4	1	0	7	2	3	3	3	2	1	3	3	0	2	0	1	2	4	5	8	2	0	4	2	2	2	2	3	6	3	2	2	9	15	5	5	2	4	2	1	1
A[Ins(T):R3]C	2	1	2	2	0	5	6	7	1	2	1	3	3	3	3	3	0	2	0	2	4	1	0	7	2	0	1	3	4	0	0	2	0	3	0	4	2	1	1	2	1	0	2	0	6	0	2	1	1	1	0	1	4	0	3	3	4	1	4	6	2	0	1	4	0	1	1	2	0	0	0	4	0	1	0	3	1	0	0	5	1	4	2	3	0	0	3	0	0	3	0	1	1	2	3	3	1	0	2	1	0	1	2	0	0	2	0	1	4	11	2	4	6	1	1	0	3
A[Ins(T):R3]G	2	3	3	0	1	2	6	5	1	2	2	3	0	3	5	8	1	2	3	7	1	3	0	8	3	0	0	3	2	1	0	4	1	4	2	3	0	2	1	3	4	1	0	2	6	0	4	1	1	3	0	1	2	0	2	4	2	2	5	6	3	0	0	4	0	0	1	1	0	0	2	4	3	1	1	0	6	1	1	6	1	3	2	9	0	3	0	1	2	3	0	2	0	0	3	4	1	0	2	0	1	1	1	3	5	4	1	0	2	21	3	2	5	2	2	2	0
A[Ins(T):R4]A	2	0	4	1	2	3	6	6	4	2	3	4	1	1	4	6	0	1	1	4	1	1	0	4	2	1	1	3	0	4	0	0	2	2	2	3	0	1	0	1	3	0	1	0	1	1	1	1	1	1	0	2	8	3	0	0	0	1	4	7	2	2	0	3	0	2	0	2	0	1	4	2	2	2	1	1	1	1	0	5	1	4	2	10	1	1	2	2	1	2	0	1	3	2	3	1	0	0	0	3	0	0	1	1	3	4	1	1	5	29	7	3	7	2	3	4	0
A[Ins(T):R4]C	3	1	0	2	0	2	2	6	3	2	1	0	0	3	1	2	1	3	4	3	2	1	0	2	2	1	0	4	0	1	0	8	2	3	2	3	0	3	0	0	4	0	3	0	2	1	0	0	1	1	0	0	4	0	2	0	0	1	1	2	0	2	0	1	1	1	0	1	1	0	1	1	0	1	1	0	5	0	0	2	1	1	3	14	0	2	2	0	1	3	0	5	0	2	4	4	0	1	0	0	1	0	1	2	0	0	1	1	0	33	3	2	0	2	3	0	0
A[Ins(T):R4]G	0	2	2	0	1	1	4	1	4	1	1	0	0	0	2	4	3	0	2	1	1	0	0	0	2	1	2	1	3	4	0	3	0	3	1	2	0	6	0	0	0	0	2	0	2	1	1	0	1	1	0	0	6	1	1	1	2	4	3	3	1	0	1	2	0	3	3	4	0	1	0	3	2	0	0	2	2	0	1	1	2	4	1	15	1	1	5	1	3	4	0	0	1	1	1	3	1	0	1	1	0	1	2	2	2	2	2	1	0	48	1	0	1	2	1	4	0
A[Ins(T):R5]A	4	4	6	0	0	3	5	3	1	0	8	4	2	2	0	7	7	4	10	1	5	1	0	2	1	3	0	2	4	2	1	1	2	2	0	2	0	4	1	2	3	1	6	0	1	1	1	0	2	1	0	3	5	2	1	0	1	2	1	5	0	3	2	1	0	8	0	3	1	1	1	3	2	3	1	1	4	0	0	2	3	5	1	32	3	2	2	1	0	2	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	3	0	1	1	94	2	3	2	0	1	4	0
A[Ins(T):R5]C	0	1	5	1	2	0	2	4	2	1	2	5	0	1	1	1	3	6	2	3	8	2	2	2	0	1	3	0	4	4	1	2	0	5	1	1	0	3	0	3	1	1	1	2	2	0	2	0	2	3	3	0	8	0	0	3	1	0	0	2	3	5	3	0	4	5	0	2	1	1	3	1	0	6	0	1	4	1	0	0	1	3	1	30	0	1	3	2	0	4	0	0	2	2	3	1	0	0	0	1	0	1	2	1	4	0	1	1	1	92	0	0	0	1	0	2	1
A[Ins(T):R5]G	1	0	3	1	1	4	6	2	3	0	3	2	2	1	2	5	7	3	9	4	2	1	1	2	1	3	2	2	1	3	2	0	3	7	1	4	1	3	1	1	0	1	6	1	1	0	3	0	0	0	2	2	6	2	4	4	2	3	3	3	5	3	2	2	1	12	0	2	0	0	4	1	1	6	0	2	1	1	0	1	2	2	2	54	2	4	4	0	1	1	1	5	0	1	3	3	1	0	2	1	0	1	2	4	1	2	3	0	5	98	4	4	4	4	0	6	1
A[Ins(T):R6]A	2	1	1	3	4	1	1	1	5	2	2	4	2	2	0	8	3	10	8	9	3	3	0	1	3	3	3	2	3	6	1	1	2	6	3	1	0	3	1	1	3	1	2	3	1	0	3	0	4	4	2	0	14	1	5	3	2	2	4	3	2	4	1	3	2	11	1	2	3	2	6	4	1	8	0	0	2	1	0	3	0	5	1	52	0	10	2	0	1	1	0	4	2	1	4	2	5	1	1	0	2	3	2	2	0	2	3	2	2	153	1	1	1	2	0	9	0
A[Ins(T):R6]C	4	2	1	0	3	1	9	5	7	0	3	4	0	1	1	12	3	10	9	3	9	1	0	1	4	1	3	2	7	8	2	1	1	6	4	3	0	3	3	1	3	1	1	0	4	3	1	0	5	4	3	4	6	0	9	2	2	2	0	7	1	1	1	0	3	11	1	1	1	1	1	3	2	8	0	0	4	0	0	1	2	6	3	59	2	12	7	0	1	4	0	2	0	2	2	5	5	0	0	2	2	3	0	0	1	2	3	3	2	178	0	2	3	4	2	5	2
A[Ins(T):R6]G	2	2	1	1	4	1	8	3	9	1	1	4	0	1	2	15	3	11	11	3	11	0	0	3	0	2	4	1	3	11	1	2	1	5	3	7	0	3	3	2	1	3	3	2	1	0	0	1	6	0	3	4	13	0	10	2	0	3	2	4	2	6	3	1	2	17	1	2	1	4	7	3	2	10	0	0	1	1	3	1	2	8	5	110	2	8	5	3	0	6	0	5	4	2	0	3	4	0	6	1	2	5	2	4	5	1	1	1	6	244	3	4	1	0	0	12	1
A[Ins(T):R7]A	0	3	6	0	4	1	6	2	8	0	2	2	0	2	2	13	1	10	3	4	6	2	0	5	2	6	5	1	7	8	0	0	0	5	1	2	2	2	3	4	3	1	5	1	1	0	1	0	3	2	1	6	10	0	10	0	2	1	3	4	3	2	6	2	2	20	1	1	2	2	4	4	2	7	2	0	0	1	2	0	3	4	1	101	4	4	1	1	0	5	0	2	1	4	3	5	0	0	1	2	2	4	2	1	3	2	5	3	5	233	2	1	1	4	0	8	1
A[Ins(T):R7]C	2	0	1	1	3	3	4	3	12	0	2	4	1	0	2	12	4	5	7	5	7	2	0	3	2	2	2	3	5	19	0	0	2	6	3	4	0	2	2	1	3	4	4	3	2	1	3	1	4	1	0	5	11	2	9	3	0	2	1	8	3	2	3	2	3	15	2	1	0	6	2	6	1	2	3	2	5	0	1	0	1	10	4	70	5	7	6	1	1	5	0	6	2	1	0	2	0	1	1	2	3	1	0	0	3	3	3	1	2	190	0	5	3	1	0	5	1
A[Ins(T):R7]G	3	4	5	3	3	5	6	1	7	4	2	2	1	1	0	7	3	5	8	3	4	1	0	4	2	1	4	3	5	12	2	1	4	6	2	4	1	2	1	0	3	2	2	2	1	1	3	0	12	2	1	3	10	1	15	2	1	2	3	4	2	5	0	1	3	22	1	0	1	4	4	4	1	7	0	1	5	0	1	1	1	5	2	117	6	5	2	0	0	2	0	5	0	2	1	4	5	0	2	1	0	7	2	0	1	2	5	1	6	269	4	0	2	3	0	11	3
A[Ins(T):R8]A	1	1	2	5	2	2	4	5	14	1	3	3	0	0	2	15	5	4	6	6	4	2	0	6	3	3	3	3	6	11	1	1	4	6	3	2	0	3	1	3	1	1	1	0	1	2	0	1	5	2	4	3	9	1	17	4	5	1	2	3	1	6	0	1	5	7	5	2	3	6	6	2	2	12	1	3	3	1	2	1	3	10	4	113	2	9	3	1	0	1	0	1	1	1	2	5	6	0	3	4	2	7	3	0	3	0	2	3	5	307	4	1	1	4	0	14	1
A[Ins(T):R8]C	2	0	0	2	3	1	7	2	8	1	5	5	1	1	1	10	4	8	5	7	8	1	0	3	1	2	4	4	2	10	0	2	1	6	3	3	1	2	2	1	3	0	1	1	2	3	2	1	5	1	2	5	5	0	8	3	4	1	2	6	1	4	2	0	7	10	1	2	3	5	5	4	0	9	0	0	4	1	2	3	1	12	2	87	0	7	11	1	0	7	0	1	0	0	0	5	3	0	5	3	1	5	3	1	3	0	3	0	1	241	1	2	2	0	0	8	1
A[Ins(T):R8]G	1	0	1	1	5	4	3	8	13	4	5	4	0	0	0	10	4	3	10	4	9	0	0	4	3	2	6	8	3	14	3	0	1	12	2	4	0	2	2	3	2	0	1	0	2	0	0	0	4	1	0	2	8	2	20	4	6	0	4	7	1	1	1	1	0	13	2	2	3	4	6	4	3	5	0	1	2	1	2	2	2	7	1	109	9	7	9	0	2	1	0	5	0	1	0	5	5	1	2	5	3	4	1	0	1	4	3	2	3	303	3	7	1	2	2	15	0
A[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]A	2	0	4	2	0	0	1	1	1	2	0	3	1	0	4	3	0	1	0	1	1	1	0	0	3	0	1	1	1	3	0	3	2	4	0	1	0	0	0	0	2	3	1	0	0	0	1	1	1	1	1	0	2	1	2	1	0	1	1	0	1	0	1	2	0	0	1	0	0	1	1	2	3	0	0	2	1	1	0	5	2	0	1	0	0	3	1	0	1	2	0	0	1	1	2	1	0	0	1	0	1	2	1	0	0	0	0	0	2	3	3	1	1	1	0	1	0
C[Ins(T):R0]C	1	0	1	1	0	0	2	1	2	0	0	0	2	1	1	0	1	0	1	0	0	2	0	1	0	0	0	2	0	2	0	0	0	0	0	1	0	1	2	0	1	0	0	0	3	1	1	1	3	1	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	1	4	0	0	1	0	0	2	2	1	3	0	1	2	0	0	1	0	1	2	0	0	1	1	0	0	1	0	1	0	0	2	1	0	0	0	0	0	2	4	2	2	2	2	0	1	0
C[Ins(T):R0]G	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	4	1	0	0	1	0	1	0
C[Ins(T):R1]A	2	3	4	3	1	1	7	2	2	0	1	3	3	3	3	5	3	2	3	5	1	1	1	6	5	6	1	2	4	2	1	3	3	6	1	4	2	6	4	1	3	1	4	5	5	2	2	1	1	4	0	4	4	4	4	6	3	3	5	7	2	1	1	2	1	1	5	3	0	2	5	3	2	0	2	1	4	2	1	3	4	2	6	2	4	2	6	2	1	2	0	4	5	2	4	5	3	2	7	4	2	2	2	0	3	2	2	1	4	7	4	3	2	3	2	4	1
C[Ins(T):R1]C	1	1	1	1	0	1	4	5	0	0	0	3	0	1	6	2	3	1	0	2	1	1	2	1	0	2	3	2	4	5	0	0	2	1	1	2	0	1	0	4	3	0	5	0	0	0	0	0	0	1	0	0	3	3	0	1	0	3	1	4	0	1	1	3	0	0	0	1	2	0	1	1	2	3	0	1	2	1	0	0	2	0	0	0	0	2	1	2	0	1	0	0	1	2	1	1	2	0	2	0	0	1	3	1	3	0	0	1	0	3	0	2	0	2	1	1	0
C[Ins(T):R1]G	3	2	3	1	1	1	9	10	2	4	0	4	1	2	6	4	2	4	3	3	2	2	1	3	4	3	1	5	2	0	1	0	2	6	2	6	1	2	2	2	5	1	1	2	0	4	4	0	0	1	1	1	5	2	2	0	1	1	2	9	1	1	1	2	2	2	4	3	0	3	0	2	1	1	2	1	3	2	3	5	2	0	1	4	4	1	3	2	0	3	1	1	4	4	3	5	2	1	1	1	1	3	2	2	3	3	1	2	5	9	2	1	2	4	2	2	1
C[Ins(T):R2]A	0	2	2	3	2	0	9	4	1	3	0	4	2	2	6	2	2	0	2	1	1	6	1	3	2	0	0	4	2	3	0	2	2	2	0	5	0	3	0	1	2	1	2	1	4	0	1	1	0	0	1	2	1	0	1	4	0	1	0	8	1	2	1	4	0	1	0	2	0	1	2	3	2	1	0	2	0	2	2	2	1	1	3	8	1	1	4	0	1	2	0	5	0	2	0	4	0	1	4	1	0	0	1	3	0	2	1	1	0	22	2	3	2	2	1	0	0
C[Ins(T):R2]C	2	0	2	1	0	1	4	3	3	0	2	1	0	2	5	1	2	1	2	2	1	2	0	2	4	0	0	2	1	8	0	0	0	2	5	6	0	3	1	4	2	0	0	0	5	0	4	2	1	1	2	1	3	0	1	2	3	0	2	4	1	0	2	3	1	1	0	2	0	2	4	1	0	1	1	0	4	1	1	4	3	1	3	11	0	0	0	0	1	2	0	2	1	1	2	1	0	0	1	2	0	1	3	1	1	1	3	2	2	24	2	1	3	1	1	3	0
C[Ins(T):R2]G	2	1	3	3	0	1	6	4	2	1	0	2	2	2	1	2	1	0	1	4	1	5	0	2	0	2	2	2	3	0	0	0	1	6	0	0	0	1	1	0	2	0	1	1	5	0	0	1	0	0	0	1	2	1	2	2	0	0	2	6	1	1	0	3	0	1	0	1	0	0	2	1	1	2	1	2	2	0	0	3	2	0	3	15	4	0	1	0	0	3	1	0	0	3	1	4	0	0	4	0	0	3	1	0	0	1	0	1	4	36	1	2	4	2	0	0	1
C[Ins(T):R3]A	1	2	4	1	0	6	4	3	1	3	3	4	1	1	1	4	1	1	0	2	1	4	2	2	5	1	2	0	2	1	0	4	2	3	2	5	0	2	2	1	2	2	4	1	2	0	0	1	0	0	1	1	3	4	3	3	2	1	4	3	0	0	2	5	0	0	1	0	0	2	0	1	0	3	0	5	2	1	0	6	0	1	3	6	2	3	0	0	2	1	0	1	1	2	1	4	1	2	3	2	0	3	1	1	0	1	0	0	1	11	1	1	2	2	1	1	1
C[Ins(T):R3]C	0	1	1	1	2	0	1	2	1	0	1	1	0	2	3	2	2	3	0	2	2	1	0	0	2	0	1	2	2	1	2	0	2	2	1	3	0	1	0	1	2	2	1	2	1	1	0	0	0	1	0	0	1	0	0	1	1	0	6	1	2	4	0	2	1	0	1	0	0	2	2	2	1	0	2	1	3	0	0	2	0	1	1	3	0	0	0	0	0	2	0	2	3	0	5	0	2	2	0	0	3	1	3	3	2	0	2	0	3	13	2	1	0	1	0	3	0
C[Ins(T):R3]G	1	0	4	2	2	3	11	4	1	0	0	4	1	3	2	2	1	2	1	2	0	1	0	2	2	1	0	0	2	2	0	0	0	2	0	2	0	1	2	0	0	0	2	1	3	0	0	3	0	1	1	1	3	4	1	3	0	0	1	10	1	1	0	0	1	1	0	2	0	0	2	1	0	0	0	2	2	0	0	2	1	0	3	4	2	0	1	0	0	2	0	2	1	1	1	3	1	0	0	0	0	1	1	0	1	1	1	1	4	24	2	0	1	4	1	1	0
C[Ins(T):R4]A	0	0	0	1	1	0	2	1	0	0	0	0	0	1	0	0	1	1	1	3	2	2	0	1	2	0	2	1	2	1	0	0	0	2	1	2	0	3	0	0	1	1	1	1	2	0	0	2	0	0	1	1	3	1	2	0	0	0	0	2	0	1	1	3	0	1	0	1	0	0	2	3	1	0	0	0	2	0	2	0	0	3	0	6	1	0	0	0	1	0	0	0	3	1	2	2	0	0	1	1	0	0	0	2	0	1	2	1	2	23	3	0	0	0	0	1	0
C[Ins(T):R4]C	1	1	1	1	1	1	0	3	2	1	0	2	0	0	3	2	0	2	0	1	0	0	0	2	1	0	0	0	0	3	0	0	1	1	0	0	1	0	1	0	2	0	1	0	3	0	0	0	0	0	0	0	2	0	3	1	0	0	1	0	0	0	0	0	1	2	0	1	1	1	0	0	0	2	0	1	1	0	0	2	0	0	1	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	15	1	2	1	1	0	3	0
C[Ins(T):R4]G	0	1	1	0	1	2	3	5	1	0	1	3	0	3	0	2	1	2	2	0	2	1	0	2	1	0	1	1	1	1	0	0	0	3	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	1	0	3	1	0	0	2	1	2	0	0	1	0	1	0	1	1	0	1	2	0	1	1	1	0	1	6	0	0	0	0	0	0	0	1	2	0	1	3	1	0	0	0	0	0	0	2	1	0	1	0	1	23	1	0	0	1	0	3	0
C[Ins(T):R5]A	0	0	1	0	0	0	1	0	1	0	0	4	0	0	0	2	0	2	2	1	4	1	0	3	1	0	1	1	2	1	0	1	0	3	1	1	0	0	0	0	1	1	0	0	3	0	1	0	0	0	0	0	0	1	1	1	0	1	3	1	0	0	0	1	0	2	0	0	1	1	1	1	0	2	1	0	0	1	1	1	2	1	1	12	0	2	1	2	0	1	0	1	0	1	2	0	1	0	0	0	0	0	0	0	2	0	0	1	5	22	0	0	0	1	0	0	1
C[Ins(T):R5]C	0	0	1	1	1	1	3	2	1	0	1	0	0	0	2	1	0	2	2	3	1	1	0	3	0	1	1	2	2	1	0	1	3	2	0	1	0	1	0	1	0	0	1	1	1	1	0	1	2	2	1	1	4	2	4	0	0	1	1	3	0	0	0	1	2	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	2	0	14	1	1	2	0	0	0	0	0	1	1	0	3	2	0	1	1	0	1	0	0	0	0	0	0	1	38	0	1	0	1	0	3	0
C[Ins(T):R5]G	1	2	1	1	0	0	2	3	0	0	0	2	0	0	0	1	1	0	1	0	2	0	0	0	1	1	1	1	0	1	0	2	1	0	0	1	0	2	1	0	0	1	0	0	2	1	1	1	0	0	1	0	1	0	1	0	2	0	0	1	0	1	1	2	3	3	0	1	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	9	0	1	0	0	0	4	0	1	0	0	1	1	0	0	1	0	0	2	0	1	2	1	4	0	1	40	0	2	0	0	0	1	0
C[Ins(T):R6]A	0	1	0	2	5	0	2	0	3	0	2	6	0	0	0	2	1	6	3	1	3	0	1	3	0	2	1	0	1	1	0	0	1	6	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	2	7	1	4	3	1	1	2	4	1	2	0	1	1	4	0	0	1	1	2	2	0	2	2	0	0	1	0	0	0	3	1	24	0	2	0	0	1	3	0	0	0	1	0	2	0	1	1	2	0	2	0	1	0	0	0	1	0	54	0	0	0	0	0	1	0
C[Ins(T):R6]C	0	1	4	3	3	2	6	2	10	0	2	2	0	0	0	10	0	6	5	4	2	2	0	1	0	2	2	1	1	3	0	0	1	9	1	1	0	4	0	0	3	1	0	1	0	0	1	0	11	2	1	3	6	0	3	2	4	0	0	6	2	3	5	1	1	5	2	0	1	1	2	0	0	8	1	0	2	0	0	1	0	5	1	35	1	7	5	0	1	2	0	0	2	1	1	4	1	0	2	3	1	1	1	0	3	1	1	3	1	100	1	1	2	0	1	4	1
C[Ins(T):R6]G	0	2	0	1	0	1	3	5	7	0	1	5	0	0	0	11	1	7	5	3	2	1	0	3	0	1	1	0	1	7	0	1	1	7	4	3	0	1	0	0	1	1	1	0	0	1	2	0	2	1	1	0	7	1	1	1	1	0	2	2	0	3	0	0	3	8	1	1	1	2	1	0	2	7	1	1	0	0	2	1	1	7	2	58	2	4	0	1	0	1	1	4	1	0	1	1	0	1	2	3	0	0	1	0	2	1	1	0	5	99	1	1	0	2	0	3	0
C[Ins(T):R7]A	0	0	0	2	1	3	1	4	5	0	0	0	2	0	0	4	2	2	3	1	2	0	0	1	0	0	3	1	0	4	0	0	1	6	0	0	1	2	0	1	1	0	1	1	1	0	1	0	1	2	0	1	2	0	1	0	0	1	1	1	0	0	0	0	0	6	0	1	0	0	1	3	2	4	1	2	2	0	1	0	1	2	4	28	1	4	1	1	2	1	0	0	0	1	2	8	2	0	1	1	2	0	0	1	1	3	1	0	0	110	2	0	0	1	0	7	0
