MutationType	SP99325	SP18310	SP17172	SP96133	SP110242	SP21017	SP22383	SP81312	SP19215	SP16886	SP17905	SP18121	SP96118	SP21400	SP18946	SP80615	SP102897	SP98845	SP107012	SP55142	SP53810	SP116697	SP102133	SP125732	SP125746	SP125770	SP77956	SP124384	SP135287	SP85122	SP84384	SP84982	SP84392	SP84439	SP95454	SP94741	SP90209	SP90989	SP93540	SP93227	SP94348	SP94933	SP92364	SP94917	SP92460	SP89909
Del(6,):U2:R(4,9)	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0
Del(6,):U3:R(3,9)	1	2	0	3	0	3	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	2	3	0	1	0	3	0	0	1	2	3	1	1	0	1	0	1	0
Del(6,):U(4,):R(2,9)	30	34	0	13	28	23	8	1	9	2	1	5	0	0	0	4	6	1	3	5	0	19	5	3	14	18	2	15	9	19	19	8	25	17	1	11	7	3	15	7	12	9	9	6	4	3
Ins(2,4):M	77	58	42	47	91	62	19	77	10	89	82	31	1	46	69	183	10	3	14	11	6	6	49	4	25	23	2	19	17	50	21	18	34	26	12	44	56	23	44	43	37	128	49	9	7	5
Ins(5,):M	7	13	9	8	31	16	6	11	4	21	13	4	0	14	18	40	9	1	4	7	2	10	12	0	16	12	3	6	1	14	10	3	6	2	4	7	13	12	14	9	8	34	14	6	1	4
Ins2:U1:R0	4	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	4	2	1	1	0	3	0	0	1	1	1	4	1	0	0	2	5	1	0	0	2	2	4	2	0	0	0
Ins3:U1:R0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins2:U2:R0	14	11	5	5	13	8	2	3	2	5	9	8	1	2	3	13	2	1	0	4	2	0	6	1	5	10	0	5	0	10	5	0	3	7	1	1	4	4	4	12	2	21	10	1	0	0
Ins3:U3:R0	2	3	5	0	0	2	0	0	0	0	1	0	0	0	0	3	2	1	0	1	0	4	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0
Ins4:U2:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U4:R0	0	0	0	0	1	0	0	1	0	0	2	0	1	3	4	3	0	1	2	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	1	1	0
Ins(5,):R0	0	0	1	1	3	0	0	0	0	1	0	0	0	1	2	3	0	0	0	2	0	4	1	0	2	6	1	1	1	1	0	0	1	1	0	0	1	1	2	2	1	2	3	0	0	1
Ins2:U1:R1	9	4	3	1	5	4	1	6	1	1	5	10	0	1	0	8	4	0	2	3	5	1	2	0	2	4	0	4	0	3	4	1	2	2	0	4	2	0	1	1	3	11	5	2	0	0
Ins2:U1:R2	6	2	2	3	7	4	2	0	2	1	2	3	1	1	2	3	10	2	1	2	5	0	1	0	3	1	0	1	0	9	1	1	1	4	1	1	2	0	1	2	1	6	3	1	0	0
Ins2:U1:R3	13	2	2	4	4	6	3	0	1	2	1	6	1	0	0	3	6	3	16	6	11	2	2	1	4	2	0	1	1	2	4	1	4	8	2	5	3	1	4	3	0	10	1	1	1	1
Ins2:U1:R4	8	2	0	1	8	5	6	0	1	0	1	5	0	0	2	0	0	2	7	4	0	1	0	0	4	1	0	1	0	6	3	1	2	2	2	2	1	4	2	1	0	5	0	2	1	0
Ins2:U1:R(5,9)	333	272	47	57	351	234	89	9	132	8	20	354	8	19	20	19	10	8	27	2	0	18	124	4	75	46	3	14	96	246	110	35	156	145	63	77	512	54	185	397	70	705	161	11	11	5
Ins2:U2:R1	19	8	7	6	18	7	5	2	4	9	8	6	0	2	2	6	14	0	5	6	3	8	12	1	6	3	0	3	3	15	16	5	16	9	3	17	8	5	5	6	5	31	8	1	4	4
Ins2:U2:R2	12	25	8	11	34	19	11	4	8	4	10	8	0	2	3	11	7	4	5	0	3	6	11	3	8	11	0	11	13	24	10	9	17	12	3	13	12	10	13	4	12	50	18	4	1	3
Ins2:U2:R3	23	31	12	16	43	29	18	9	22	5	39	14	2	4	27	24	3	1	11	1	1	3	15	0	19	12	0	14	14	34	19	9	24	16	5	23	25	10	31	47	18	47	21	2	4	2
Ins2:U2:R4	220	262	64	182	294	212	121	23	109	20	78	147	21	13	59	59	36	22	77	0	2	19	160	8	101	97	3	52	150	212	185	55	220	154	80	133	212	93	168	198	97	347	188	28	35	34
Ins2:U2:R(5,9)	1275	1391	262	933	1794	1090	612	52	603	59	123	647	99	44	197	154	209	83	454	5	2	65	999	37	665	561	5	335	602	1278	807	362	1047	597	521	926	1010	588	1230	904	776	2442	1257	173	280	162
Ins3:U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R3	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
Ins3:U1:R4	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1
Ins3:U1:R(5,9)	10	11	0	2	20	11	0	0	7	0	1	10	0	0	0	1	1	0	0	0	1	0	1	0	2	0	0	1	5	10	4	3	8	5	0	3	11	0	8	16	2	46	6	0	1	0
Ins3:U3:R1	3	0	7	14	7	5	4	5	5	4	3	5	0	7	6	3	2	0	2	9	1	7	9	3	3	2	1	4	1	8	4	7	4	5	3	6	9	0	6	4	5	8	5	1	1	2
Ins3:U3:R2	3	2	0	3	5	3	5	0	0	1	0	1	0	0	0	1	1	0	1	3	0	2	2	0	1	2	1	1	1	3	1	1	1	0	0	1	2	3	5	2	1	6	2	1	0	0
Ins3:U3:R3	4	4	1	5	5	7	4	0	3	0	1	3	1	0	0	0	0	0	1	3	0	2	8	0	3	4	0	1	2	9	3	3	8	3	1	5	1	2	3	0	6	11	5	0	0	1
Ins3:U3:R4	11	28	3	17	18	19	16	2	9	0	0	6	1	1	1	1	2	2	6	0	0	1	16	1	12	7	0	5	18	30	9	8	20	10	10	16	6	9	22	5	13	40	20	2	5	4
Ins3:U3:R(5,9)	121	145	12	89	179	134	69	5	53	2	1	65	11	3	10	3	14	5	33	0	0	5	95	4	54	69	1	28	74	145	84	38	122	62	51	116	78	60	146	44	98	291	132	16	23	17
Ins4:U1:R1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ins4:U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
Ins4:U1:R(5,9)	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	3	0	0	1	0
Ins4:U2:R1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ins4:U2:R2	0	0	0	2	2	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0
Ins4:U2:R3	0	0	0	0	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0
Ins4:U2:R4	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	2	1	2	0	0	0	0	0	1	2	0	0	0	0	1	0
Ins4:U2:R(5,9)	21	30	5	9	43	12	4	1	13	0	0	9	0	0	0	1	2	0	3	0	0	1	19	0	6	3	0	1	4	17	8	1	14	12	3	19	14	3	22	11	8	72	18	0	1	1
Ins4:U4:R1	2	2	0	12	11	9	11	4	3	1	3	1	0	2	3	5	3	3	5	3	1	15	2	0	1	4	2	5	5	8	2	10	4	3	2	4	1	2	8	1	11	14	3	2	4	1
Ins4:U4:R2	1	3	1	1	4	1	1	2	1	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	2	0	0	2	1	0	1	1	4	1	0	3	3	1	2	0	2	8	2	0	1	0
Ins4:U4:R3	2	5	0	4	6	5	4	1	1	0	1	3	0	0	0	0	0	0	0	0	0	1	7	0	4	4	0	2	2	7	1	5	6	3	2	0	4	3	4	2	3	8	7	2	2	0
Ins4:U4:R4	14	11	4	12	10	17	6	1	10	0	1	5	1	2	1	2	3	3	0	0	0	1	19	0	6	7	0	3	9	25	9	2	11	8	7	10	10	6	19	2	15	36	16	4	8	3
Ins4:U4:R(5,9)	24	20	10	33	60	61	22	4	20	0	0	15	2	0	1	5	3	0	5	2	0	0	45	1	20	26	0	16	15	29	9	14	24	9	19	42	26	29	46	13	35	128	72	9	13	6
Ins(5,):U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ins(5,):U1:R(5,9)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Ins(5,):U2:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R(5,9)	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	1	1	0	0	4	3	0	0	0
Ins(5,):U(3,):R1	4	10	29	23	23	19	25	9	5	5	18	7	0	16	21	24	11	2	7	33	6	44	13	2	4	9	7	29	7	24	2	9	14	16	5	6	12	5	15	5	8	13	26	2	8	1
Ins(5,):U(3,):R2	0	3	1	2	3	5	1	0	0	0	1	0	0	1	0	0	0	0	2	2	0	5	2	0	2	4	2	0	0	1	0	0	4	1	1	1	0	0	2	0	2	2	1	2	1	2
Ins(5,):U(3,):R3	2	1	1	1	4	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	3	0	2	0	0	1	1	1	0	0	0	0	1	4	1	0	2	0	0	2	2	0	0	0
Ins(5,):U(3,):R4	3	0	1	5	2	3	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	1	1	0	3	2	2	1	3	3	1	0	6	1	3	2	0	4	12	1	0	1	0
Ins(5,):U(3,):R(5,9)	5	2	1	5	5	8	1	0	3	0	1	2	0	1	0	1	0	1	0	0	0	0	8	0	1	0	0	1	1	6	0	3	4	3	3	2	2	3	7	1	4	20	8	0	3	0
Del2:M1	251	147	26	118	177	102	90	9	81	6	5	73	28	6	19	22	47	15	28	73	39	60	20	13	108	19	1	58	76	150	130	57	87	110	32	70	73	61	179	73	62	86	77	53	35	41
Del3:M1	23	15	4	10	12	9	6	1	11	0	1	7	2	1	2	4	10	3	3	6	3	13	0	0	10	5	1	11	7	18	18	12	10	12	7	7	7	6	10	7	3	1	6	6	4	3
Del3:M2	323	170	11	103	155	80	88	3	94	7	7	97	22	4	9	10	98	19	35	15	8	48	17	4	103	15	1	48	97	154	222	67	106	162	56	91	71	70	227	58	91	42	92	61	38	35
Del4:M1	41	29	2	15	19	12	11	2	8	1	2	13	2	1	3	4	22	4	10	7	1	14	4	0	13	4	0	7	15	21	31	9	15	11	12	12	11	14	32	12	13	2	11	9	7	6
Del4:M2	101	49	4	38	43	24	41	4	38	3	2	21	8	4	3	8	42	8	19	13	2	49	8	2	23	17	2	20	35	44	75	27	33	53	21	26	28	22	63	22	37	15	23	17	13	15
Del4:M3	84	72	4	33	77	31	30	5	25	3	4	27	14	3	5	11	35	13	23	12	3	52	8	2	60	9	2	21	33	53	82	32	42	48	30	40	24	31	81	28	33	24	34	18	14	19
Del5:M1	3	5	0	6	4	3	0	0	2	0	0	2	1	1	0	5	3	1	3	7	0	13	3	2	1	5	1	3	2	0	1	2	0	2	1	9	4	2	5	2	5	0	3	3	1	0
Del5:M2	4	4	1	2	7	3	3	1	4	0	1	1	2	2	2	1	9	2	1	9	2	16	0	0	1	14	1	0	3	6	10	1	8	2	2	3	0	3	2	3	4	1	1	2	3	0
Del5:M3	11	6	2	1	12	2	3	0	3	0	0	6	2	0	2	1	6	2	2	2	1	14	1	0	6	12	2	1	4	5	5	6	5	2	2	5	4	5	10	3	4	3	6	1	1	2
Del5:M4	8	12	0	4	9	8	1	1	3	1	1	3	1	2	3	0	8	1	1	7	1	13	1	0	10	3	0	1	2	5	7	4	4	5	1	2	3	1	11	1	3	5	3	3	1	2
Del6:M1	2	2	0	2	2	2	2	1	2	0	1	1	1	0	1	2	3	2	1	2	3	9	1	0	1	5	0	4	0	2	0	0	2	1	0	0	2	3	1	1	2	0	3	1	1	1
Del6:M2	3	1	1	3	4	2	0	0	1	0	2	0	0	1	1	0	2	2	3	9	2	24	1	0	1	12	0	4	0	3	1	3	1	1	1	2	0	0	2	0	0	1	0	0	0	0
Del6:M3	1	1	0	2	6	0	2	1	1	0	0	1	0	0	0	1	0	0	1	7	0	10	0	1	2	16	0	1	0	1	5	0	3	3	1	1	3	1	0	1	0	1	1	1	0	0
Del6:M4	3	4	1	1	4	6	2	0	2	0	0	0	0	0	0	1	0	0	1	2	0	2	1	0	2	11	0	0	3	2	4	0	2	2	1	2	1	0	1	0	1	1	0	1	0	0
Del6:M5	4	3	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	4	0	0	0	2	0	1	0	3	2	0	1	2	0	0	0	0	1	0	0	2	0	0	0	0
Del(7,):M1	14	12	11	18	22	16	14	3	6	4	1	5	3	4	7	21	25	10	8	74	15	102	9	2	13	138	2	55	8	16	11	4	13	10	6	13	12	13	14	9	4	16	10	14	14	5
Del(7,):M2	11	4	9	11	20	7	14	9	3	6	3	7	1	2	7	39	16	10	11	120	14	194	12	3	2	270	3	34	4	18	8	6	14	9	6	9	6	10	11	9	12	6	7	10	8	2
Del(7,):M3	11	4	5	8	13	8	5	4	4	0	1	4	2	0	3	17	12	3	6	88	3	124	5	1	3	180	2	10	5	8	2	6	8	6	4	5	5	7	2	5	5	10	4	4	6	1
Del(7,):M4	5	6	5	2	5	3	1	0	7	2	2	1	2	0	1	9	8	2	5	39	4	81	1	0	2	111	1	8	2	3	5	1	6	2	1	6	0	1	3	2	4	2	2	1	0	1
Del(7,):M5	6	3	0	2	3	3	2	3	4	0	0	0	0	1	1	11	4	3	1	19	2	45	3	1	3	59	1	2	1	2	0	1	6	1	0	3	2	2	2	0	0	4	4	1	0	1
Del(7,):M(6,)	6	11	4	7	9	12	5	5	2	1	1	4	0	0	1	7	0	2	4	16	2	51	5	3	3	60	3	34	1	8	6	5	17	4	3	5	4	7	4	6	4	8	3	0	1	3
Complex(0,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(2,5)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(6,10)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(11,20)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(21,)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
