MutationType	SP53460	SP50827	SP50263	SP50317	SP54113	SP50406	SP51824	SP55387	SP52779	SP55235	SP50713	SP50611	SP50485	SP51037	SP55142	SP53387	SP54745	SP52284	SP53618	SP52232	SP50412	SP50321	SP53548	SP55004	SP56079	SP56168	SP54363	SP53810	SP50518	SP56303	SP55711	SP55509	SP55309	SP52607	SP52667	SP51446	SP50592	SP53073	SP56638	SP56537	SP57586	SP56541	SP56553	SP56771	SP57941	SP57818	SP56460	SP56474	SP56704	SP56533	SP56730	SP59245	SP57024	SP57933	SP56754	SP56827	SP57084	SP57538	SP57735	SP57669	SP56566	SP56569	SP58342	SP58349	SP56644	SP57629	SP56941	SP57619	SP58245	SP57251	SP56502	SP58668	SP58101	SP58991	SP56607	SP58326	SP57267	SP57066	SP57901	SP57651	SP57450	SP57846	SP58612	SP56821	SP58882	SP57189
C[Ins(T):R2]G	13	27	0	2	43	0	6	4	23	55	7	32	1	0	47	19	8	0	45	15	0	4	0	0	23	0	10	64	0	0	0	38	1	0	15	1	0	2	23	17	10	22	19	3	34	32	2	0	22	6	11	11	6	17	2	17	11	7	11	12	3	10	23	10	12	6	0	14	22	13	15	26	13	12	7	18	20	13	4	3	1	17	6	15	4	46
C[Ins(T):R3]A	0	2	1	0	2	0	3	0	4	1	0	3	0	0	3	0	1	0	2	2	0	0	0	0	0	1	2	9	0	0	1	1	0	0	1	1	1	1	0	0	1	0	2	0	5	1	0	0	3	4	1	1	0	2	1	1	4	2	0	1	0	0	1	3	1	1	0	0	2	0	1	3	0	2	0	3	2	1	5	1	0	3	0	0	0	1
C[Ins(T):R3]C	0	1	1	0	1	0	2	0	1	4	0	0	0	1	6	2	1	0	0	1	0	0	0	0	5	2	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	1	1	2	0	1	3	1	4	1	4	2	2	5	0	0	0	2	2	3	0	0	0	0	2	2	1	2	1	3	0	2	1	1	1	0	0	1	3	0	2	0	1
C[Ins(T):R3]G	5	13	0	2	22	0	4	1	8	24	1	11	1	0	36	8	3	0	20	3	0	1	1	0	11	4	9	53	0	1	1	19	0	0	11	0	1	2	13	7	3	8	17	2	23	14	4	2	14	6	11	15	4	6	5	7	6	11	3	4	0	7	16	11	11	4	3	10	11	12	6	16	15	5	5	17	14	16	5	4	1	8	7	9	3	32
C[Ins(T):R4]A	0	2	0	1	2	0	1	0	1	0	0	1	1	0	4	1	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	1	2	0	0	1	0	3	1	2	1	0	1	0	0	0	1	0	0	0	3	0	2	1	0	2	1	1	2	0	2	0	1	0	3	0	2	0	1	0	5	1	5	0	0	0	0	2	3	0	1
C[Ins(T):R4]C	2	3	1	0	3	1	0	0	0	0	1	1	0	0	3	0	2	1	0	0	0	1	1	0	0	3	0	4	3	2	0	0	0	1	1	0	0	1	1	1	0	0	2	0	1	0	1	1	1	1	2	2	1	2	0	1	1	2	0	1	3	0	3	0	1	1	0	0	1	0	1	2	0	2	0	5	0	1	0	1	0	1	1	0	0	9
C[Ins(T):R4]G	3	2	1	0	4	0	2	0	1	2	0	2	0	0	5	2	0	1	7	0	0	0	0	0	3	3	2	9	1	0	0	7	1	0	0	0	1	0	2	5	1	3	4	1	5	3	2	1	5	2	2	1	0	1	3	0	5	6	5	1	0	1	6	1	6	2	0	1	2	3	4	3	0	1	2	2	1	4	1	0	1	3	3	2	3	7
C[Ins(T):R5]A	1	1	2	0	2	0	1	1	2	4	0	3	0	0	5	1	4	1	0	0	0	2	0	0	2	2	4	4	2	2	1	0	0	0	0	1	2	1	2	1	1	0	5	0	2	2	5	6	3	3	1	3	1	1	1	0	1	2	0	0	2	3	0	0	3	4	1	1	2	2	0	3	5	1	3	2	2	3	4	0	3	2	2	6	0	5
C[Ins(T):R5]C	0	2	5	0	4	0	1	0	0	3	1	5	0	0	9	1	3	2	1	0	0	0	1	0	2	2	5	4	0	1	4	2	0	0	0	2	1	0	2	3	1	0	4	1	2	0	7	2	2	0	2	2	0	0	2	0	4	0	1	0	1	0	3	2	8	9	2	0	2	5	1	0	2	0	3	5	4	11	6	0	1	2	3	2	0	4
C[Ins(T):R5]G	1	4	2	1	4	0	2	1	4	5	0	1	0	0	10	1	5	0	5	2	0	2	0	0	1	1	3	10	0	1	2	1	0	0	0	0	1	1	6	4	4	2	3	4	1	5	2	0	4	0	1	3	1	1	2	2	6	6	5	3	4	2	3	7	7	5	0	3	1	8	6	6	2	5	1	4	2	4	6	2	2	8	2	4	3	12
C[Ins(T):R6]A	2	5	2	1	1	0	2	0	0	2	2	0	1	3	13	0	4	2	0	0	0	2	0	0	2	3	6	2	2	1	1	3	0	2	2	0	4	0	2	3	6	0	7	6	4	0	10	5	1	1	3	1	4	4	2	1	8	2	3	3	5	1	4	0	2	11	3	1	1	2	1	3	0	5	5	7	3	9	5	2	3	4	3	5	2	3
C[Ins(T):R6]C	0	1	1	6	5	0	3	1	3	13	1	3	2	3	20	2	6	5	3	1	0	3	3	0	1	5	6	7	1	5	4	4	0	1	1	4	6	2	3	6	3	0	16	1	5	4	14	5	4	2	4	3	0	3	5	3	9	2	2	2	10	3	9	4	4	22	2	1	1	10	5	4	1	7	7	12	6	15	11	2	3	5	6	2	4	10
C[Ins(T):R6]G	1	1	4	0	4	0	2	0	3	11	1	2	1	2	10	0	9	3	8	0	2	2	3	0	3	7	6	5	3	1	3	4	0	0	4	3	3	4	4	3	5	1	6	2	1	1	12	2	4	4	8	4	4	3	3	0	4	6	3	6	7	6	8	4	5	20	0	2	1	7	2	8	2	8	2	10	3	8	3	2	2	4	4	5	2	6
C[Ins(T):R7]A	0	4	4	2	2	0	0	0	0	0	0	2	0	3	6	0	2	4	1	1	0	0	3	0	0	3	1	1	1	2	2	4	0	0	2	3	5	0	1	5	2	0	6	3	5	1	8	2	1	2	4	1	3	4	3	2	3	5	1	6	4	1	5	2	2	11	1	1	1	5	5	3	0	4	4	5	5	6	1	1	6	8	3	6	1	6
C[Ins(T):R7]C	0	2	1	2	4	0	4	0	1	1	0	2	0	2	8	1	1	4	4	0	0	1	4	1	4	5	4	0	5	6	3	4	0	0	0	6	2	1	2	3	2	2	5	3	4	1	9	6	2	4	2	3	1	8	4	0	8	3	1	4	3	2	10	3	6	14	2	1	1	5	3	3	2	7	4	9	7	9	8	0	3	2	4	5	0	13
C[Ins(T):R7]G	0	3	1	3	8	0	2	0	1	5	0	4	2	4	13	1	7	5	4	0	1	3	3	0	4	1	1	6	2	2	1	3	0	0	5	3	0	4	4	6	7	0	3	6	7	2	9	11	3	4	6	5	4	11	6	0	13	7	2	4	7	5	12	6	7	21	1	2	3	7	10	8	8	7	1	9	4	10	12	2	4	4	8	7	7	13
C[Ins(T):R8]A	1	2	3	1	1	0	3	0	0	1	0	2	0	0	7	1	2	4	1	0	0	0	1	0	0	2	7	3	1	1	4	2	0	0	0	1	1	4	2	5	5	0	8	3	3	3	7	5	4	4	3	1	1	8	4	1	7	4	3	4	3	0	16	6	5	22	2	2	1	3	4	7	2	8	3	6	7	7	7	2	2	4	5	3	4	9
C[Ins(T):R8]C	0	1	2	2	4	0	1	0	1	0	0	1	0	1	5	1	0	7	0	1	0	1	1	0	0	0	1	1	1	5	2	0	0	1	1	2	4	2	3	4	1	1	7	10	3	2	6	5	3	0	6	6	5	3	5	0	6	0	1	1	3	1	8	3	8	18	3	1	1	4	0	1	6	7	4	14	4	9	3	5	9	1	3	6	6	10
C[Ins(T):R8]G	2	2	2	2	3	0	1	0	3	1	0	2	0	0	10	0	4	5	1	0	1	2	3	1	1	0	6	3	2	2	0	2	0	1	0	1	2	2	8	4	5	1	11	3	3	3	12	7	3	2	4	3	2	11	4	0	13	3	1	1	5	4	12	2	7	23	4	0	1	6	6	5	2	9	5	11	4	20	9	0	9	4	8	8	4	10
C[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]A	3	3	0	1	6	0	3	0	2	10	2	3	0	0	6	3	2	0	8	1	0	1	0	0	5	2	2	10	2	0	0	6	0	0	4	0	0	0	1	0	2	2	1	2	7	4	1	1	2	1	3	2	1	2	1	1	0	2	7	1	1	1	1	5	2	1	1	2	2	1	5	4	2	0	1	2	3	6	2	2	0	3	0	0	1	11
G[Ins(T):R0]C	4	0	0	0	12	0	1	1	5	4	4	5	0	0	7	4	1	0	1	5	0	1	1	0	1	0	5	7	0	0	0	4	0	0	3	0	0	2	0	1	2	2	1	0	4	2	0	0	1	0	1	1	1	2	2	0	0	1	2	3	2	2	5	3	4	4	0	3	3	2	2	5	2	0	1	0	1	2	1	0	1	3	0	1	2	4
G[Ins(T):R0]G	8	6	0	0	16	0	6	1	6	14	1	13	0	0	18	5	6	0	13	5	0	1	0	0	13	0	8	38	0	1	0	12	0	0	6	0	0	4	10	6	1	3	12	0	17	12	3	0	4	6	10	9	4	6	2	2	6	5	6	9	3	1	14	10	2	3	0	8	7	5	3	5	5	5	4	11	14	4	2	0	0	7	3	4	2	21
G[Ins(T):R1]A	2	8	2	1	8	0	4	0	4	5	2	2	4	1	10	7	6	3	5	2	2	4	1	0	3	3	5	9	4	3	4	5	1	2	4	2	4	2	0	1	4	4	3	1	9	6	2	1	2	0	2	2	0	6	3	2	3	4	3	0	1	0	6	1	0	4	1	5	5	2	3	5	3	2	2	3	2	6	1	2	1	1	1	1	0	1
G[Ins(T):R1]C	2	1	1	0	3	0	1	0	2	6	0	2	0	0	5	0	2	0	3	0	0	1	1	0	1	0	2	4	0	2	0	5	1	0	0	0	0	2	1	1	0	0	2	0	1	3	0	0	0	0	0	1	1	1	2	1	0	2	1	3	1	2	2	0	4	1	0	1	1	1	1	3	0	1	2	3	0	1	1	0	0	3	1	0	0	2
G[Ins(T):R1]G	8	18	0	0	28	0	8	1	13	21	1	21	1	0	35	5	3	0	20	11	0	3	1	1	12	2	8	69	0	0	0	19	0	1	7	0	0	7	3	4	4	8	14	0	13	11	3	1	18	3	7	6	2	7	3	6	8	6	5	9	0	8	13	15	15	1	0	14	11	7	5	21	13	7	5	24	12	12	4	2	3	17	2	4	5	26
G[Ins(T):R2]A	1	1	0	0	1	0	0	1	2	2	1	0	0	0	4	0	0	0	2	0	1	0	0	0	1	1	0	4	0	0	0	4	0	0	0	0	0	1	2	0	1	0	1	0	2	1	1	1	1	0	2	0	2	2	0	0	0	0	1	0	1	0	3	3	1	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	1
G[Ins(T):R2]C	0	1	0	0	2	0	0	0	0	1	0	0	1	0	2	0	0	0	2	0	1	0	0	0	0	0	1	3	0	0	0	1	0	0	2	0	0	1	2	1	1	0	2	0	1	2	2	1	0	1	1	0	0	0	0	0	1	1	0	2	0	1	0	0	1	1	1	0	1	0	2	4	1	2	1	1	1	0	0	1	0	0	1	0	0	1
G[Ins(T):R2]G	22	23	1	2	29	0	10	5	15	51	0	36	0	0	57	11	7	1	37	13	0	9	0	0	11	0	16	53	0	2	0	33	0	0	12	0	0	5	19	9	6	12	21	2	38	22	4	0	23	1	13	17	8	21	7	23	15	6	13	15	6	11	24	15	14	3	1	14	12	9	19	15	12	7	6	23	18	14	5	4	4	10	12	12	3	55
G[Ins(T):R3]A	0	1	0	0	1	0	0	0	1	2	0	0	0	0	3	2	1	0	3	1	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	2	0	1	0	2	0	0	1	0	1	0	0	0	1	1	1	1	1	1	2	0	1	0	2	0	1	0	0	0	0	0	1	1	1	1	0	0	2	2	3	0	0	0	0	1	3	1	2
G[Ins(T):R3]C	0	1	0	1	2	0	1	0	0	0	0	1	1	0	4	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	1	1	0	3	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1
G[Ins(T):R3]G	4	14	0	0	24	0	6	3	9	19	1	15	0	0	22	4	1	0	15	7	1	4	0	0	7	0	12	37	0	0	0	9	0	0	5	0	0	3	9	6	9	10	12	1	19	10	1	1	15	4	2	4	3	11	2	16	8	9	5	10	4	3	17	7	11	5	0	13	10	7	6	8	5	5	4	28	12	8	2	1	1	6	7	5	2	24
G[Ins(T):R4]A	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	2	0	3	0	0	0	0	2	3	0	0	0	1	1	0	0	2
G[Ins(T):R4]C	1	0	0	1	1	0	0	0	0	3	0	1	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1
G[Ins(T):R4]G	3	2	0	0	10	0	1	0	1	3	1	4	0	0	6	2	0	1	2	0	0	0	0	0	3	0	1	10	0	0	0	5	0	0	2	0	2	0	4	3	5	2	3	1	2	2	1	1	4	3	4	2	2	1	3	2	2	1	1	4	1	0	5	3	6	3	0	1	3	2	2	3	1	0	2	6	5	2	1	1	0	4	1	3	1	5
G[Ins(T):R5]A	0	0	0	1	2	0	3	0	1	2	2	0	0	0	4	1	2	0	0	1	0	1	1	0	1	0	3	1	0	2	1	2	0	0	0	0	0	1	1	2	2	0	1	1	1	1	3	2	0	0	2	0	2	1	0	0	0	1	1	1	2	0	4	0	1	6	1	1	3	4	1	0	1	1	1	0	1	2	2	1	3	2	1	2	2	1
G[Ins(T):R5]C	0	1	0	0	1	0	0	0	0	4	0	0	0	0	2	1	2	2	1	0	0	1	0	0	0	1	2	3	2	1	0	3	0	0	0	1	0	1	1	0	0	1	0	0	2	2	3	1	0	2	1	0	0	0	0	2	4	2	1	1	1	0	3	0	1	4	1	1	1	1	2	0	2	0	0	0	1	4	2	1	3	2	0	2	0	1
G[Ins(T):R5]G	2	0	1	0	6	0	2	1	1	2	0	2	0	0	7	0	0	1	6	0	0	0	0	0	5	3	0	14	0	0	0	1	0	0	1	0	0	0	3	4	0	2	2	1	3	1	0	0	5	1	2	2	1	8	0	0	7	5	5	2	1	0	9	1	5	2	0	3	4	5	4	5	1	2	3	7	3	4	2	1	1	2	4	3	3	11
G[Ins(T):R6]A	0	5	2	0	1	0	0	0	3	4	0	1	3	1	8	0	5	3	3	1	1	1	1	0	0	3	4	3	1	0	1	0	0	0	0	3	6	0	4	3	2	1	3	3	2	0	2	2	0	1	2	5	1	3	3	1	3	3	0	1	4	1	4	3	5	13	0	0	3	8	5	2	7	5	2	3	3	7	6	1	3	3	6	4	3	2
G[Ins(T):R6]C	2	2	6	0	3	0	5	0	2	4	1	6	0	3	10	4	2	7	1	0	1	2	5	0	3	5	7	2	0	6	2	8	0	1	1	1	4	2	4	5	8	0	9	4	5	1	8	4	3	8	4	6	3	3	2	4	5	3	2	5	4	2	12	2	4	17	2	0	2	3	4	1	3	9	5	10	7	12	9	3	7	5	3	7	6	7
G[Ins(T):R6]G	1	2	4	1	5	1	4	0	2	5	2	3	0	5	15	3	4	2	5	0	1	1	4	0	2	4	5	4	2	5	3	3	0	0	2	5	1	2	9	4	8	1	7	13	4	7	3	7	3	4	7	6	2	8	3	2	9	5	3	6	5	5	12	3	6	20	3	3	3	11	0	8	4	7	4	9	9	13	11	2	6	8	4	6	2	7
G[Ins(T):R7]A	1	3	2	1	3	0	2	0	2	1	0	1	0	3	2	1	4	1	1	0	0	2	2	0	0	0	0	1	3	4	3	4	1	0	2	3	0	1	3	4	5	0	5	5	4	3	5	3	1	1	4	5	3	3	2	0	11	1	4	3	5	2	11	3	6	10	3	0	5	3	1	3	2	6	4	6	1	3	5	2	4	7	3	7	4	5
G[Ins(T):R7]C	0	3	1	2	3	0	2	0	2	2	0	0	1	4	10	2	5	4	3	2	1	0	1	0	0	0	3	5	4	2	3	0	0	0	0	1	1	2	3	4	6	0	5	4	2	1	10	7	3	1	8	1	1	3	4	0	8	2	1	5	1	3	14	1	7	11	2	2	2	2	3	7	1	5	3	3	5	15	3	2	4	3	7	7	7	7
G[Ins(T):R7]G	3	4	6	0	3	0	3	0	3	6	1	4	0	5	7	1	5	1	3	0	0	0	1	0	1	3	9	3	10	3	6	5	0	2	2	3	3	4	5	3	3	1	12	6	5	3	14	6	4	5	7	6	4	5	2	3	14	2	1	4	5	3	14	6	7	26	4	3	2	4	7	8	5	3	4	2	4	11	8	2	8	5	4	6	6	23
G[Ins(T):R8]A	0	4	3	2	0	0	2	0	5	3	0	2	0	3	3	0	1	3	1	1	0	2	0	0	0	1	3	1	2	2	1	1	0	0	0	0	0	0	1	3	2	1	2	6	0	1	9	2	1	3	6	5	2	5	4	0	5	2	1	0	7	1	7	1	3	7	1	0	1	2	1	2	2	6	1	6	6	9	9	1	5	4	3	4	2	6
G[Ins(T):R8]C	0	3	2	0	4	0	1	0	1	0	1	0	0	1	5	0	2	2	0	0	0	2	1	0	0	1	3	1	2	2	3	0	0	0	1	3	0	2	2	5	4	1	5	5	1	1	8	1	2	4	3	7	6	9	2	0	4	2	3	3	4	4	10	2	10	18	0	1	2	1	0	2	3	10	4	8	5	4	4	4	6	4	3	5	10	7
G[Ins(T):R8]G	0	1	3	2	1	0	2	0	1	1	0	1	1	3	6	1	1	1	3	1	0	0	0	0	1	0	2	1	7	6	2	2	0	0	0	2	0	0	5	4	2	1	8	5	1	4	16	8	3	1	6	4	1	9	0	0	5	2	4	3	4	9	6	6	12	10	3	1	3	1	8	5	2	10	5	8	6	9	9	4	5	3	5	6	5	13
G[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del2:U1:R1	1	11	0	1	8	0	5	1	10	17	4	10	2	2	20	5	9	2	12	1	2	12	1	0	14	3	19	20	2	1	2	11	0	2	7	2	2	4	3	6	2	7	5	2	19	7	7	4	7	4	4	5	2	5	5	8	2	5	4	7	1	6	10	8	11	5	1	4	6	3	8	8	2	2	8	14	8	8	5	3	1	7	5	2	3	15
Del3:U1:R1	0	1	1	1	1	0	1	1	1	2	0	1	0	0	8	0	2	0	1	2	0	1	1	0	0	1	1	3	0	1	1	0	0	0	2	1	1	1	0	1	1	0	4	2	2	2	1	0	2	2	1	1	1	2	1	0	0	1	2	4	0	3	0	2	2	1	0	2	0	4	0	0	1	0	2	2	0	1	2	0	1	0	0	1	3	2
Del4:U1:R1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	1	1	0	2	0	0	0	0	0	0	0	1	1	0	2	0	2	0	1	0	0	1	0	2	2	2	1	1	2	1	1	1	1	0	1	9	1	0	2	2	2	2	2	0	0	3	1	3	0	0	0	1	0	1	2	1	1	0	1	2	0	0	0	1	1	0	4	2
Del5:U1:R1	0	2	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	2	1	0	1	0	0	0	1	1	1	1	2	1	1	0	0	0	0	1	0	0	1	1	1	0	1	2	1	1	1	2	0	5	2	0	3	0	1	1	1	1	1	0	0	0	3	1	0	0	2	0	1	1	1	1	2	1	0	1	4	0	0	0	0	1	0	1	0
Del6:U1:R1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	1	0	1	0	0	0	2	0	0	0	2	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	3
Del7:U1:R1	0	1	1	0	1	0	0	0	1	0	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	2	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	4	0	2	1	0	2	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0
Del8:U1:R1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	3	1	0	0	2	1	0	2	0	0	1	0	2	0	2	1	0	1	2	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	2	0	2	2	1	0	0	0	0	0	0	0	2
Del9:U1:R1	0	1	1	0	2	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	4	0	2	0	0	2	0	2	0	2	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0
Del(10,):U1:R1	2	3	1	1	12	0	3	0	4	5	0	5	1	1	9	2	5	4	3	3	0	3	5	1	1	4	2	3	2	7	0	1	1	0	4	3	0	6	3	4	11	6	6	2	3	5	9	3	4	6	7	15	3	20	4	0	4	5	4	5	3	0	4	8	7	2	1	8	3	6	2	0	4	2	3	5	12	4	4	2	1	7	2	5	7	9
Del2:U(2,):R1	7	15	4	6	22	0	5	2	21	23	4	12	1	1	33	7	6	2	20	6	3	3	1	0	5	5	7	38	0	7	3	25	0	0	12	3	2	6	8	6	15	9	11	2	26	28	8	10	7	10	9	14	6	27	12	6	5	8	7	11	4	6	12	9	10	6	2	7	13	9	10	7	9	11	3	19	10	8	7	3	8	6	12	9	7	24
Del3:U(2,):R1	6	4	0	2	3	0	5	1	2	3	0	2	0	0	11	2	4	0	3	1	0	3	0	0	4	2	0	1	2	2	0	2	1	0	6	0	1	0	2	6	2	4	6	2	2	3	4	2	5	4	4	10	1	11	1	2	5	3	4	6	1	2	4	6	2	2	1	1	5	8	3	2	0	2	3	5	2	5	2	6	4	6	1	1	3	6
Del4:U(2,):R1	2	1	0	0	6	0	0	0	5	3	0	4	0	1	6	2	4	2	4	1	0	3	0	0	1	3	1	1	2	5	3	2	0	0	2	1	1	2	1	0	2	5	2	5	2	2	3	0	1	3	1	5	1	7	0	3	1	3	3	3	1	1	2	2	5	4	1	0	2	4	2	1	1	6	1	2	0	4	1	0	1	2	3	1	2	4
Del5:U(2,):R1	3	2	1	2	6	0	2	0	4	5	2	0	0	1	6	1	0	2	4	2	0	0	0	0	2	0	1	0	1	1	0	1	0	0	2	0	2	0	2	5	1	1	0	2	2	3	0	2	2	0	1	4	0	9	0	2	4	2	2	0	1	2	1	3	0	1	2	1	2	3	1	5	4	1	0	3	2	2	2	0	1	2	1	2	1	1
Del6:U(2,):R1	2	0	0	0	4	0	0	0	2	0	0	0	0	1	2	0	1	0	1	0	0	1	0	0	0	0	0	0	2	2	1	0	0	0	2	1	0	1	0	1	1	1	2	3	2	3	3	0	1	2	3	2	1	10	1	1	4	6	0	3	3	1	2	3	1	3	0	2	3	1	3	0	2	2	1	3	3	1	2	1	2	0	2	0	2	0
Del7:U(2,):R1	2	1	1	0	2	0	2	0	3	1	0	1	0	1	4	1	1	1	3	1	1	1	0	1	3	2	0	1	1	1	0	3	0	0	1	1	0	0	0	1	1	0	0	2	3	3	1	0	0	2	1	3	1	9	2	0	1	2	2	4	0	2	0	2	2	0	0	2	2	1	1	0	0	1	0	1	0	2	0	5	4	2	1	1	2	1
Del8:U(2,):R1	0	2	1	2	2	0	1	0	3	2	0	0	0	0	1	0	0	1	0	2	1	0	0	0	1	0	1	0	0	3	1	1	0	0	2	0	1	1	1	0	1	0	1	0	0	1	2	1	4	0	0	2	1	8	0	0	1	1	0	1	0	1	1	4	1	2	0	0	1	1	1	1	0	0	0	1	1	2	1	2	1	0	2	1	1	2
Del9:U(2,):R1	2	0	0	1	1	0	2	1	0	1	0	1	0	1	6	2	0	0	1	1	0	2	0	0	0	1	2	2	1	1	1	0	0	0	1	2	0	0	1	0	1	1	1	1	2	3	0	3	3	1	2	6	0	13	0	1	2	0	1	0	0	0	1	0	1	1	1	1	1	4	1	0	2	0	0	3	2	1	0	1	2	2	1	0	4	5
Del(10,):U(2,):R1	4	5	2	2	23	0	7	3	7	29	9	3	1	4	28	13	7	3	16	6	0	16	2	0	5	9	10	10	9	34	5	8	2	2	13	10	4	6	15	10	8	17	9	11	17	28	19	3	8	13	14	14	6	48	10	5	11	14	8	11	8	7	12	22	19	10	0	11	11	16	11	9	5	8	10	12	15	8	12	11	4	5	16	8	11	14
Del2:U1:R3	5	7	2	1	7	0	3	0	6	6	1	12	0	2	11	8	2	1	13	4	1	1	1	0	7	4	5	11	3	5	0	2	0	1	7	4	3	3	5	3	8	8	7	3	18	6	3	5	3	9	4	5	2	6	3	6	3	13	5	9	5	2	6	7	2	10	1	5	5	5	3	11	3	11	5	6	5	3	5	4	5	1	4	2	1	15
Del2:U1:R4	1	4	1	3	6	0	1	0	4	1	1	3	0	0	10	4	5	1	1	3	0	5	0	0	4	3	0	12	0	2	0	3	0	1	2	1	3	4	2	2	2	1	5	3	6	5	0	1	1	1	1	1	1	5	2	1	1	0	2	3	4	4	1	3	6	5	2	1	1	2	6	4	2	2	2	1	3	4	1	3	0	1	2	2	1	5
Del2:U1:R(5,9)	1	2	1	0	6	0	2	1	2	5	1	7	2	1	8	5	3	2	3	0	0	2	0	0	3	2	1	7	1	1	1	4	0	0	7	0	1	2	4	3	4	4	5	2	4	3	2	1	7	3	4	5	2	8	3	2	4	1	4	4	2	4	3	4	7	6	0	2	3	5	5	5	4	6	1	1	6	3	4	2	1	4	2	4	3	9
